,company_industry,company_ipo_code,company_country,company_revenue,company_name,company_rank
1239,['Retail'],FRG,USA,$0.98 B,Franchise Group,4599
1240,"['OilGas', 'Energy']",HWX.TO,Canada,$0.98 B,Headwater Exploration,4598
1241,['SecurityProtectionServices'],PSG.MC,Spain,$0.98 B,Prosegur,4596
1242,"['Electronics', 'Manufacturing']",BHE,USA,$0.98 B,Benchmark Electronics,4597
1243,"['Retail', 'Furniture', 'HomeKitchenAppliances']",ITE.JO,South Africa,$0.99 B,Italtile,4595
1244,"['Bitcoin', 'Financialservices']",7LX.F,USA,$0.99 B,Galaxy Digital Holdings,4594
1245,"['Mining', 'SilverMining', 'Goldmining']",SILV,Canada,$0.99 B,SilverCrest Metals,4592
1246,"['Professionalservices', 'StaffingEmploymentServices']",HRT,USA,$0.99 B,HireRight,4593
1247,"['OilGas', 'Energy']",BORR,Bermuda,$0.99 B,Borr Drilling,4591
1248,['Food'],BYND,USA,$0.99 B,Beyond Meat,4590
1249,"['Electricity', 'EVcharging']",NAAS,China,$0.99 B,NaaS Technology,4589
1250,"['Financialservices', 'Tech', 'Internet']",LC,USA,$0.99 B,LendingClub,4588
1251,[],PDS,Canada,$0.99 B,Precision Drilling Corporation,4587
1252,['Manufacturing'],CAF.MC,Spain,$0.99 B,Construcciones y Auxiliar de Ferrocarriles,4586
1253,[],CAV1V.HE,Finland,$0.99 B,Caverion,4585
1254,['Transportation'],MTL.TO,Canada,$0.99 B,Mullen Group,4584
1255,[],RDWR,Israel,$0.90 B,Radware,4700
1256,"['Software', 'Tech']",ARQQ,UK,$0.90 B,Arqit Quantum,4699
1257,"['Telecommunication', 'Tech', 'Aerospace']",ASTS,USA,$0.90 B,AST SpaceMobile,4697
1258,"['OilGasEquipmentServices', 'OilGas', 'Energy']",HLX,USA,$0.90 B,Helix Energy Solutions,4698
1259,"['Software', 'Tech']",SUMO,USA,$0.90 B,Sumo Logic,4696
1260,"['Hotels', 'Travel']",CHALET.NS,India,$0.91 B,Chalet Hotels,4694
1261,"['Chemicals', 'Fertilizercompanies']",RCF.NS,India,$0.90 B,Rashtriya Chemicals and Fertilizers,4695
1262,['Tires'],CEATLTD.NS,India,$0.91 B,CEAT,4693
1263,"['Airlines', 'Travel', 'Transportation']",SKYW,USA,$0.91 B,SkyWest,4692
1264,[],CMCO,USA,$0.91 B,Columbus McKinnon,4690
1265,[],NBG6.F,Germany,$0.91 B,NÃ¼rnberger Versicherung,4688
1266,[],WTTR,USA,$0.91 B,Select Energy Services,4691
1267,['MediaPress'],IHRT,USA,$0.91 B,iHeartMedia,4689
1268,['Food'],BGS,USA,$0.91 B,B&G Foods,4686
1269,"['Semiconductors', 'Tech', 'TechHardware', 'Lidar', 'Autonomousdriving']",INDI,USA,$0.91 B,indie Semiconductor,4687
1270,[],SHEN,USA,$0.91 B,Shentel,4685
1271,"['Tech', 'Financialservices']",PRG,USA,$0.91 B,PROG Holdings,4684
1272,"['Realestate', 'Investment', 'REITs', 'Hotels', 'Travel']",INN,USA,$0.83 B,Summit Hotel Properties,4800
1273,"['Semiconductors', 'Tech', 'TechHardware']",ICHR,USA,$0.83 B,Ichor Systems,4798
1274,"['Pharmaceuticals', 'Biotech', 'Chemicals']",PPGN.SW,Switzerland,$0.83 B,PolyPeptide Group,4799
1275,"['Biotech', 'Medicaldevices']",VRAY,USA,$0.83 B,ViewRay,4797
1276,['Food'],OTLY,Sweden,$0.83 B,Oatly,4796
1277,"['Tech', 'Internet']",ZH,China,$0.83 B,Zhihu,4795
1278,"['Telehealth', 'Healthcare', 'Tech', 'Internet']",TTALO.HE,Finland,$0.83 B,Terveystalo,4794
1279,"['Banks', 'Financialservices']",FFWM,USA,$0.83 B,First Foundation,4793
1280,"['Banks', 'Financialservices']",CTBI,USA,$0.83 B,Community Trust Bancorp,4792
1281,"['Banks', 'Financialservices']",QCRH,USA,$0.83 B,QCR Holdings,4791
1282,"['OilGas', 'Energy']",CJ.TO,Canada,$0.83 B,Cardinal Energy,4789
1283,"['AssetManagement', 'Investment']",BCSF,USA,$0.83 B,Bain Capital,4790
1284,[],CERA.NS,India,$0.83 B,Cera Sanitaryware,4788
1285,['Realestate'],P1Z.VI,Germany,$0.83 B,Patrizia Immobilien,4787
1286,"['Restaurantchains', 'Food']",FWRG,USA,$0.83 B,First Watch Restaurant,4786
1287,"['Software', 'Tech', 'Financialservices']",RSKD,Israel,$0.83 B,Riskified,4785
1288,['Glassware'],BORORENEW.NS,India,$0.84 B,Borosil,4784
1289,"['Videogames', 'Entertainment']",1119.HK,China,$0.76 B,iDreamSky,4899
1290,"['Software', 'Tech']",WKME,Israel,$0.76 B,WalkMe,4900
1291,"['Mining', 'Goldmining']",NFGC,Canada,$0.77 B,New Found Gold,4898
1292,['Chemicals'],WLKP,USA,$0.77 B,Westlake Chemical Partners,4896
1293,"['Videogames', 'Tech', 'Entertainment']",TM17.L,UK,$0.77 B,Team17,4895
1294,"['Semiconductors', 'Tech', 'TechHardware']",SGH,USA,$0.77 B,SMART Global Holdings,4897
1295,"['Realestate', 'Investment', 'REITs']",GOOD,USA,$0.77 B,Gladstone Commercial,4894
1296,['Agriculture'],BIOX,Argentina,$0.77 B,Bioceres Crop Solutions,4892
1297,['Aerospace'],TGI,USA,$0.77 B,Triumph Group,4893
1298,"['Banks', 'Financialservices']",AMAL,USA,$0.77 B,Amalgamated Financial,4890
1299,"['EVcharging', 'Electricity', 'Energy']",ALLG,Netherlands,$0.77 B,Allego,4891
1300,"['REITs', 'Realestate', 'Investment']",ARR,USA,$0.77 B,ARMOUR Residential REIT,4889
1301,['Advertising'],BOC,USA,$0.77 B,Boston Omaha,4888
1302,"['Financialservices', 'Investment', 'AssetManagement']",WETF,USA,$0.77 B,WisdomTree Investments,4886
1303,"['Food', 'Retail', 'SupermarketChains']",SLIGR.AS,Netherlands,$0.77 B,Sligro Food,4887
1304,[],RICK,USA,$0.77 B,RCI Hospitality Holdings,4885
1305,[],YEXT,USA,$0.77 B,Yext,4884
1306,"['Realestate', 'Investment', 'REITs']",AX-UN.TO,Canada,$0.77 B,Artis REIT,4883
1307,"['Entertainment', 'Gambling', 'Internet']",RSI,USA,$0.77 B,Rush Street Interactive,4881
1308,[],NX,USA,$0.77 B,Quanex Building Products,4882
1309,[],CRNC,USA,$0.70 B,Cerence,5000
1310,['Football'],JUVE.MI,Italy,$0.70 B,Juventus Turin,4997
1311,"['Tech', 'Bitcoin', 'Bitcoinmining']",RIOT,USA,$0.70 B,Riot Blockchain,4999
1312,"['Pharmaceuticals', 'Biotech']",PROC,Luxembourg,$0.70 B,Procaps Group,4998
1313,"['Biotech', 'Pharmaceuticals']",PNT,USA,$0.70 B,POINT Biopharma,4996
1314,"['Software', 'Tech']",EXFY,USA,$0.70 B,Expensify,4995
1315,['Chemicals'],SYNT.L,UK,$0.70 B,Synthomer,4994
1316,"['Pharmaceuticals', 'Biotech']",DSGN,USA,$0.70 B,Design Therapeutics,4993
1317,['HomeKitchenAppliances'],ORIENTELEC.NS,India,$0.71 B,Orient Electric,4992
1318,"['Medicaldevices', 'DiagnosticsandTesting']",HSKA,USA,$0.71 B,Heska Corporation,4990
1319,[],GRC,USA,$0.71 B,Gorman-Rupp,4991
1320,"['OilGas', 'Energy']",ORRON.ST,Sweden,$0.71 B,OrrÃ¶n Energy,4988
1321,"['Advertising', 'Internet', 'Software', 'Tech']",PUBM,USA,$0.71 B,PubMatic,4987
1322,"['Energy', 'Renewableenergy', 'Electricity']",ITM.L,UK,$0.71 B,ITM Power,4989
1323,[],SXC,USA,$0.71 B,SunCoke Energy,4985
1324,"['Financialservices', 'Tech', 'Internet']",NRDS,USA,$0.71 B,NerdWallet,4986
1325,['Advertising'],ADV,USA,$0.68 B,Advantage Solutions,5034
1326,"['EVcharging', 'Electricity', 'Energy']",WBX,Spain,$0.71 B,Wallbox,4984
1327,[],AUPH,Canada,$0.66 B,Aurinia Pharmaceuticals,5075
1328,"['Mining', 'SilverMining']",EXK,Canada,$0.64 B,Endeavour Silver,5100
1329,"['Realestate', 'Investment', 'REITs']",INDT,USA,$0.64 B,INDUS Realty Trust,5099
1330,"['ECommerce', 'Internet', 'Tech']",BIGC,USA,$0.64 B,BigCommerce,5098
1331,['Mining'],SLI,Canada,$0.65 B,Standard Lithium,5097
1332,"['Pharmaceuticals', 'Biotech']",ALVR,USA,$0.65 B,AlloVir,5094
1333,"['StaffingEmploymentServices', 'Professionalservices']",TBI,USA,$0.65 B,TrueBlue,5096
1334,['Construction'],AEDAS.MC,Spain,$0.65 B,Aedas Homes,5095
1335,"['Pharmaceuticals', 'Biotech']",TNGX,USA,$0.65 B,Tango Therapeutics,5093
1336,['Mining'],PMET.V,Canada,$0.65 B,Patriot Battery Metals,5092
1337,"['Clothing', 'Retail']",GIII,USA,$0.65 B,G-III Apparel Group,5089
1338,"['OilGas', 'Energy']",SD,USA,$0.65 B,SandRidge Energy,5091
1339,['Utilitycompanies'],YORW,USA,$0.65 B,York Water,5090
1340,"['Electricity', 'Energy']",RPOWER.NS,India,$0.65 B,Reliance Power,5088
1341,"['Financialservices', 'Investment']",ENFN,USA,$0.65 B,Enfusion,5086
1342,"['Mining', 'Goldmining']",MMX,Canada,$0.65 B,Maverix Metals,5087
1343,"['Software', 'Tech']",MASTEK.NS,India,$0.65 B,Mastek,5085
1344,"['Pharmaceuticals', 'Tech']",ANIP,USA,$0.65 B,ANI Pharmaceuticals,5084
1345,"['Footwear', 'Retail']",SCVL,USA,$0.65 B,Shoe Carnival,5082
1346,"['Transportation', 'Courier']",PBI,USA,$0.65 B,Pitney Bowes,5083
1347,"['Biotech', 'Pharmaceuticals']",GHRS,Ireland,$0.58 B,GH Research,5200
1348,"['Software', 'Tech']",AUDC,Israel,$0.58 B,AudioCodes,5199
1349,['Healthcare'],ACCD,USA,$0.58 B,Accolade,5197
1350,"['Videogames', 'Entertainment']",0302.HK,China,$0.58 B,CMGE Technology Group,5198
1351,[],GPIL.NS,India,$0.58 B,Godawari Power & Ispat,5195
1352,"['Aerospace', 'Electronics']",DCO,USA,$0.58 B,Ducommun,5196
1353,[],HCAT,USA,$0.58 B,Health Catalyst,5194
1354,"['OilGas', 'Energy']",BRY,USA,$0.58 B,Berry Corporation,5192
1355,"['Realestate', 'Financialservices']",TRTX,USA,$0.58 B,TPG Real Estate Finance Trust,5193
1356,['Pharmaceuticals'],HIKAL.NS,India,$0.58 B,Hikal,5191
1357,"['ECommerce', 'Financialservices', 'Tech']",INFIBEAM.NS,India,$0.58 B,Infibeam Avenues,5190
1358,['GlovesPPE'],5168.KL,Malaysia,$0.58 B,Hartalega,5189
1359,[],MOR,Germany,$0.59 B,Morphosys,5188
1360,"['Batteries', 'Electricity']",MVST,USA,$0.59 B,Microvast,5187
1361,"['Retail', 'Clothing']",PDSMFL.NS,India,$0.59 B,PDS Multinational,5186
1362,"['Banks', 'Financialservices']",KTKBANK.NS,India,$0.59 B,Karnataka Bank,5184
1363,"['Mining', 'Goldmining']",DRD,South Africa,$0.59 B,DRDGOLD,5183
1364,"['ScientificTechnicalInstruments', 'Tech']",FARO,USA,$0.59 B,Faro Technologies,5185
1365,['Chemicals'],SIM0.F,Germany,$0.52 B,Simona,5299
1366,"['Banks', 'Financialservices']",MOFG,USA,$0.52 B,MidWestOne Financial Group,5300
1367,"['Videogames', 'Tech']",MYPS,USA,$0.52 B,Playstudios,5298
1368,"['Videogames', 'Entertainment', 'Tech']",FDEV.L,UK,$0.53 B,Frontier Developments,5297
1369,"['Restaurantchains', 'Food']",CHUY,USA,$0.53 B,Chuy's,5294
1370,"['OilGas', 'Energy']",EGY,USA,$0.53 B,Vaalco Energy,5295
1371,[],OLECTRA.NS,India,$0.53 B,Olectra Greentech,5296
1372,"['Pharmaceuticals', 'Biotech']",AVDL,Ireland,$0.53 B,Avadel Pharmaceuticals,5293
1373,"['3DPrinting', 'Software', 'Tech']",MTLS,Belgium,$0.53 B,Materialise NV,5292
1374,['Insurance'],TIPT,USA,$0.53 B,Tiptree,5290
1375,"['Investment', 'AssetManagement']",DHIL,USA,$0.53 B,Diamond Hill Investment Group,5289
1376,"['Biotech', 'Pharmaceuticals']",HLVX,USA,$0.53 B,HilleVax,5291
1377,['Agriculture'],BHIL,USA,$0.53 B,Benson Hill,5288
1378,['AutomotiveSuppliers'],VARROC.NS,India,$0.53 B,Varroc,5285
1379,['Medicaldevices'],ZYXI,USA,$0.53 B,Zynex,5287
1380,"['Healthcare', 'Insurance']",BHG,USA,$0.53 B,Bright Health,5284
1381,"['Aircraftmanufacturers', 'Manufacturing', 'Aerospace']",ACHR,USA,$0.53 B,Archer Aviation,5286
1382,[],FLWS,USA,$0.54 B,1-800-Flowers,5283
1383,"['Steelproducers', 'Steelindustry']",MIDHANI.NS,India,$0.54 B,Mishra Dhatu Nigam,5282
1384,[],VIH1.F,Germany,$0.54 B,VIB VermÃ¶gen,5281
1385,[],SAFARI.NS,India,$0.47 B,Safari Industries India,5400
1386,"['Restaurantchains', 'Food']",2753.TW,Taiwan,$0.47 B,Bafang Yunji,5399
1387,[],DXPE,USA,$0.47 B,DXP Enterprises,5398
1388,"['Banks', 'Financialservices']",FSBC,USA,$0.47 B,Five Star Bancorp,5397
1389,['Medicaldevices'],INGN,USA,$0.48 B,Inogen,5393
1390,[],SCHNEIDER.NS,India,$0.47 B,Schneider Electric Infrastructure,5395
1391,"['Videogames', 'Entertainment']",ROVIO.HE,Finland,$0.47 B,Rovio Entertainment,5396
1392,"['Pharmaceuticals', 'Biotech']",MESO,Australia,$0.47 B,Mesoblast,5394
1393,"['Pharmaceuticals', 'Biotech']",KZR,USA,$0.48 B,Kezar Life Sciences,5392
1394,"['Tech', 'Lidar', 'TechHardware', 'Autonomousdriving']",MVIS,USA,$0.48 B,Microvision,5391
1395,['ElectricVehicles'],HYLN,USA,$0.48 B,Hyliion,5390
1396,"['DiagnosticsandTesting', 'Biotech']",QTRX,USA,$0.48 B,Quanterix,5389
1397,['Medicaldevices'],NNOX,Israel,$0.48 B,Nano-X Imaging,5388
1398,"['Videogames', 'Tech', 'Esports']",NAZARA.NS,India,$0.48 B,Nazara Technologies,5387
1399,"['Software', 'Tech']",SMRT,USA,$0.48 B,SmartRent,5386
1400,[],NPK,USA,$0.48 B,National Presto Industries,5385
1401,"['Maritimetransportation', 'Transportation', 'OilGas', 'Energy']",TNP,Greece,$0.48 B,Tsakos Energy Navigation,5384
1402,['Retail'],ACES.JK,Indonesia,$0.48 B,Ace Hardware Indonesia,5383
1403,['Medicaldevices'],ANIK,USA,$0.45 B,Anika Therapeutics,5443
1404,[],TINPLATE.NS,India,$0.41 B,The Tinplate Company Of India,5500
1405,"['Electronics', 'Manufacturing']",BELFB,USA,$0.42 B,Bel Fuse,5498
1406,['Financialservices'],WRLD,USA,$0.42 B,World Acceptance Corporation,5497
1407,"['Pharmaceuticals', 'Biotech']",RANI,USA,$0.42 B,Rani Therapeutics,5499
1408,"['Banks', 'Financialservices']",EBTC,USA,$0.42 B,Enterprise Bancorp,5496
1409,"['Pharmaceuticals', 'Biotech']",VIGL,USA,$0.42 B,Vigil Neuroscience,5495
1410,['Construction'],POWERMECH.NS,India,$0.42 B,Power Mech Projects,5494
1411,"['Semiconductors', 'Tech']",XPER,USA,$0.42 B,Xperi,5492
1412,['Construction'],BZH,USA,$0.42 B,Beazer Homes USA,5493
1413,[],MAHLOG.NS,India,$0.42 B,Mahindra Logistics,5491
1414,"['Hotels', 'Travel']",BVH,USA,$0.42 B,Bluegreen Vacations,5489
1415,"['Software', 'Tech']",DMRC,USA,$0.43 B,Digimarc,5487
1416,['MediaPress'],EVC,USA,$0.42 B,Entravision Communications,5490
1417,"['Goldmining', 'SilverMining', 'Mining']",SKE,Canada,$0.43 B,Skeena Resources,5486
1418,"['Videogames', 'Tech', 'Entertainment']",263750.KQ,South Korea,$0.42 B,Pearl Abyss,5488
1419,['Footwear'],MIRZAINT.NS,India,$0.43 B,Mirza International,5485
1420,"['Genetherapy', 'Genomics', 'Pharmaceuticals', 'Biotech']",PSTX,USA,$0.43 B,Poseida Therapeutics,5484
1421,['Clothing'],TCNSBRANDS.NS,India,$0.43 B,TCNS Clothing,5483
1422,"['Energy', 'Renewableenergy']",NRGV,USA,$0.37 B,Energy Vault,5600
1423,['Telecommunication'],3B7.F,Sweden,$0.37 B,Bahnhof AB,5598
1424,['Clothing'],KKCL.NS,India,$0.37 B,Kewal Kiran Clothing,5599
1425,"['Pharmaceuticals', 'Biotech']",NKTX,USA,$0.37 B,Nkarta,5597
1426,"['REITs', 'Realestate', 'Investment']",HT,USA,$0.37 B,Hersha Hospitality Trust,5596
1427,['Telecommunication'],RBBN,USA,$0.37 B,Ribbon Communications,5594
1428,[],JCHAC.NS,India,$0.37 B,JCI Hitachi India,5595
1429,[],FEAM,USA,$0.38 B,5E Advanced Materials,5593
1430,"['WasteRecycling', 'Software', 'Tech']",RBT,USA,$0.38 B,Rubicon Technologies,5592
1431,"['Pharmaceuticals', 'Biotech']",KPTI,USA,$0.38 B,Karyopharm Therapeutics,5591
1432,"['Pharmaceuticals', 'Biotech']",AVIR,USA,$0.38 B,Atea Pharmaceuticals,5589
1433,[],SWIM,USA,$0.38 B,Latham Group,5590
1434,"['REITs', 'Realestate', 'Investment']",BRT,USA,$0.38 B,BRT Apartments,5587
1435,"['Banks', 'Financialservices']",SFST,USA,$0.38 B,Southern First Bancshares,5588
1436,['Retail'],BBBY,USA,$0.38 B,Bed Bath & Beyond,5586
1437,['Construction'],TPC,USA,$0.38 B,Tutor Perini,5585
1438,['Medicaldevices'],RXST,USA,$0.38 B,RxSight,5584
1439,['Education'],GOTU,China,$0.38 B,Gaotu Techedu,5582
1440,['Mining'],NC,USA,$0.33 B,NACCO Industries,5700
1441,"['CruiseLines', 'Transportation', 'Travel', 'Maritimetransportation']",T5N.F,Estonia,$0.38 B,Tallink Grupp,5583
1442,"['Cement', 'Buildingmaterials']",ORIENTCEM.NS,India,$0.33 B,Orient Cement,5699
1443,"['Videogames', 'Entertainment']",300467.SZ,China,$0.33 B,Sichuan Xunyou Network Technology,5697
1444,"['Pharmaceuticals', 'Biotech']",ARDX,USA,$0.33 B,Ardelyx,5696
1445,"['Pharmaceuticals', 'Biotech']",CBAY,USA,$0.33 B,CymaBay Therapeutics,5698
1446,['Entertainment'],LPTV,USA,$0.33 B,Loop Media,5694
1447,"['LEDLightingManufacturers', 'Manufacturing']",LYTS,USA,$0.33 B,LSI Industries,5693
1448,"['Pharmaceuticals', 'Biotech']",CNTA,UK,$0.33 B,Centessa Pharmaceuticals,5692
1449,[],PETQ,USA,$0.33 B,PetIQ,5695
1450,[],SURYAROSNI.NS,India,$0.33 B,Surya Roshni,5691
1451,"['REITs', 'Realestate', 'Investment']",AFCG,USA,$0.34 B,AFC Gamma,5690
1452,"['Alcoholicbeverages', 'Beverages']",CSW-A.TO,Canada,$0.34 B,Corby Spirit and Wine,5688
1453,"['Realestate', 'Financialservices']",GPMT,USA,$0.34 B,Granite Point Mortgage Trust,5689
1454,"['Telecommunicationsequipment', 'Networkinghardware']",DZSI,USA,$0.34 B,DZS Inc,5686
1455,"['Videogames', 'Tech', 'Entertainment']",DIB.MI,Italy,$0.34 B,Digital Bros,5687
1456,['Medicaldevices'],RBOT,USA,$0.34 B,Vicarious Surgical,5684
1457,"['Realestate', 'Investment']",ARL,USA,$0.34 B,American Realty Investors,5685
1458,['Aerospace'],ATRO,USA,$0.34 B,Astronics Corporation,5683
1459,['Financialservices'],FBIZ,USA,$0.31 B,First Business Financial Services,5744
1460,"['Clothing', 'Retail']",0709.HK,Hong Kong,$0.34 B,Giordano,5682
1461,"['Pharmaceuticals', 'Biotech']",HROW,USA,$0.33 B,Harrow Health,5701
1462,[],CLAR,USA,$0.29 B,Clarus,5799
1463,"['OilGas', 'Energy']",NINE,USA,$0.29 B,Nine Energy Service,5800
1464,"['Videogames', 'Entertainment', 'Tech']",7844.T,Japan,$0.29 B,Marvelous,5797
1465,['Luxurygoods'],ETHOSLTD.NS,India,$0.29 B,Ethos Watches,5798
1466,"['Pharmaceuticals', 'Biotech']",ADAP,UK,$0.29 B,Adaptimmune Therapeutics,5795
1467,"['Banks', 'Financialservices']",UNTY,USA,$0.29 B,Unity Bancorp,5796
1468,"['Tech', 'IoT', 'TechHardware']",ARLO,USA,$0.29 B,Arlo Technologies,5794
1469,"['Tech', 'Networkinghardware', 'TechHardware']",SILC,Israel,$0.29 B,Silicom,5793
1470,['Clothing'],RUPA.NS,India,$0.29 B,Rupa Company,5792
1471,"['Banks', 'Financialservices']",PCSB,USA,$0.29 B,PCSB Financial,5790
1472,"['Tech', 'Financialservices']",OCFT,China,$0.30 B,OneConnect,5787
1473,['Pharmaceuticals'],OYST,USA,$0.29 B,Oyster Point Pharma,5791
1474,"['Investment', 'Financialservices', 'AssetManagement']",WHF,USA,$0.29 B,WhiteHorse Finance,5789
1475,"['Realestate', 'Investment', 'REITs']",FSP,USA,$0.30 B,Franklin Street Properties,5785
1476,['Electronics'],NVEC,USA,$0.30 B,NVE Corporation,5788
1477,"['Airlines', 'Travel', 'Transportation']",SPICEJET.NS,India,$0.30 B,SpiceJet,5786
1478,"['Realestate', 'Investment']",REFI,USA,$0.27 B,Chicago Atlantic Real Estate Finance,5842
1479,"['Pharmaceuticals', 'Biotech']",ANNX,USA,$0.25 B,Annexon,5900
1480,['Footwear'],WEYS,USA,$0.25 B,Weyco Group,5899
1481,['Food'],LNDC,USA,$0.25 B,Landec,5898
1482,"['Biotech', 'Pharmaceuticals', 'Genomics', 'Genetherapy']",MGTX,USA,$0.25 B,MeiraGTx,5897
1483,"['Software', 'Tech', 'Healthcare']",PEAR,USA,$0.25 B,Pear Therapeutics,5896
1484,"['Biotech', 'Pharmaceuticals']",DBVT,France,$0.25 B,DBV Technologies,5895
1485,['Transportation'],RLGT,USA,$0.25 B,Radiant Logistics,5894
1486,['Consumergoods'],HNST,USA,$0.26 B,The Honest Company,5892
1487,['AutomotiveSuppliers'],SHRIPISTON.NS,India,$0.26 B,Shriram Pistons & Rings,5893
1488,[],HIL.NS,India,$0.26 B,Hyderabad Industries Limited,5891
1489,"['Gambling', 'Entertainment']",FLL,USA,$0.26 B,Full House Resorts,5890
1490,[],MMFL.NS,India,$0.26 B,MM Forgings,5887
1491,"['Financialservices', 'Tech', 'Software']",BLND,USA,$0.26 B,Blend Labs,5889
1492,"['Tech', 'TechHardware']",VUZI,USA,$0.26 B,Vuzix,5886
1493,"['Banks', 'Financialservices']",TCBX,USA,$0.26 B,Third Coast Bancshares,5888
1494,['Transportation'],DSKE,USA,$0.26 B,Daseke,5884
1495,[],FILATEX.NS,India,$0.26 B,Filatex India,5885
1496,"['Banks', 'Financialservices']",CVLY,USA,$0.22 B,Codorus Valley Bancorp,6000
1497,['Retail'],TCS,USA,$0.24 B,The Container Store,5950
1498,"['Banks', 'Financialservices']",BWFG,USA,$0.22 B,Bankwell Financial Group,5999
1499,['Financialservices'],TCFC,USA,$0.22 B,Community Financial Corporation,5998
1500,"['Pharmaceuticals', 'Biotech']",IVVD,USA,$0.22 B,Invivyd,5997
1501,"['Banks', 'Financialservices']",ZYE1.F,Austria,$0.22 B,Addiko Bank,5996
1502,"['Banks', 'Financialservices']",ABSP.JO,South Africa,$0.22 B,Absa Bank,5995
1503,"['Cement', 'Buildingmaterials']",SANGHIIND.NS,India,$0.22 B,Sanghi Industries,5993
1504,"['Biotech', 'Pharmaceuticals', 'Genomics', 'Genetherapy']",VYGR,USA,$0.22 B,Voyager Therapeutics,5994
1505,[],ALEMBICLTD.NS,India,$0.22 B,Alembic Limited,5990
1506,['Financialservices'],ASPS,Luxembourg,$0.22 B,Altisource Portfolio,5991
1507,"['OilGas', 'Energy']",HINDOILEXP.NS,India,$0.22 B,Hindustan Oil Exploration Company,5992
1508,['Clothing'],CANTABIL.NS,India,$0.22 B,Cantabil Retail India,5988
1509,"['Banks', 'Financialservices']",MBCN,USA,$0.22 B,Middlefield Banc,5989
1510,['Chemicals'],NACLIND.NS,India,$0.22 B,NACL Industries,5986
1511,"['Cannabis', 'Tobacco']",XXII,USA,$0.22 B,22nd Century Group,5985
1512,[],POWW,USA,$0.22 B,AMMO,5987
1513,['Pharmaceuticals'],OTLK,USA,$0.22 B,Outlook Therapeutics,5983
1514,['Medicaldevices'],ZIMV,USA,$0.22 B,ZimVie,5984
1515,"['3DPrinting', 'Tech']",MKFG,USA,$0.19 B,Markforged,6100
1516,"['Construction', 'Engineering']",AENZ,Peru,$0.19 B,Aenza,6098
1517,[],TUP,USA,$0.19 B,Tupperware Brands,6099
1518,"['Biotech', 'Pharmaceuticals', 'Genetherapy', 'Genomics', 'CRISPR']",GRPH,USA,$0.19 B,Graphite Bio,6097
1519,"['Gambling', 'Entertainment']",AGS,USA,$0.19 B,PlayAGS,6095
1520,"['Pharmaceuticals', 'Biotech']",MRNS,USA,$0.19 B,Marinus Pharmaceuticals,6096
1521,[],GTLINFRA.NS,India,$0.19 B,GTL Infrastructure,6094
1522,[],AKTS,USA,$0.19 B,Akoustis Technologies,6093
1523,"['Lidar', 'Tech', 'TechHardware', 'Software', 'Autonomousdriving']",CPTN,USA,$0.20 B,Cepton,6092
1524,"['Pulpandpaper', 'Packaging']",RROS.ST,Sweden,$0.20 B,Rottneros,6091
1525,['Telecommunicationsequipment'],KVHI,USA,$0.20 B,KVH Industries,6090
1526,['Professionalservices'],WLDN,USA,$0.20 B,Willdan Group,6089
1527,['Financialservices'],SUNL,USA,$0.20 B,Sunlight Financial,6088
1528,['Pharmaceuticals'],YMAB,USA,$0.20 B,Y-mAbs Therapeutics,6087
1529,"['OilGas', 'Energy']",IGPL.NS,India,$0.20 B,I.g. Petrochemicals,6086
1530,"['Clothing', 'Retail']",DLTH,USA,$0.20 B,Duluth Holdings,6084
1531,"['Banks', 'Financialservices']",VBNK,Canada,$0.20 B,VersaBank,6085
1532,['Entertainment'],0547.HK,Hong Kong,$0.20 B,Digital Domain,6082
1533,['Financialservices'],CARERATING.NS,India,$0.20 B,CARE's Ratings,6081
1534,['Furniture'],HOFT,USA,$0.20 B,Hooker Furniture,6083
1535,['AutomotiveSuppliers'],IGARASHI.NS,India,$0.16 B,Igarashi Motors India,6200
1536,"['Software', 'Tech']",ASUR,USA,$0.16 B,Asure Software,6199
1537,"['OilGas', 'OilGasEquipmentServices', 'Energy']",FET,USA,$0.16 B,Forum Energy Technologies,6198
1538,"['Semiconductors', 'Tech', 'TechHardware']",ATOM,USA,$0.16 B,Atomera,6197
1539,['Toys'],JAKK,USA,$0.16 B,Jakks Pacific,6195
1540,"['Software', 'Tech', 'ITservices', 'Professionalservices']",AGIL,USA,$0.16 B,AgileThought,6196
1541,"['Videogames', 'Entertainment']",G5EN.ST,Sweden,$0.17 B,G5 Entertainment,6193
1542,"['Videogames', 'Energy']",PLY.AX,Australia,$0.16 B,PlaySide Studios,6194
1543,"['Automakers', 'ElectricVehicles']",ARVL,UK,$0.17 B,Arrival,6192
1544,"['Banks', 'Financialservices', 'Investment']",GHL,USA,$0.17 B,Greenhill,6191
1545,"['Beverages', 'Alcoholicbeverages']",ADW-A.TO,Canada,$0.17 B,Andrew Peller,6190
1546,"['Banks', 'Financialservices']",PEBK,USA,$0.17 B,Peoples Bancorp of North Carolina,6188
1547,['Food'],RGF,UK,$0.17 B,Real Good Food plc,6189
1548,"['REITs', 'Realestate', 'Investment']",AJX,USA,$0.17 B,Great Ajax,6187
