,company_ceo,company_name
575,,ZHANGZHOU PIENTZEHUANG PHARMACEUTICAL. LTD
576,Andrew Wilson,ELECTRONIC ARTS
577,Bob Frenzel,XCEL ENERGY
578,Dong Mingzhu,GREE ELECTRIC APPLIANCES
579,Dimitri de Vreeze,DSM
580,Ronald P. O'Hanley,STATE STREET CORPORATION
581,,BLOOMBERG LP
582,Louisa Cheang Wai Wan,HANG SENG BANK
583,Barbara Rentler,ROSS STORES
584,,INNOGY SE
585,Jean-Bernard Levy,EDF (ELECTRICITE DE FRANCE)
586,Roger C Hochschild,DISCOVER FINANCIAL SERVICES
587,,FOXCONN INDUSTRIAL INTERNET
588,Henrik Ehrnrooth,KONE OYJ
589,Brendan Horgan,ASHTEAD GROUP
590,,ZIJIN MINING GROUP COMPANY
591,Kjerstin Braathen,DNB ASA
592,Jay Chaudhry,ZSCALER
593,Hafize Gaye Erkan,FIRST REPUBLIC BANK
594,Masatsugu Nagato,JAPAN POST BANK
595,Catherine MacGregor,ENGIE
596,Jan Craps,BUDWEISER BREWING COMPANY APAC
597,Yeo Min-soo,KAKAO
598,Andreas Fibig,INTERNATIONAL FLAVORS & FRAGRANCES
599,W. Nicholas Howley,TRANSDIGM GROUP
600,,OTIS WORLDWIDE CORPORATION
601,Thomas J. Wilson,ALLSTATE CORPORATION
602,Sanjiv Puri,ITC
603,,CONSTELLATION SOFTWARE
604,Greg C. Garland,PHILLIPS 66
605,Carsten Knobel,HENKEL AG
606,S N Subrahmanyan,LARSEN & TOUBRO
607,Eddy Pirard,JAPAN TOBACCO
608,Andrea Orcel,UNICREDIT
609,James Cracchiolo,AMERIPRISE FINANCIAL
610,Pekka Lundmark,NOKIA CORPORATION
611,Peter Gassner,VEEVA SYSTEMS
612,Shar Dubey,MATCH GROUP
613,Patrick Kaltenbach,METTLER-TOLEDO INTERNATIONAL
614,Rodney McMullen,KROGER
615,"James C. Collins, Jr.",CORTEVA
616,Stefan Widing,SANDVIK AB
617,John Riccitiello,UNITY SOFTWARE INC.
618,Andy Penn,TELSTRA CORPORATION
619,Jun Young-hyun,SAMSUNG SDI
620,Robert E. Sulentic,CBRE GROUP
621,Frans Muller,AHOLD DELHAIZE
622,Wee Ee Cheong,UNITED OVERSEAS BANK
623,Raymond Kwok,SUN HUNG KAI PROPERTIES
624,Leonhard Birnbaum,E.ON SE
625,Daniel L. Florness,FASTENAL COMPANY
626,Timothy J Naughton,AVALONBAY COMMUNITIES
627,Octavio de Lazari Junior,BANCO BRADESCO
628,Michael J. Farrell,RESMED
629,Kristian Villumsen,COLOPLAST A/S
630,,GRUPO MEXICO
631,,TECHTRONIC INDUSTRIES COMPANY
632,Matthew Prince,CLOUDFLARE
633,,KEYSIGHT TECHNOLOGIES
634,Bin Wu,ANHUI CONCH CEMENT COMPANY
635,J. Patrick Gallagher Jr,ARTHUR J. GALLAGHER
636,Tobias Martinez Gimeno,CELLNEX TELECOM
637,Michel Vounatsos,BIOGEN
638,Tatsufumi Sakai,MIZUHO FINANCIAL GROUP
639,Alan S. Armstrong,WILLIAMS COMPANIES
640,Worthing F Jackman,WASTE CONNECTIONS
641,David V. Auld,D.R. HORTON
642,Ralph Izzo,PUBLIC SERVICE ENTERPRISE GROUP
643,Jacob Kam,MTR CORPORATION
644,,SYDNEY AIRPORT
645,Mark J. Parrell,EQUITY RESIDENTIAL
646,Mihn Tsao,FORMOSA PETROCHEMICAL CORPORATION
647,Tom Linebarger,CUMMINS
648,Joel S Marcus,ALEXANDRIA REAL ESTATE EQUITIES
649,Greg D. Carmichael,FIFTH THIRD BANCORP
650,Scott G. Stephenson,VERISK ANALYTICS
651,Nico Delvaux,ASSA ABLOY AB (PUBL)
652,Frans van Houten,PHILIPS
653,Philippe Donnet,ASSICURAZIONI GENERALI
654,Alex Karp,PALANTIR TECHNOLOGIES
655,Joseph W. Gorder,VALERO ENERGY CORPORATION
656,David A. Hager,DEVON ENERGY CORPORATION
657,Tang Yong,CHINA RESOURCES LAND
658,Donnie D. King,TYSON FOODS
659,,SANY HEAVY INDUSTRY CO. LTD
660,David Zapico,AMETEK
661,Auttapol Rerkpiboon,PTT PUBLIC COMPANY
662,Dean A. Connor,SUN LIFE FINANCIAL
663,,AIER EYE HOSPITAL GROUP
664,Ernest Garcia III,CARVANA
665,Gregory Leith Goodman,GOODMAN GROUP
666,Leon Topalian,NUCOR CORPORATION
667,Bob van Dijk,NASPERS
668,Mark Begor,EQUIFAX
669,Chi-Mau Sheih,CHUNGHWA TELECOM
670,Bradford Banducci,WOOLWORTHS GROUP
671,Bhavesh V. Patel,LYONDELLBASELL INDUSTRIES
672,Preston Feight,PACCAR
673,Wendell Weeks,CORNING
674,Jay Adair,COPART
675,Laurel Hurd,NASDAQ
676,Ming Chung Daniel,FUBON FINANCIAL HOLDING
677,Mark Bristow,BARRICK GOLD CORPORATION
678,Milan Galik,INTERACTIVE BROKERS GROUP
679,Jan Jenisch,HOLCIM LTD
680,,INSTAGRAM
681,Helena Helmersson,H & M HENNES & MAURITZ AB
682,Hirotaka Hara,FUJITSU
683,Kenichi Ayukawa,MARUTI SUZUKI INDIA
684,Luis Maroto,AMADEUS IT GROUP
685,,NARI TECHNOLOGY
686,Darren Entwistle,TELUS CORPORATION
687,Thomas Caulfield,GLOBALFOUNDRIES INC.
688,Lawson Whiting,BROWN-FORMAN CORPORATION
689,Mingqiang BI,CHINA CITIC BANK CORPORATION
690,,MPLX LP
691,Lakshmi Mittal,ARCELORMITTAL
692,Parag Agarwal,TWITTER
693,Michael A. Witynski,DOLLAR TREE
694,,YUNNAN ENERGY NEW MATERIAL
695,Ajei Gopal,ANSYS
696,Arkadiy Dobkin,EPAM SYSTEMS
697,Susan Hardwick,AMERICAN WATER WORKS COMPANY
698,Guillaume Daniellot,STRAUMANN HOLDING AG
699,Hans Dieter Potsch,PORSCHE AUTOMOBIL HOLDING SE
700,Natascha Viljoen,ANGLO AMERICAN PLATINUM
701,,EVE ENERGY CO. LTD
702,,SOCIETE GENERALE
703,,SUNNY OPTICAL TECHNOLOGY (GROUP) COMPANY
704,Hiroya Masuda,JAPAN POST HOLDINGS
705,Jonathan M. Jaffe,LENNAR CORPORATION
706,,LONGFOR GROUP HOLDINGS
707,Zhang Zhichao,CHINA OVERSEAS LAND AND INVESTMENT
708,Francisco Miguel Reynes Massanet,NATURGY ENERGY GROUP
709,Florent Menegaux,MICHELIN
710,Benoit Coquart,LEGRAND SA
711,Dieter Weisskopf,CHOCOLADEFABRIKEN LINDT & SPRUNGLI AG
712,Vicki Hollub,OCCIDENTAL PETROLEUM CORPORATION
713,Shuichi Ishibashi,BRIDGESTONE CORPORATION
714,Stanley Ching,CITIC
715,James M. Loree,STANLEY BLACK & DECKER
716,Joseph R. Nolan Jr.,EVERSOURCE ENERGY
717,,LI AUTO INC
718,,BOE TECHNOLOGY GROUP COMPANY
719,Scott J. Lauber,WEC ENERGY GROUP
720,C K Venkataraman,TITAN COMPANY
721,Todd McKinnon,OKTA
722,Johan Torgeby,SKANDINAVISKA ENSKILDA BANKEN AB (PUBL.)
723,Theodor Weimer,DEUTSCHE BORSE
724,John McAvoy,CONSOLIDATED EDISON
725,,POLY DEVELOPMENTS AND HOLDINGS GROUP
726,Devin W. Stockfish,WEYERHAEUSER COMPANY
727,Shigetaka Komoris,FUJIFILM HOLDINGS CORPORATION
728,Ken Murphy,TESCO
729,Adam Foroughi,APPLOVIN CORP
730,,SEMICONDUCTOR MANUFACTURING INTERNATIONAL CORPORATION
731,Amitabh Chaudhry,AXIS BANK
732,Aki Tomaru,M3 Inc
733,,SUNGROW POWER SUPPLY
734,Vneet S Jaain,ADANI GREEN ENERGY
735,Gerteric Lindquist,NIBE INDUSTRIER AB (PUBL)
736,Yoshihiko Hatanaka,ASTELLAS PHARMA
737,,TONGWEI
738,Mikhail Lomtadze,KASPI BANK JOINT STOCK COMPANY
739,Christian Mumenthaler,SWISS RE
740,,CATHAY FINANCIAL HOLDING
741,Christian Sewing,DEUTSCHE BANK
742,,RONGSHENG PETROCHEMICAL
743,Thomas E. Long,ENERGY TRANSFER LP
744,Jianjun Zhang,PICC GROUP (PEOPLE'S INSURANCE COMPANY (GROUP) OF CHINA)
745,John A Hayes,BALL CORPORATION
746,,TERUMO CORPORATION
747,Ashish Dwivedi,ULTRATECH CEMENT
748,Song Ho-Sung,KIA MOTORS CORPORATION
749,Helena Hedblom,EPIROC AB (PUBL)
750,,HONG KONG AND CHINA GAS COMPANY
751,Robert Glen Goldstein,LAS VEGAS SANDS CORP
752,Scott Charlton,TRANSURBAN GROUP
753,Eric M. Green,WEST PHARMACEUTICAL SERVICES
754,Urs Schaeppi,SWISSCOM AG
755,Carl Hess,WILLIS TOWERS WATSON PUBLIC COMPANY
756,Christian Buhl,GEBERIT AG
757,Ririek Adriansyah,PT TELEKOMUNIKASI INDONESIA TBK
758,Dev Ittycheria,MONGODB
759,,CHONGQING ZHIFEI BIOLOGICAL PRODUCTS
760,Nancy McKinstry,WOLTERS KLUWER
761,Eduardo Padilla Silva,FOMENTO ECONOMICO MEXICANOB. DE C.V. (FEMSA)
762,Steve Rendle,V.F. CORPORATION
763,Andrew C. Florance,COSTAR GROUP
764,Anders Gustafsson,ZEBRA TECHNOLOGIES CORPORATION
765,Paul A. Mahon,GREAT-WEST LIFECO
766,Stephane Richard,ORANGE S.A
767,Jay Farner,ROCKET COMPANIES
768,Yasuo Takeuchi,OLYMPUS CORPORATION
769,Henrik Andersen,VESTAS WIND SYSTEMS A/S
770,Thomas Oetterli,SCHINDLER HOLDING AG
771,Martin Carlesund,EVOLUTION GAMING GROUP AB (PUBL)
772,Kuan Moon Yuen,SINGAPORE TELECOMMUNICATIONS (SINGTEL)
773,,MERCADONA
774,Joseph Margolis,EXTRA SPACE STORAGE
775,Torbjorn Magnusson,SAMPO OYJ
776,Yo Honma,NTT DATA CORPORATION
777,Pierce H. Norton II,ONEOK
778,Hassane El-Khoury,ON SEMICONDUCTOR CORPORATION
779,Takeshi Sugiyama,MITSUBISHI ELECTRIC CORPORATION
780,Steven H. Collis,AMERISOURCEBERGEN CORPORATION
781,Stewart Butterfield,SLACK TECHNOLOGIES
782,Alex Pourbaix,CENOVUS ENERGY
783,,GOERTEK
784,J Kent Masters,ALBEMARLE CORPORATION
785,J. Thomas Hill,VULCAN MATERIALS COMPANY
786,Jack A Fusco,CHENIERE ENERGY
787,Felipe Bayon,ECOPETROL
788,Patricia K. Poppe,PACIFIC GAS & ELECTRIC CORPORATION
789,,SHENZHEN INOVANCE TECHNOLOGY
790,,GANFENG LITHIUM
791,Adam H Schechter,LABORATORY CORPORATION OF AMERICA HOLDINGS
792,Edmond Scanlon,KERRY GROUP
793,,PEUGEOT
794,Stan Hung,UNITED MICROELECTRONICS CORPORATION
795,Peter M Kern,EXPEDIA GROUP
796,,SHENZHOU INTERNATIONAL GROUP HOLDINGS
797,,QINGHAI SALT LAKE INDUSTRY
798,Patrick J Ottensmeyer,KANSAS CITY SOUTHERN
799,Masatoshi Kimata,KUBOTA CORPORATION
800,Galen G. Weston,LOBLAW COMPANIES
801,Zhang Jinliang,CHINA EVERBRIGHT BANK COMPANY
802,Jim Snee,HORMEL FOODS CORPORATION
803,,WEBANK
804,Stephan Sturm,FRESENIUS SE
805,David T. Feinberg,CERNER CORPORATION
806,Peter Jackson,FLUTTER ENTERTAINMENT
807,Fahad bin Hussein Al-Sudairi,SAUDI ELECTRICITY COMPANY
808,Christine A Leahy,CDW CORPORATION
809,Michael G. O'Grady,NORTHERN TRUST CORPORATION
810,,EVERGREEN MARINE CORPORATION (TAIWAN)
811,Dan Springer,DOCUSIGN
812,Dolf van den Brink,HEINEKEN HOLDING
813,,CHINA INTERNATIONAL CAPITAL CORPORATION
814,Robert E Jordan,SOUTHWEST AIRLINES
815,John B. Hess,HESS CORPORATION
816,Greg Maffei,LIBERTY BROADBAND CORPORATION
817,Bryan C. Hanson,ZIMMER BIOMET HOLDINGS
818,C. Howard Nye,MARTIN MARIETTA MATERIALS
819,Brad Corson,IMPERIAL OIL
820,,INDUSTRIES QATAR
821,Laurent Ferreira,NATIONAL BANK OF CANADA
822,Kirti Ganorkar,SUN PHARMACEUTICAL INDUSTRIES
823,Ping Zheng,DELTA ELECTRONICS
824,,FLIPKART
825,,BAOSHAN IRON & STEEL
826,,HENGLI PETROCHEMICAL
827,Kazuhiro Tsuga,PANASONIC CORPORATION
828,Ed Bastian,DELTA AIR LINES
829,Markus Krebber,RWE
830,Subhash Kumar,ONGC
831,,ALLEGRO
832,Damian Paul Gammell,COCA-COLA EUROPACIFIC PARTNERS PLC
833,D. James Bidzos,VERISIGN
834,Brian D. Doubles,SYNCHRONY FINANCIAL
835,Richard J. Tobin,DOVER CORPORATION
836,,JD DIGITS
837,Suresh Manglani,ADANI TOTAL GAS LIMITED
838,Michael O'Leary,RYANAIR HOLDINGS
839,Mosaed Al Ohali,SAUDI ARABIAN MINING COMPANY (MA'ADEN)
840,Clay B Siegall,SEAGEN
841,Markus Rauramo,FORTUM OYJ
842,Hisahiro Koketsu,TOYOTA INDUSTRIES CORPORATION
843,,SMOORE INTERNATIONAL HOLDINGS
844,,ADANI TRANSMISSIONS
845,Donald G. Macpherson,W.W. GRAINGER
846,Daniel Julien,TELEPERFORMANCE SE
847,Mr. Li,CK HUTCHISON HOLDINGS
848,Michael Rapino,LIVE NATION ENTERTAINMENT
849,,AIRPORTS OF THAILAND
850,Hal Lawton,TRACTOR SUPPLY COMPANY
851,Magdalena Martullo-Blocher,EMS-CHEMIE HOLDING AG
852,,APA GROUP
853,Matthew Farrell,CHURCH & DWIGHT
854,Antoine Frerot,VEOLIA ENVIRONNEMENT
855,Jim Lico,FORTIVE CORPORATION
856,Mark E Jagiela,TERADYNE
857,Suresh Narayanan,NESTLE INDIA
858,Seetarama Kotagiri,MAGNA INTERNATIONAL
859,,CRRC CORPORATION
860,Lawrence E. Kurzius,MCCORMICK & COMPANY
861,Zheng Wanchun,CHINA MINSHENG BANKING
862,Dallas B. Tanner,INVITATION HOMES
863,Arnold W. Donald,CARNIVAL CORPORATION
864,Liam Griffin,SKYWORKS SOLUTIONS
865,Masaaki Tanaka,NIPPON PAINT HOLDINGS
866,,LI NING COMPANY
867,Fujio Mitarai,CANON
868,Makoto Inoue,ORIX CORPORATION
869,Jose Maria Alvarez-Pallete Lopez,TELEFONICA SA
870,,CLP HOLDINGS
871,Clifton A. Pemble,GARMIN
872,Hiroto Takeuchi,CENTRAL JAPAN RAILWAY COMPANY
873,Takahisa Takahara,UNICHARM CORPORATION
874,,LASERTEC CORPORATION
875,,KINGSPAN GROUP
876,,ADANI ENTERPRISES
877,,GEELY AUTOMOBILE HOLDINGS
878,Nigel Wilson,LEGAL & GENERAL GROUP
879,H Eric Bolton Jr,MID-AMERICA APARTMENT COMMUNITIES
880,Stephen D Steinour,HUNTINGTON BANCSHARES
881,,CHINA RESOURCES BEER (HOLDINGS) COMPANY
882,,NAN YA PLASTICS CORPORATION
883,Jennifer C. Witz,SIRIUS XM HOLDINGS
884,Fabio Schvartsman,KLABIN
885,Dave Mosley,SEAGATE TECHNOLOGY
886,Pedro J. Pizarro,EDISON INTERNATIONAL
887,Tony Staffieri,ROGERS COMMUNICATIONS
888,Corie Barry,BEST BUY
889,Eugene A. Hall,GARTNER
890,Maurici Lucena Betriu,AENA S.M.E
891,,SANAN OPTOELECTRONICS
892,Christopher J. Swift,HARTFORD FINANCIAL SERVICES GROUP
893,Beth E. Mooney,KEYCORP
894,Yoshihiro Hasebe,KAO CORPORATION
895,Cees 't Hart,CARLSBERG A/S
896,,KE HOLDINGS INC.
897,Yozo Shimano,SHIMANO
898,Thomas Gottstein,CREDIT SUISSE GROUP
899,Susan Lloyd-Hurwitz,MIRVAC GROUP
900,Paul J. Brink,FRANCO-NEVADA CORPORATION
901,,GF SECURITIES
902,,FORMOSA PLASTICS CORPORATION
903,Niklas Oestberg,DELIVERY HERO SE
904,Anthony Wood,ROKU
905,Frankie Ng,SGS SA
906,Johan Hjertonsson,INVESTMENT AB LATOUR (PUBL)
907,Vicente Reynal,INGERSOLL-RAND (IRELAND)
908,,CAPITAL GROUP
909,,NAURA TECHNOLOGY GROUP
910,,WINGTECH TECHNOLOGY
911,Abdul Farid Alias,MALAYAN BANKING BERHAD
912,Yamini Rangan,HubSpot
913,Gonzalo Gortazar Rotaeche,CAIXABANK
914,,BAE SYSTEMS
915,John M. Turner Jr.,REGIONS FINANCIAL CORPORATION
916,,CHINA NORTHERN RARE EARTH (GROUP) HIGH-TECH
917,Hidetoshi Shibata,RENESAS ELECTRONICS CORPORATION
918,,DAI-ICHI LIFE HOLDINGS
919,Philip Jansen,BT GROUP
920,Jan G. J. van de Winkel,GENMAB A/S
921,,HANNOVER RUCK SE
922,Alistair Phillips-Davies,SSE PLC
923,Hiroyuki Ogawa,KOMATSU
924,Steven E. Strah,FIRSTENERGY
925,Matthew John Flannery,UNITED RENTALS
926,Isam Jasem Al Sager,NATIONAL BANK OF KUWAIT
927,,SCOTTISH MORTGAGE INVESTMENT TRUST
928,Dan Carestio,STERIS
929,Josh Silverman,ETSY
930,,AECC AVIATION POWER
931,Jose D. Bogas Galvez,ENDESA
932,Frank Mastiaux,ENBW ENERGIE BADEN-WURTTEMBERG AG
933,,CHINA MENGNIU DAIRY COMPANY
934,Jeff Miller,HALLIBURTON COMPANY
935,,BEIGENE
936,,JD HEALTH INTERNATIONAL INC
937,Jerry Norcia,DTE ENERGY COMPANY
938,Abdulwahab Iesa Alrushood,KUWAIT FINANCE HOUSE
939,,CITIZENS FINANCIAL GROUP
940,Vincent Warnery,BEIERSDORF
941,Robert M. Bakish,VIACOM CBS
942,Shayne Nelson,EMIRATES NBD
943,Arnd Kaldowski,SONOVA HOLDING AG
944,,WEICHAI POWER
945,,CK ASSET HOLDINGS
946,Hisashi Ietsugu,SYSMEX CORPORATION
947,,PT BANK MANDIRI (PERSERO) TBK
948,,ZTE CORPORATION
949,Charles Brindamour,INTACT FINANCIAL CORPORATION
950,,ZTO EXPRESS (CAYMAN)
951,James (Jim) Connor,DUKE REALTY CORPORATION
952,Prahlad Singh,PERKINELMER
953,,GUOTAI JUNAN SECURITIES
954,Frederic DyBuncio,SM INVESTMENTS CORPORATION
955,Jens Henriksson,SWEDBANK AB (PUBL)
956,,HUATAI SECURITIES
957,Rene F Jones,M&T BANK CORPORATION
958,Gary A. Shiffman,SUN COMMUNITIES
959,Warner L Baxter,AMEREN CORPORATION
960,Steve Cahillane,KELLOGG COMPANY
961,Lorenzo Simonelli,BAKER HUGHES COMPANY
962,Vincent Sorgi,PPL CORPORATION
963,,POWER CORPORATION OF CANADA
964,Alan Pullinger,FIRSTRAND
965,Francis Lui,GALAXY ENTERTAINMENT GROUP
966,Magnus Groth,ESSITY AB (PUBL)
967,Leo P. Denault,ENTERGY CORPORATION
968,Paul Reilly,RAYMOND JAMES FINANCIAL
969,Michael J Schall,ESSEX PROPERTY TRUST
970,,SHANGHAI INTERNATIONAL PORT (GROUP)
971,,EPIC Games
972,Max Levchin,"AFFIRM HOLDINGS, INC."
973,Steve Cutler,ICON PUBLIC COMPANY
974,Michael Stubblefield,AVANTOR
975,,CHINA RAILWAY GROUP
976,,KYOCERA CORPORATION
977,,WELLCARE HEALTH PLANS
978,Tetsuro Tomita,EAST JAPAN RAILWAY COMPANY
979,Timothy P Walbert,HORIZON THERAPEUTICS PUBLIC COMPANY
980,Tareq A. Al-Sadhan,RIYAD BANK
981,Joseph J. DePaolo,SIGNATURE BANK
982,Antonio Neri,HEWLETT PACKARD ENTERPRISE COMPANY
983,Shingo Konomoto,NOMURA RESEARCH INSTITUTE
984,Amanda Blanc,AVIVA
985,Linda Rendle,THE CLOROX COMPANY
986,Carina Akerstrom,SVENSKA HANDELSBANKEN AB (PUBL)
987,George G. Weston,ASSOCIATED BRITISH FOODS
988,C. P. Gurnani,TECH MAHINDRA
989,Travis D. Stice,DIAMONDBACK ENERGY
990,Ashutosh Raghuvanshi,FORTIS
991,,CHINA MERCHANTS SECURITIES
992,,CONTINENTAL AG
993,Pavel Sergeevich Grachev,PJSC POLYUS
994,Masahiko Uotani,SHISEIDO COMPANY
995,Sigve Brekke,TELENOR ASA
996,,SEGRO
997,Ignacio Madridejos Fernandez,FERROVIAL
998,Ester Baiget,NOVOZYMES A/S
999,Harry Schmelzer Jr.,WEG
1000,Scott W. Wine,CNH INDUSTRIAL
1001,Yoon Ho-young,KAKAOBANK CORP.
1002,,"TRINA SOLAR CO., LTD"
1003,,CGN POWER
1004,,TATA MOTORS
1005,,DIDI GLOBAL INC.
1006,Jeffrey S Musser,EXPEDITORS INTERNATIONAL OF WASHINGTON
1007,Prashant Jain,JSW STEEL
1008,,HAITONG SECURITIES
1009,Jack Fusco,CHENIERE ENERGY PARTNERS
1010,Gilles G. Martin,EUROFINS SCIENTIFIC SE
1011,David C. Kimbell,ULTA BEAUTY
1012,Lachlan Murdoch,FOX CORPORATION
1013,Debra Cafaro,VENTAS
1014,Chad Richison,PAYCOM SOFTWARE
1015,Chris Cartwright,TRANSUNION
1016,,TIANQI LITHIUM CORPORATION
1017,Makoto Uchida,NISSAN MOTOR
1018,Brent Burns,JM FAMILY ENTERPRISES
1019,,EDP RENOVAVEIS
1020,Lee Olesky,TRADEWEB MARKETS
1021,,SAUDI ARABIAN FERTILIZERS COMPANY
1022,,YUM CHINA HOLDINGS
1023,Trevor J. Croker,ARISTOCRAT LEISURE
1024,,JA SOLAR TECHNOLOGY
1025,Hyoung Ki Kim,CELLTRION
1026,Udit Batra,WATERS CORPORATION
1027,Henry Schuck,ZOOMINFO TECHNOLOGIES INC.
1028,Stefan Bomhard,IMPERIAL BRANDS
1029,Bill Ready,PINTEREST
1030,William C. Stone,SS&C TECHNOLOGIES HOLDINGS
1031,Bin Mo,COUNTRY GARDEN HOLDINGS COMPANY
1032,John N. Roberts III,J.B. HUNT TRANSPORT SERVICES
1033,,IMMUNOMEDICS
1034,Jussi Pesonen,UPM-KYMMENE OYJ
1035,,XINJIANG TIANSHAN CEMENT
1036,Jose Marcos Ramirez Miguel,GRUPO FINANCIERO BANORTE
1037,Paolo Bertoluzzo,NEXI
1038,William Hornbuckle,MGM RESORTS INTERNATIONAL
1039,,POWER CONSTRUCTION CORPORATION OF CHINA LTD
1040,Patrick Decker,XYLEM
1041,Tunc Doluca,MAXIM INTEGRATED PRODUCTS
1042,Tong Jilu,CHINA TOWER CORPORATION
1043,Thierry Vanlancker,AKZO NOBEL
1044,Rene Lacerte,BILL.COM HOLDINGS
1045,Richard D. Fain,ROYAL CARIBBEAN CRUISES
1046,Jean-Christophe Tellier,UCB SA
1047,Oliver Hughes,TCS GROUP HOLDING
1048,Daniel Dines,"UIPATH, INC."
1049,,YUNNAN BAIYAO GROUP
1050,Stephen Cooper,WARNER MUSIC GROUP CORP.
1051,Rania Nashar,SAMBA FINANCIAL GROUP
1052,David Goeckeler,WESTERN DIGITAL CORPORATION
1053,Michael R. Hsing,MONOLITHIC POWER SYSTEMS
1054,George Kurian,NETAPP
1055,,BEIJING ORIENTAL YUHONG WATERPROOF TECHNOLOGY
1056,,HYUNDAI MOBIS
1057,Joao Manuel Brito Martins,EDP - ENERGIAS DE PORTUGAL
1058,George Schindler,CGI
1059,,HENDERSON LAND DEVELOPMENT COMPANY
1060,,GUANGZHOU AUTOMOBILE GROUP
1061,,CHINA NATIONAL NUCLEAR POWER
1062,Bill Winters,STANDARD CHARTERED
1063,John Elkann,EXOR
1064,Sumit Singh,CHEWY
1065,Sergio Rial,BANCO SANTANDER BRASIL SA
1066,Alfred Stern,OMV GROUP
1067,Daniel Joseph Houston,PRINCIPAL FINANCIAL GROUP
1068,Albert G. White III,THE COOPER COMPANIES
1069,Peter D. Arvan,POOL CORPORATION
1070,Kuok Khoon Hong,WILMAR INTERNATIONAL
1071,Daniel Benes,CEZ A. S
1072,Atsushi Katsuki,ASAHI GROUP HOLDINGS
1073,,UNIGROUP GUOXIN MICROELECTRONICS
1074,,WENS FOODSTUFF GROUP
1075,Karan Adani,ADANI PORTS AND SPECIAL ECONOMIC ZONE
1076,Tim Gokey,BROADRIDGE FINANCIAL SOLUTIONS
1077,Isao Teshirogi,SHIONOGI
1078,Aaron Jagdfeld,GENERAC HOLDINGS
1079,Kazumichi Kobayashi,OTSUKA HOLDINGS
1080,,BEIKE
1081,,DJI
1082,,"INNER MONGOLIA BAOTOU STEEL UNION CO., LTD."
1083,,PICC PROPERTY AND CASUALTY COMPANY
1084,Bernhard Spalt,ERSTE GROUP BANK AG
1085,Norman David Schwartz,BIO-RAD LABORATORIES
1086,Patrick Frost,SWISS LIFE HOLDING AG
1087,Robert Painter,TRIMBLE
1088,H Lynn Moore Jr,TYLER TECHNOLOGIES
1089,Heinz-Juergen Bertram,SYMRISE AG
1090,Benjamin Loh,ASM INTERNATIONAL NV
1091,Paul D. Donahue,GENUINE PARTS COMPANY
1092,John Chiminski,CATALENT
1093,Ronald F. Clarke,FLEETCOR TECHNOLOGIES
1094,Robert Mehrabian,TELEDYNE TECHNOLOGIES
1095,David Harrison,CHARTER HALL GROUP
1096,,ENN ENERGY HOLDINGS
1097,Motoya Okada,AEON CO LTD
1098,Owen D. Thomas,BOSTON PROPERTIES
1099,Kwon Bong-seok,LG ELECTRONICS
1100,William D. Nash,CARMAX
1101,Arkady Volozh,YANDEX
1102,Badri Kothandaraman,ENPHASE ENERGY
1103,,NINGXIA BAOFENG ENERGY GROUP
1104,Somchai Loetsuthiwong,ADVANCED INFO SERVICE PUBLIC COMPANY
1105,,CHINA STEEL CORPORATION
1106,Osamu Suzuki,SUZUKI MOTOR CORPORATION
1107,,HOSHINE SILICON INDUSTRY
1108,Dennis Arriola,AVANGRID
1109,Thomas M Herzog,HEALTHPEAK PROPERTIES
1110,,CHINA UNITED NETWORK COMMUNICATIONS
1111,J Powell Brown,BROWN & BROWN
1112,Ralph Mupita,MTN GROUP
1113,Tan Sri Dato Sri Tay Ah Lek,PUBLIC BANK BERHAD
1114,,CHINA COMMUNICATIONS CONSTRUCTION COMPANY
1115,Marco Alvera,SNAM
1116,,SHENZHEN TRANSSION HOLDINGS
1117,Jeong-Woo Choi,POSCO
1118,Thomas R. Reeg,CAESARS ENTERTAINMENT CORPORATION
1119,Masanobu Komoda,MITSUI FUDOSAN
1120,Steven J. Johnston,CINCINNATI FINANCIAL CORPORATION
1121,Steve Rusckowski,QUEST DIAGNOSTICS
1122,,EDWARDS JONES INVESTMENTS
1123,,TIANJIN ZHONGHUAN SEMICONDUCTOR
1124,,NIAGARA MOHAWK POWER CORPORATION PFD 3.90%
1125,David Schneider,ZALANDO SE
1126,,JD LOGISTICS
1127,,FOCUS MEDIA INFORMATION TECHNOLOGY
1128,,WANTAI BIOLOGICAL PHARMACY
1129,,AVIC SHENYANG AIRCRAFT COMPANY
1130,Keiichi Yoshii,DAIWA HOUSE INDUSTRY
1131,Strauss Zelnick,TAKE-TWO INTERACTIVE SOFTWARE
1132,Paul C. Saville,NVR
1133,Mark S. Sutton,INTERNATIONAL PAPER COMPANY
1134,Laurans A Mendelson,HEICO CORPORATION
1135,,ZHONGSHENG GROUP HOLDINGS
1136,Arun Misra,HINDUSTAN ZINC
1137,,CONSTELLATION ENERGY CORPORATION
1138,Tony Cripps,SAUDI BRITISH BANK
1139,Garrick J. Rochow,CMS ENERGY CORPORATION
1140,Niraj Shah,WAYFAIR
1141,Rice Powell,FRESENIUS MEDICAL CARE AG & CO. KGAA
1142,,OMRON CORPORATION
1143,Patrice Caine,THALES
1144,Remo Ruffini,MONCLER
1145,T. V. Narendran,TATA STEEL
1146,Lori J. Ryerkerk,CELANESE CORPORATION
