,company_location,company_industry,company_revenue,company_name,company_employees,company_website
1064,"Plot No. J-I, Block B-I, Mohan Co-operative Industrial Area, Mathura Road, New Delhi, 110044",Consumer Packaged Goods,$1.8B,Radico Khaitan Ltd,"1,196",www.radicokhaitan.com
1065,"3150 Sabre Dr, Southlake, Texas, 76092-2103",Technology and Communications,$2.2B,Sabre Corp,"7,583",investors.sabre.com
1066,"3f, Liber, 2-183, Takeya-Cho, Amagasaki-Shi, Hyogo, 660-0876",Retailing,$7.8B,MonotaRO Co Ltd,994,www.monotaro.com
1067,"685 3rd Ave Fl 27, New York, 10017-4024",Technology and Communications,$17.4B,Ubiquiti Inc,"1,377",www.ui.com
1068,"Campo Grande Building, Rua Actor Antonio Silva nÂº9, Lumiar, Lisboa , 1600-404",Media,$2.2B,NOS SGPS SA,"2,337",www.nos.pt
1069,"2700 Milan Court, Birmingham, Alabama, 35211",Retailing,$855.2M,Hibbett Sports Inc,"3,600",www.hibbett.com
1070,"No. 35, Jiuhuan Road, Jianggan District, Hangzhou, Zhejiang, 310019",Industrial Goods and Machinery,$3.6B,Hangzhou Great Star Industrial Co Ltd,"10,778",www.greatstartools.com
1071,"221 East 4th Street, Cincinnati, Ohio, 45202",Technology and Communications,,Cincinnati Bell Inc,"5,200",www.cincinnatibell.com
1072,"Bauer-Strasse 1, Schrobenhausen, 86529",Construction,$176.3M,Bauer AG,"11,821",www.bauer.de
1073,"Low Fare Finder House, White House Lane, Leeds, LS197TU",Transport and Logistics,$2.8B,Jet2 Plc,"8,270",www.jet2plc.com
1074,"Shinjuku Maynds Tower, 2-1-1, Yoyogi, Shibuya-Ku, Tokyo, 1510053",Technology and Communications,$6.8B,Trend Micro Inc,"7,024",www.trendmicro.com
1075,"28 Esplanade, Breedon Quarry, Breedon On The Hill, Saint Helier, JE23QA",Construction,$1.3B,Breedon Group PLC,"3,457",www.breedongroup.com
1076,"Kungstensgatan 18, Stockholm, 11357",Medical Equipment,$2.6B,Elekta AB,"4,723",www.elekta.com
1077,"Heiwaodori Denki Bldg., 6-12, Koami-Cho, Naka-Ku, Hiroshima-Shi, 730-0855",Construction,$942.0M,Chudenko Corp,"4,531",www.chudenko.co.jp
1078,"9975 Summers Ridge Road, San Diego, California, 92121",Medical Equipment,,Quidel Corp,"1,600",www.quidel.com
1079,"1600 West 7th Street, Fort Worth, Texas, 76102",Financial Services,$4.0B,Firstcash Holdings Inc,"17,000",www.firstcash.com
1080,"Cesc House, Chowringhee Square, Kolkata, 700001",Power,$1.2B,CESC Ltd,"6,920",www.cesc.co.in
1081,"Bulmers House, Keeper Road, Dublin, D12K702",Consumer Packaged Goods,$800.1M,C&C Group plc,"2,822",candcgroupplc.com
1082,"22 W Washington St, Chicago, Illinois, 60602",Business and Consumer Services,$10.2B,Morningstar Inc,"10,767",www.morningstar.com
1083,"Akersgata 55, Oslo, 0180",Media,$4.9B,Schibsted ASA,"5,689",schibsted.com
1084,"Aurum House, 2 Elland Road, Leicester, LE31TT",Retailing,$2.9B,Watches Of Switzerland Group PLC,"2,253",www.thewosgroupplc.com
1085,"57 Marina, Lagos",Financial Services,$615.2M,United Bank for Africa Plc,"10,281",www.ubagroup.com
1086,"Blake House 3 Frayswater Place, Cowley, Uxbridge, Middlesex, UB82AD",Construction,$223.8M,Galliford Try Holdings Plc,"3,016",www.gallifordtry.co.uk
1087,"401 Park Drive Suite 801, Boston, Massachusetts, 02215",Technology and Communications,$10.6B,Toast Inc,"3,172",pos.toasttab.com
1088,"1 Bedford Avenue, London, England, WC1B3AU",Leisure and Arts,,William Hill Ltd,"11,615",www.williamhillplc.com/
1089,"Klaus-Bungert-Strasse 4, Duesseldorf, 40468",Paper and Packaging,$2.4B,Gerresheimer AG,"10,937",www.gerresheimer.com
1090,"1201 N. Town Center Drive, Las Vegas, Nevada, 89144",Transport and Logistics,$1.5B,Allegiant Travel Co,"5,226",www.allegiantair.com
1091,"Rivergate, Handelskai 92, Vienna, Wien, 1200",Paper and Packaging,,Constantia Flexibles Group GmbH,"8,750",www.cflex.com
1092,"400 NORTH ASHLEY DRIVE, STE 2800, Tampa, Florida, 33602",Business and Consumer Services,,Sykes Enterprises Inc,"61,100",www.sykes.com
1093,"Lingfield Way, Darlington, DL14PZ",Automotive,$1.2B,Redde Northgate Plc,"6,700",reddenorthgate.co.uk
1094,"Route De Faraz 3, Mex, Lausanne, 1031",Industrial Goods and Machinery,,Bobst Group SA,"5,915",www.bobst.com
1095,"28 Oktovriou, 232, Oceanic Building, Flat/Office 501, Limassol, 3107",Media,$1.7B,VK Co Ltd,"10,000",vk.company/en
1096,"Aquilino De La Guardia Calle No. 8, Panama City, 110911",Transport and Logistics,$3.8M,Avianca Holdings SA,"20,865",www.aviancataca.com
1097,"644 E Beaton Dr, West Fargo, North Dakota, 58078-2648",Retailing,$926.7M,Titan Machinery Inc,"2,288",www.titanmachinery.com
1098,"Longteng Road, Economic Development Zone, Xinyu, Jiangxi, 338000",Chemicals,$21.4B,Ganfeng Lithium Group Co Ltd,"8,835",www.ganfenglithium.com
1099,"Gphouse, Basundhara, Baridhara, Dhaka, 1229",Technology and Communications,$3.7B,Grameenphone Ltd,"1,636",www.grameenphone.com
1100,"L 30 85 Castlereagh St, Sydney, New South Wales, 2000",Construction,$10.9B,Scentre Group Ltd,"2,780",www.scentregroup.com
1101,"1001 Ridder Park Dr, San Jose, California, 95131-2314",Technology and Communications,$4.0B,Lumentum Holdings Inc,"6,815",investor.lumentum.com
1102,"No.11 Building, Qiaotou, Fuyong Town, Fuqiao Industrial Area 3,Baoan District, Shenzhen, Guangdong, 518103",Technology and Communications,$2.2B,Shenzhen Everwin Precision Technology Co Ltd,"29,181",www.ewpt.com
1103,"No. 45, Xinyuan Street, Chaoyang District, Beijing, 100027",General Business,$38.5M,Beijing Jingkelong Co Ltd,"4,659",www.jkl.com.cn
1104,"Orionintie 5, Espoo, 02200",Pharmaceuticals and Healthcare,$359.2M,Oriola Corp,892,www.oriola.com
1105,"19f, Ebisu Garden Place Tower, 4-20-3, Ebisu, Shibuya-Ku, Tokyo, 150-6019",Chemicals,$3.5B,NOF Corp,"3,787",www.nof.co.jp
1106,"Ksd1, L 1 485 Kingsford Smith Drive, Brisbane, Queensland, 4007",Leisure and Arts,$4.6B,Domino's Pizza Enterprises Ltd,743,www.dominos.com.au
1107,"No. 8, Kangda Road, Dongchengpian, Yunpu Industry Zone, Huangpu District, Guangzhou, Guangdong, 510700",Chemicals,$13.4B,Guangzhou Tinci Materials Technology Co Ltd,"4,020",www.tinci.com
1108,"11270 W Park Pl Ste 1000, Milwaukee, Wisconsin, 53224-3643",Construction,$433.1M,The Manitowoc Co Inc,"4,600",www.manitowoc.com
1109,"128, Chungjusandan 1-Ro, 27329",Industrial Goods and Machinery,$971.4M,Hyundai Elevator Co Ltd,"1,874",hyundaielevator.co.kr
1110,"No.500, Hexi Village, Luxi Village, Committee, Niutang Town, Wujin District, Changzhou, Jiangsu, 213168",Agriculture and Forestry,$2.6B,Jiangsu Lihua Animal Husbandry Co Ltd,"6,298",www.lihuamuye.com
1111,"7900 Tysons One Place, Suite 1450, Mclean, Virginia, 22102",Technology and Communications,,GTT Communications Inc,"3,100",www.gtt.net
1112,"Building No. 120/4 Block No.: 311, Airport Heights, Seeb Street No.: 62 P, P.O.Box 134, Muscat, 112",Financial Services,$5.5B,Bank Muscat,"3,920",www.bankmuscat.com
1113,"Veurse Achterweg 10, Leidschendam, 2264SG",Energy and Utilities,$1.4B,Fugro NV,"9,000",www.fugro.com
1114,"Two International Place, Boston, Massachusetts, 02110",Financial Services,,Eaton Vance Corp,"1,983",www.eatonvance.com/
1115,"Longteng Road, Economic Development Zone, Xinyu, Jiangxi, 338000",Metals and Mining,$23.6B,Jiangxi Ganfeng Lithium Co Ltd,"7,870",www.ganfenglithium.com
1116,"600 N Centennial St, Zeeland, Michigan, 49464",Automotive,$6.7B,Gentex Corporation,"4,998",www.gentex.com
1117,"Exide House, 59e, Chowringhee Road, Kolkata, 700020",Industrial Goods and Machinery,$1.9B,Exide Industries Ltd,"5,163",www.exideindustries.com
1118,"L 28 200 George St, Sydney, New South Wales, 2000",Construction,$6.2B,Mirvac Group,"1,550",www.mirvac.com
1119,"Gainey Center Ii, Suite 280, 8501 N Scottsdale Road, Arizona, 85253",Alternative Energy,$576.4M,TPI Composites Inc,"14,000",www.tpicomposites.com
1120,"Level 6, The Centre, Tigne Point, Sliema, TPO0001",Leisure and Arts,$2.2B,Kindred Group plc,"2,253",www.kindredgroup.com
1121,"Bei St. Annen 1, Hamburg, 20457",Transport and Logistics,$1.0B,Hamburger Hafen und Logistik AG,"6,593",hhla.de
1122,"145 Hunter Dr, Wilmington, Ohio, 45177",Transport and Logistics,$2.0B,Air Transport Services Group Inc,"5,280",www.atsginc.com
1123,"3-12f, No. 149, Section 2, Minsheng, East Road, Jhongshan District, Taipei, 104",Financial Services,$7.6B,The Shanghai Commercial & Savings Bank Ltd,"6,948",www.scsb.com.tw
1124,"No.36 Building, No.8 Courtyard, Dongbeiwang West Road, Haidian District, Beijing, 100193",Technology and Communications,$5.1B,Dawning Information Industry Co Ltd,"4,103",www.sugon.com
1125,"Triniti 3, L 5 39 Delhi Rd, North Ryde, New South Wales, 2113",Construction,$1.7B,CSR Ltd,"2,573",www.csr.com.au
1126,"1600 E Plano Parkway, Texas, 75074",Retailing,,At Home Group Inc,"7,692",www.athome.com
1127,"210 Sixth Avenue, Pittsburgh, Pennsylvania, 15222",Clean Technology,$5.0B,Evoqua Water Technologies Corp,"4,500",aqua.evoqua.com/news-and-events/news/default.aspx
1128,"110, Sinhang-Ro, Nam-Gu, Pohang, 37918",Construction,$12.1B,POSCO Chemical Co Ltd,"1,324",www.poscochemical.com
1129,"1109 Mckay Drive, San Jose, California, 95131-1706",Technology and Communications,$4.5B,Synaptics Inc,"1,775",www.synaptics.com
1130,"Philippine National Bank Financial Centr, Pres. Diosdado Macapagal Boulevard, Manila, 1300",Financial Services,$549.7M,Philippine National Bank,"8,550",www.pnb.com.ph
1131,"250 Royal Oak Rd, Cambridge, Ontario, N3E0A4",Industrial Goods and Machinery,$3.5B,ATS Automation Tooling Systems Inc,"6,000",www.atsautomation.com
1132,"1-13-15, Akebono-Cho, Fukuyama-Shi, Hiroshima, 721-8607",Paper and Packaging,$2.3B,FP Corp,"4,792",www.fpco.jp
1133,"Willy-Messerschmitt-Strasse 3, Taufkirchen, 82024",Aerospace and Defense,$2.8B,Hensoldt AG,"6,364",www.hensoldt.net
1134,"100 East Ridge Road, Ridgefield, Connecticut, 06877",Wholesale,$1.4B,The Chefs' Warehouse Inc,"2,712",www.chefswarehouse.com
1135,"3rd Floor, 10 The High Street, Melrose Arch, Johannesburg, 2076",Construction,$114.1M,Aveng Ltd,"5,210",www.aveng.co.za
1136,"Bahrain Bay, P.O. Box 1882, Manama, 346",Financial Services,$403.9M,Al Baraka Banking Group BSc,"12,026",www.albaraka.com
1137,"First Circle, Jabal Amman, P.O.Box 1079, 11118",Energy and Utilities,$887.8M,Jordan Petroleum Refinery Co Ltd,"1,883",www.jopetrol.com.jo
1138,"102 Duffy Avenue, Hicksville, New York, 11801",Financial Services,$6.5B,New York Community Bancorp Inc,"2,815",ir.mynycb.com
1139,"Industriveien 51, Kverva, Froya, 7266",Consumer Packaged Goods,$6.1B,SalMar ASA,"1,828",www.salmar.no
1140,"Starts Yaesu Chuo Bldg., 3-4-10, Nihonbashi, Chuo-Ku, Tokyo, 103-0027",Construction,$1.0B,Starts Corporation Inc,"4,729",www.starts.co.jp
1141,"120 Bothwell Street, Glasgow, G27JS",Business and Consumer Services,,Aggreko Ltd,"6,408",www.plc.aggreko.com
1142,"12755 E 9 Mile Rd, Warren, Michigan, 48089-2621",Transport and Logistics,$922.6M,"Universal Logistics Holdings, Inc.","8,004",www.universallogistics.com
1143,"No. 19, Gongye Middle Road, Xinluo District, Longyan, Fujian, 364000",Industrial Goods and Machinery,$2.7B,Fujian Longking Co Ltd,"7,717",www.longking.com.cn
1144,"6295 Allentown Blvd Ste 1, Harrisburg, Pennsylvania, 17112-2693",Retailing,$3.3B,Ollie's Bargain Outlet Holdings Inc,"4,700",investors.ollies.us
1145,"614 Chapala Street, Santa Barbara, California, 93101",Technology and Communications,$2.3B,Sonos Inc,"1,844",www.sonos.com
1146,"Level 22, Liberty Place, 161 Castlereagh Street, Sydney, New South Wales, 2000",Pharmaceuticals and Healthcare,$1.3B,Healius Ltd,"11,000",www.healius.com.au
1147,"2 Wells Avenue, Newton, Massachusetts, 02459",Business and Consumer Services,$4.4B,Bright Horizons Family Solutions Inc,"25,800",investors.brighthorizons.com
1148,"300-1255 Av. Greene, Westmount, Quebec, H3Z2A4",Consumer Packaged Goods,$151.5M,Dorel Industries Inc,"4,200",www.dorel.com
1149,"C.So Francia, 110, Torino, 10143",Technology and Communications,$4.9B,Reply SpA,"11,606",www.reply.com
1150,"The Drive, Brentwood, CM133AT",Construction,,Countryside Partnerships Plc,"2,045",www.countrysideproperties.com
1151,"Building A3, E-Park,280 Hanxi Road, Panyu District, Guangzhou, Guangdong, 511446",Technology and Communications,$1.1B,HUYA Inc,"2,067",www.huya.com
1152,"442 Nguyen Thi Minh Khai, Phuong 05, Quan 3, Ho Chi Minh",Financial Services,$3.7B,Asia Commercial Joint Stock Bank,"12,583",www.acb.com.vn
1153,"901 Hector Street, One Quaker Park, Conshohocken, Pennsylvania, 19428",Chemicals,$3.3B,Quaker Chemical Corp,"4,700",home.quakerhoughton.com
1154,"Park Place, Suite 3400 - 666 Burrard Street, Vancouver, British Columbia, V6C2X8",Metals and Mining,$4.4B,B2Gold Corp,"4,689",www.b2gold.com
1155,"6-17, Akashi-Cho, Chuo-Ku, Tokyo, 104-0044",Transport and Logistics,$1.2B,Nikkon Holdings Co Ltd,"12,669",www.nikkon-hd.co.jp
1156,"762, Mesaki-Cho, Fuchu-Shi, Hiroshima, 726-8628",Construction,$301.9M,Ryobi Ltd,"7,243",www.ryobi-group.co.jp
1157,"The Woodlands, Woodmead, Johannesburg, 2146",Chemicals,$535.6M,AECI Ltd,"6,973",www.aeciworld.com
1158,"23-27f, Ces Tower, No.3099 Keyuan, South Road, Technology Park, Nansha, Shenzhen, Guangdong, 518052",Technology and Communications,$558.7M,LexinFintech Holdings Ltd,"3,896",ir.lexinfintech.com
1159,"5505 Endeavor Lane, Madison, Wisconsin, 53719",Medical Equipment,$12.1B,Exact Sciences Corp,"6,420",www.exactsciences.com
1160,"Sunward Industrial Park, No.16 Lixang Middle Road, Xingsha, Changsha, Hunan, 410100",Industrial Goods and Machinery,$974.5M,Sunward Intelligent Equipment Co Ltd,"5,989",www.sunward.com.cn
1161,"Plot No. 35-36, Kaushambi, Ghaziabad 201010, 201010",Metals and Mining,$4.0B,APL Apollo Tubes Ltd,"2,137",www.aplapollo.com
1162,"1300 W 120th Ave, Westminster, Colorado, 80234-2726",Technology and Communications,$3.8B,Maxar Technologies Inc,"4,400",www.maxar.com
1163,"Sankt-Peterburg, Ul. Kazanskaya, D. 36, Lit. B, 4 Etazh, Saint Petersburg, 190031",Construction,$688.9M,LSR Group,"9,934",www.lsrgroup.ru
1164,"5700 Explorer Drive, Suite 400, Etobicoke, Ontario, L4W0C6",Construction,$341.9M,Bird Construction Inc,"1,588",www.bird.ca
1165,"Tokiwabashi Tower, 2-6-4, Ote-Machi, Chiyoda-Ku, Tokyo, 100-8370",Metals and Mining,$405.0M,Furukawa Co Ltd,"2,804",www.furukawakk.co.jp
1166,"Suite 1100, 601 West Riverside Avenue, Spokane, Washington, 99201",Paper and Packaging,$591.1M,Clearwater Paper Corp,"3,000",www.clearwaterpaper.com
1167,"77 Tran Hung Dao - Hoan Kiem, Hanoi",Financial Services,$1.5B,Saigon - Hanoi Commercial Joint Stock Bank,"8,717",www.shb.com.vn
1168,"4400 Biscayne Blvd., Miami, Florida, 33137",Medical Equipment,$1.2B,OPKO Health Inc,"5,767",www.opko.com
1169,"Ub Towers, 24 Vittal Mallya Road, Ub City, Bangalore, Karnataka, 560001",Consumer Packaged Goods,$5.2B,United Breweries Ltd,"2,837",www.unitedbreweries.com
1170,"1-8-1, Tatsumi-Nishi, Ikuno-Ku, Osaka-Shi, 544-8666",Pharmaceuticals and Healthcare,$4.1B,Rohto Pharmaceutical Co Ltd,"6,866",www.rohto.co.jp
1171,"Ste 340, 6584 Poplar Ave, Memphis, Tennessee, 38138",Construction,$18.2B,Mid-America Apartment Communities Inc,"2,429",www.maac.com
1172,"22nd Floor, Bangunan Ambank Group, No. 55, Jalan Raja Chulan, Kuala Lumpur, 50200",Financial Services,$3.1B,AMMB Holdings Bhd,"9,000",www.ambankgroup.com
1173,"A 107-108, Sector Iv, Noida, 201301",Paper and Packaging,$503.4M,Uflex Ltd,"6,910",www.uflexltd.com
1174,"25 Bath Avenue, Rosebank, Johannesburg, 2196",Metals and Mining,$2.0B,Thungela Resources Ltd,"4,446",www.thungela.com
1175,"1 Fetter Lane, London, EC4A 1BR",Metals and Mining,$897.2M,Ferroglobe PLC,"3,425",www.ferroglobe.com
1176,"414 Silver Ave Sw, Albuquerque, New Mexico, 87102-3289",Power,$4.2B,PNM Resources Inc,"1,600",www.pnmresources.com
1177,"2701 Spruce St, Quincy, Illinois, 62301-3473",Automotive,$1.0B,Titan International Inc,"7,500",www.titan-intl.com
1178,"800 West 6th Street, Austin, Texas, 78701",Technology and Communications,$4.7B,Cirrus Logic Inc,"1,591",www.cirrus.com
1179,"No. 11, Li Hsing Road, East Zone, Science Park, Hsinchu, 300",Technology and Communications,$727.6M,Coretronic Corp,"21,439",www.coretronic.com
1180,"Twr 2, Collins Square, L 21 727 Collins St, Melbourne, Victoria, 3008",Leisure and Arts,$1.8B,Tabcorp Holdings Ltd,"5,000",www.tabcorp.com.au
1181,"2424 Garden Of The Gods Road, Suite 300, Colorado Springs, 80919",Aerospace and Defense,$1.3B,V2X Inc,"8,100",www.vectrus.com
1182,"181 Great Eastern, Highway, Belmont, Perth, 6104",Construction,$947.8M,NRW Holdings Ltd,"7,000",nrw.com.au
1183,"P.O.Box 313, Abu Dhabi",Financial Services,$9.1B,Abu Dhabi Islamic Bank,,www.adib.ae
1184,"5321 Corporate Boulevard, Baton Rouge, Louisiana, 70808",Media,$10.3B,Lamar Advertising Co,"3,350",www.lamar.com
1185,"Zei Yu Yong Hua Lan Lu 18 Hao, Tai Gu Fang Gang Dao Dong Zhong Xin 40 L, Guangzhou, 510623",Pharmaceuticals and Healthcare,$1.3B,Health and Happiness (H&H) International Holdings Ltd,"3,315",www.hh.global
1186,"400 Professional Dr, Suite 400, Gaithersburg, Maryland, 20879",Pharmaceuticals and Healthcare,$662.5M,Emergent BioSolutions Inc,"2,416",emergentbiosolutions.com
1187,"Gibraltar House; 77 Main Street, Winnipeg, Manitoba, R3C2R1",Retailing,$1.3B,The North West Co Inc,"7,524",www.northwest.ca
1188,"Spinnerstraat 15, Haaksbergen, 7480AA",Technology and Communications,$1.9B,TKH Group NV,"6,028",www.tkhgroup.com/nl
1189,"2-1-41, Shikitsu Higashi, Naniwa-Ku, Osaka-Shi, 556-8503",Transport and Logistics,$2.5B,Nankai Electric Railway Co Ltd,"8,887",www.nankai.co.jp
1190,"No.9 Guangningbo Street, Xicheng District, Beijing, 100053",Alternative Energy,$2.5B,China Datang Corporation Renewable Power Co Ltd,"3,960",www.cdt-re.com
1191,"3900 Mccarty Lane, Lafayette, Indiana, 47905",Automotive,$1.2B,Wabash National Corporation,"6,200",onewabash.com
1192,"8th Fl, Vantage London, Great West Road, Brentford, TW89AG",Leisure and Arts,$59.4M,Cineworld Group Plc,"25,686",www.cineworldplc.com
1193,"Suite 200, 4949 Hedgcoxe Road, Plano, Texas, 75024",Technology and Communications,$3.9B,Diodes Incorporated,"8,921",www.diodes.com
1194,"Lindhagensgatan 72, Stockholm, 11218",Construction,$356.0M,Bonava AB,"1,885",www.bonava.com
1195,"No. 578, Chien-Kung Road, Sanmin District, Kaohsiung, 807",Chemicals,$1.2B,Eternal Materials Co Ltd,"4,404",www.eternal-group.com
1196,"2-8-1, Akanehama, Minato-Ku, Tokyo, 105-0003",Construction,$174.5M,Toyo Engineering Corp,"4,037",www.toyo-eng.com/jp/ja
1197,"815 Chestnut St, North Andover, Massachusetts, 1845",Industrial Goods and Machinery,$5.1B,Watts Water Technologies Inc,"4,597",www.watts.com
1198,"15f No.137 Innovation Road, Haizhu District, Guangzhou, Guangdong, 510250",Transport and Logistics,$3.2B,CSSC Offshore & Marine Engineering Group Co Ltd,"7,465",comec.cssc.net.cn
1199,"Tomtebodavagen 23a, Solna, 17165",Pharmaceuticals and Healthcare,$7.0B,Swedish Orphan Biovitrum AB,"1,555",www.sobi.com
1200,"11215 Metro Pkwy, Fort Myers, Florida, 33966-1206",Retailing,$549.1M,Chico's FAS Inc,"4,191",chicosfas.com
1201,"No. 16, Li-Hsin Road, Hsinchu Science-Based Industrial Park, 300",Technology and Communications,$2.1B,Macronix International Co Ltd,"5,530",www.mxic.com.tw
1202,"Pasteur 4600, Victoria, Buenos Aires, B1644AMV",Metals and Mining,$3.2B,Aluar Aluminio Argentino SAIC,"2,193",www.aluar.com.ar
1203,"Royal Bank Plaza, North Tower, 200 Bay Street, Suite 2200, Toronto, Ontario, M5J2J3",Metals and Mining,$5.7B,Yamana Gold Inc,"5,858",www.yamana.com/home/default.aspx
1204,"Cody Technology Park, Old Ively Road, Farnborough, GU140LX",Aerospace and Defense,$2.5B,QinetiQ Group Plc,"6,915",www.qinetiq.com
1205,"Chester House, Epsom Avenue, Wilmslow, Cheshire, SK93RN",Retailing,$2.0B,Pets at Home Group Plc,"8,292",investors.petsathome.com
1206,"1 Kim Seng Promenade, #13-10 Great World City, Singapore, 237994",Paper and Packaging,$154.8M,Avarga Ltd,474,www.avarga.com.sg
1207,"3800-525 8 Ave Sw, Calgary, Alberta, T2P1G1",Energy and Utilities,$4.9B,Whitecap Resources Inc,453,www.wcap.ca
1208,"355, Chungnyeol-Ro, Yangsan, 50592",Automotive,$531.5M,Nexen Tire Corp,"4,221",www.nexentire.com
1209,"7-2-10, Oyama, Ginowan-Shi, Okinawa, 901-2733",Retailing,$1.0B,SAN-A Co Ltd,"1,798",www.san-a.co.jp
1210,"39870 Eureka Drive,  Ugland House, P.O. Box 309, Newark, California, 94560-4809",Technology and Communications,$819.3M,SMART Global Holdings Inc,"3,600",ir.smartm.com
1211,"Athinon Avenue 112, Athina, 10442",Leisure and Arts,$5.2B,Greek Organization of Football Prognostics SA,"1,170",www.opap.gr
1212,"One AAR Place, 1100 North Wood Dale Road, Illinois, 60191",Aerospace and Defense,$1.7B,AAR Corp,"4,500",www.aarcorp.com
1213,"13595 Dulles Technology Drive, Herndon, Virginia, 20171-3413",Technology and Communications,$1.3B,ePlus Inc,"1,693",www.eplus.com
1214,"245 Park Avenue, 44th Floor, New York, 10167",Financial Services,$9.8B,Ares Capital Corp,"2,100",www.arescapitalcorp.com
