,company_ceo,company_country,company_founded,company_industry,company_name,company_rank
7553,Not found,Taiwan,Not found,"['Technology', 'Semiconductors']",FITIPOWER INTEGRATED TECHNOLOGY,7173
7554,Not found,USA,Not found,"['Industries', 'Electrical Products', 'Batteries']","MICROVAST HOLDINGS, INC.",7178
7555,Not found,China,Not found,"['Financial Services', 'Stock Markets, Trading, Capital Markets']",RUIDA FUTURES,7171
7556,Not found,Switzerland,Not found,"['Healthcare', 'Medical Equipment']",MEDARTIS HOLDING AG,7174
7557,Not found,Japan,Not found,"['Technology', 'Semiconductors']",FUJIMI,7175
7558,Not found,USA,2007,"['Healthcare', 'Biotechnology', 'Biopharmaceutical']",IVERIC BIO,7176
7559,Not found,USA,Not found,"['Healthcare', 'Medical Equipment']",AVANOS MEDICAL,7172
7560,Not found,USA,Not found,"['Real Estate', 'Property Investments']",SERVICE PROPERTIES TRUST,7179
7561,Not found,Poland,Not found,"['Basic Materials', 'Aluminum']",GRUPA KETY S.A.,7184
7562,Not found,USA,1998,"['Technology', 'Semiconductors']",ACM RESEARCH,7183
7563,Not found,Singapore,Not found,"['Technology', 'Software and IT']",IFAST CORPORATION,7182
7564,Not found,Japan,Not found,"['Utilities', 'Gas Utilities']",NIPPON GAS,7185
7565,Not found,Japan,Not found,"['Consumer Cyclical', 'Electronics', 'Aircraft Parts', 'Music', 'Broadcasting', 'Leisure']",DAIICHIKOSHO,7181
7566,Not found,Italy,Not found,"['Communication Services', 'Broadcasting']",RAI WAY,7187
7567,Not found,Thailand,Not found,['Real Estate'],PRUKSA HOLDING PUBLIC COMPANY,7181
7568,Not found,Italy,Not found,"['Consumer Cyclical', 'Packaging']",ZIGNAGO VETRO,7180
7569,Not found,Bermuda,Not found,"['Financial Services', 'Insurance']",ASPEN INSURANCE HOLDINGS,7186
7570,Not found,Switzerland,Not found,"['Financial Services', 'Banking Services']",VALIANT HOLDING AG,7188
7571,Not found,USA,1899,"['Industries', 'Building Products and Equipment', 'Construction Materials']",FORTERRA INC,7191
7572,Not found,USA,Not found,"['Healthcare', 'Biotechnology', 'Technology', 'HealthCare Products']",KRYSTAL BIOTECH,7197
7573,Not found,USA,Not found,"['Technology', 'Capital Goods', 'Technology Hardware and Instruments']",MESA LABORATORIES,7195
7574,Not found,Australia,Not found,"['Basic Materials', 'Coke Coal']",CORONADO GLOBAL RESOURCES INC.,7196
7575,Not found,USA,Not found,"['Financial Services', 'Banking Services']",WESTAMERICA BANCORPORATION,7192
7576,Not found,China,Not found,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",GUIZHOU BAILING GROUP PHARMACEUTICAL,7194
7577,Not found,South Korea,Not found,"['Basic Materials', 'Chemicals', 'Electronics']",LOTTE FINE CHEMICAL,7190
7578,Not found,China,Not found,"['Energy', 'Oil and Gas']",FOSHAN GAS GROUP,7193
7579,Not found,Spain,Not found,"['Consumer Cyclical', 'Hotels']",MELIA HOTELS INTERNATIONAL,7189
7580,Not found,Not found,Not found,Not found,CUE HEALTH INC.,7202
7581,Not found,China,Not found,"['Technology', 'Semiconductors']",TKD SCIENCE AND TECHNOLOGY,7198
7582,Not found,Japan,Not found,"['Industries', 'Semiconductors', 'Electrical Products', 'Conglomerate']",NICHIAS CORPORATION,7206
7583,Not found,USA,Not found,"['Technology', 'Electronics', 'Semiconductors']",SMART GLOBAL HOLDINGS,7199
7584,Not found,Japan,Not found,"['Industries', 'Construction']",PENTA-OCEAN CONSTRUCTION,7204
7585,Not found,Argentina,Not found,"['Energy', 'Chemicals', 'Oil and Gas', 'Petrochemicals', 'Natural Gas Generation', 'Petroleum']",YPF SOCIEDAD ANONIMA,7202
7586,Not found,Taiwan,1997,"['Technology', 'Electronics', 'Capital Goods']",ITEQ CORPORATION,7205
7587,Not found,USA,Not found,"['Basic Materials', 'Metal Fabrication Products', 'Capital Goods', 'Aluminum']",KAISER ALUMINUM CORPORATION,7203
7588,Not found,Israel,Not found,"['Consumer Cyclical', 'Retail']",RETAILORS LTD,7201
7589,Not found,China,Not found,"['Industries', 'Industry Machinery']",WUXI BOTON TECHNOLOGY,7200
7590,Not found,India,Not found,"['Industries', 'Construction']",KEC INTERNATIONAL,7214
7591,Not found,USA,Not found,"['Consumer Cyclical', 'Construction Materials', 'Consumer Durables', 'Home Furnishing', 'Furniture']",LA-Z-BOY,7211
7592,Not found,Japan,Not found,"['Consumer Cyclical', 'Video Games / Mobile Games / Tech Games / Casino Games', 'Gaming', 'Leisure']",UNIVERSAL ENTERTAINMENT CORPORATION,7207
7593,Not found,Hong Kong,Not found,"['Communication Services', 'Internet Providers', 'Telecom']",HKBN,7210
7594,Not found,USA,1985,"['Healthcare', 'Hospitals', 'HealthCare Products']",COMMUNITY HEALTH SYSTEMS,7208
7595,Not found,Indonesia,Not found,['Real Estate'],PT METROPOLITAN KENTJANA TBK,7206
7596,Not found,China,Not found,"['Communication Services', 'Internet or Mobile App Based Business']",YOUDAO,7209
7597,Not found,Brazil,1977,"['Consumer Defensive', 'Agriculture Products', 'Agriculture Related', 'Farming / Seeds / Milling']",SLC AGRICOLA,7213
7598,Not found,China,Not found,"['Technology', 'Software and IT']",ZHONGFU INFORMATION,7212
7599,Not found,China,Not found,"['Technology', 'Electronics', 'Capital Goods']",UNILUMIN GROUP,7215
7600,Not found,Australia,Not found,"['Financial Services', 'Investments', 'Asset Management']",PENDAL GROUP,7223
7601,Not found,Germany,Not found,"['eCommerce', 'Retail', 'Fashion and Luxury Goods', 'Luxury Goods']",MYT NETHERLANDS PARENT B.V.,7222
7602,Not found,USA,Not found,"['Technology', 'Software and IT', 'Software Products', 'Software and IT Infrastructure', 'Communication Services']",BANDWIDTH,7220
7603,Not found,Switzerland,Not found,"['Industries', 'Industry Machinery']",BURCKHARDT COMPRESSION HOLDING AG,7218
7604,Not found,USA,Not found,"['Software and IT', 'Cloud Services', 'Software and IT Infrastructure', 'Financial Services']","ALKAMI TECHNOLOGY, INC.",7221
7605,Not found,USA,Not found,"['Industries', 'Rent / Lease Services', 'Heavy Machinery', 'Heavy Vehicles']",H&E EQUIPMENT SERVICES,7219
7606,Not found,USA,Not found,"['Industries', 'Aerospace and Defense']","ASTRA SPACE, INC.",7224
7607,Not found,USA,Not found,"['Industries', 'Retail', 'Capital Goods']",WESCO AIRCRAFT HOLDINGS,7216
7608,Not found,India,Not found,"['Utilities', 'Electric Utilities', 'Renewable Energy', 'Hydro-Electric Power', 'Solar Power']",SJVN,7216
7609,Not found,China,Not found,"['Consumer Cyclical', 'Home Furnishing']",ZHEJIANG YASHA DECORATION,7217
7610,Not found,China,Not found,"['Technology', 'Software and IT']",HANGZHOU LIANLUO INTERACTIVE INFORMATION TECHNOLOGY,7225
7611,Not found,Mexico,Not found,"['Healthcare', 'Pharmacy', 'Retail']",CORPORATIVO FRAGUA,7233
7612,Not found,Japan,1950,"['Industries', 'Metal Fabrication Products', 'Tools and Equipment', 'Conglomerate']",MITSUI MINING & SMELTING,7230
7613,Not found,Japan,Not found,"['Communication Services', 'Telecom']",JTOWER,7229
7614,Not found,USA,Not found,"['Technology', 'Software and IT', 'Communication Services']",AVAYA HOLDINGS,7232
7615,Not found,Japan,Not found,"['Industries', 'Tools and Equipment', 'Machinery Manufacturing']",OSG CORPORATION,7228
7616,Not found,Argentina,Not found,"['Basic Materials', 'Construction Materials', 'Cement', 'Capital Goods']",LOMA NEGRA COMPANIA INDUSTRIAL ARGENTINA SOCIEDAD ANONIMA,7231
7617,Not found,India,Not found,"['Basic Materials', 'Chemicals']",BALAJI AMINES,7227
7618,Not found,USA,Not found,['Shell Company'],ARES ACQUISITION CORP,7226
7619,Not found,USA,Not found,"['Consumer Cyclical', 'Retail']",1-800-FLOWERS.COM,7226
7620,Not found,China,Not found,"['Industries', 'Construction']",BEIJING SPC ENVIRONMENT PROTECTION TECH,7244
7621,Not found,Japan,Not found,"['Technology', 'Electronics', 'Capital Goods']",JAPAN AVIATION ELECTRONICS INDUSTRY,7242
7622,Not found,USA,Not found,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",SUPERNUS PHARMACEUTICALS,7241
7623,Not found,Thailand,Not found,"['Financial Services', 'Banking Services']",KIATNAKIN BANK PUBLIC COMPANY,7240
7624,Not found,UK,Not found,"['Energy', 'Oil and Gas']",NOBLE CORPORATION,7239
7625,Not found,USA,Not found,"['Shell Company', 'Software and IT']",ZETA GLOBAL HOLDINGS CORP.,7243
7626,Not found,Germany,1875,['Real Estate'],TAG COLONIA-IMMOBILIEN AG,7237
7627,Not found,Japan,Not found,"['Consumer Cyclical', 'Pharmaceutical', 'Gambling']",SANKYO,7236
7628,Not found,Spain,Not found,"['Industries', 'Construction', 'Infrastructure']",SACYR,7238
7629,Not found,China,Not found,"['Utilities', 'Gas Utilities']",SHANGHAI DAZHONG PUBLIC UTILITIES(GROUP),7235
7630,Not found,USA,Not found,"['Basic Materials', 'Mining', 'Metals', 'Aluminum']",CENTURY ALUMINUM COMPANY,7245
7631,Not found,UK,1966,['Real Estate'],ST.MODWEN PROPERTIES,7254
7632,Not found,USA,Not found,"['Electronics', 'Security Systems and Solutions', 'Home Improvement']","VIVINT SMART HOME, INC.",7250
7633,Not found,Saudi Arabia,Not found,"['Basic Materials', 'Cement', 'Construction Materials']",YANBU CEMENT COMPANY,7254
7634,Not found,India,Not found,"['Consumer Defensive', 'Food and Beverage', 'Beverages', 'Food Products', 'FMCG', 'Package Foods']",ZYDUS WELLNESS,7252
7635,Not found,Indonesia,Not found,"['Communication Services', 'Entertainment']",PT. MNC STUDIOS INTERNATIONAL,7247
7636,Not found,China,Not found,"['Basic Materials', 'Aluminum']",YECHIU METAL RECYCLING (CHINA) LTD.,7253
7637,Not found,USA,Not found,Not found,"FORGEROCK, INC.",7249
7638,Not found,China,Not found,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']",ZHOU HEI YA INTERNATIONAL HOLDINGS COMPANY,7251
7639,Not found,China,Not found,"['Communication Services', 'Gaming']",DALIAN ZEUS ENTERTAINMENT,7246
7640,Not found,China,Not found,"['Industries', 'Industry Machinery']",LUXIN VENTURE CAPITAL GROUP,7255
7641,Not found,China,Not found,"['Utilities', 'Electric Utilities']","SUWEN ELECTRIC ENERGY TECHNOLOGY CO.,LTD.",7264
7642,Not found,USA,Not found,"['Industries', 'Mining', 'Iron and Steel', 'Metals', 'Metal Fabrication Products']",CARPENTER TECHNOLOGY CORPORATION,7261
7643,Not found,China,Not found,"['Industries', 'Commodities Trading', 'Iron and Steel', 'Logistics']",MINMETALS DEVELOPMENT,7257
7644,Not found,China,Not found,"['Basic Materials', 'Iron and Steel']","XINJIANG BA YI IRON & STEEL CO.,LTD.",7256
7645,Not found,Italy,Not found,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']",ITALMOBILIARE,7262
7646,Not found,Australia,Not found,['Financial Services'],CREDIT CORP GROUP,7263
7647,Not found,China,Not found,"['Basic Materials', 'Chemicals']","JIANGSU SIDIKE NEW MATERIALS SCIENCE & TECHNOLOGY CO., LTD.",7259
7648,Not found,Brazil,1969,"['Basic Materials', 'Chemicals']",UNIPAR CARBOCLORO,7260
7649,Not found,South Korea,Not found,"['Industries', 'Construction Equipment', 'Power Equipment', 'Heavy Machinery', 'Machinery Manufacturing', 'Robotics', 'Automation', 'Conglomerate']",DOOSAN CORPORATION,7258
7650,Not found,China,Not found,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",YIPINHONG PHARMACEUTICAL,7265
7651,Not found,USA,Not found,"['Healthcare', 'Pharmaceutical', 'Biotechnology', 'Technology', 'HealthCare Products', 'Medical Equipment']",NANOSTRING TECHNOLOGIES,7274
7652,Not found,China,Not found,"['Real Estate', 'Construction', 'Property Investments', 'Commercial Properties']",GUANGZHOU R&F PROPERTIES,7272
7653,Not found,USA,Not found,"['Healthcare', 'Biotechnology']","ERASCA, INC.",7273
7654,Not found,Taiwan,Not found,"['Consumer Cyclical', 'Automobile']",YULON MOTOR COMPANY,7268
7655,Not found,Canada,1996,"['Healthcare', 'Pharmaceutical', 'Biotechnology', 'Biopharmaceutical', 'HealthCare Products']",XENON PHARMACEUTICALS,7271
7656,Not found,China,Not found,"['Consumer Defensive', 'Animal Feed', 'Meat / Poultry / Fish / Chicken', 'Trading', 'Farming / Seeds / Milling']",LIAONING WELLHOPE AGRI-TECH JOINT STOCK,7270
7657,Not found,China,Not found,"['Basic Materials', 'Iron and Steel']","HANG XIAO STEEL STRUCTURE CO., LTD.",7269
7658,Not found,USA,Not found,"['Energy', 'Oil and Gas']",GULFPORT ENERGY CORPORATION,7267
7659,Not found,China,Not found,"['Energy', 'Oil and Gas']",NANJING TANKER CORPORATION,7266
7660,Not found,Chile,Not found,"['Utilities', 'Electric Utilities', 'Electricity Generation', 'Power Generation', 'Renewable Energy']",ENEL GENERACION CHILE,7275
7661,Not found,Japan,1974,"['Industries', 'Outsourcing and Staffing']",MEITEC CORPORATION,7283
7662,Not found,China,Not found,"['Industries', 'Aerospace and Defense']",SICHUAN HAITE HIGH-TECH,7281
7663,Not found,USA,Not found,"['Communication Services', 'Internet or Mobile App Based Business', 'Advertising']",TABOOLA.COM LTD.,7277
7664,Not found,UK,Not found,"['Communication Services', 'Internet or Mobile App Based Business']",MONEYSUPERMARKET.COM GROUP,7278
7665,Not found,China,Not found,"['Industries', 'Industry Machinery']",CHINA HARZONE INDUSTRY LTD,7284
7666,Not found,Malaysia,Not found,"['Consumer Defensive', 'Alcoholic Beverages', 'Beverages']",HEINEKEN MALAYSIA BERHAD,7282
7667,Not found,India,Not found,['Financial Services'],SHRIRAM CITY UNION FINANCE,7276
7668,Not found,Japan,Not found,"['Consumer Defensive', 'Cosmetics', 'FMCG', 'Pharmaceutical']",NOEVIR HOLDINGS,7279
7669,Not found,Greece,Not found,"['Industries', 'Transportation', 'Marine Transportation', 'Shipping']",COSTAMARE,7280
7670,Not found,Bermuda,Not found,"['Energy', 'Transportation', 'Marine Transportation', 'Oil and Gas']",FRONTLINE,7285
7671,Not found,China,Not found,"['Basic Materials', 'Chemicals']",HUNAN KAIMEITE GASES,7289
7672,Not found,Israel,Not found,"['Technology', 'Computers Hardware']",STRATASYS,7286
7673,Not found,USA,2014,"['Industries', 'Paper and Pulp', 'Consumer Services', 'Conglomerate']",VERITIV CORPORATION,7287
7674,Not found,China,Not found,"['Technology', 'Electronics']","SHENZHEN XINHAO PHOTOELECTRICITY TECHNOLOGY CO.,LTD",7288
7675,Not found,China,Not found,"['Communication Services', 'Entertainment']",ALPHA GROUP,7290
7676,Not found,New Zealand,Not found,"['Consumer Cyclical', 'Casinos', 'Hotels', 'Entertainment', 'Gaming']",SKYCITY ENTERTAINMENT GROUP,7293
7677,Not found,Japan,Not found,"['Real Estate', 'Property Investments']",NIPPON REIT INVESTMENT CORPORATION,7292
7678,Not found,USA,Not found,"['Energy', 'Oil and Gas']",CNX MIDSTREAM PARTNERS LP,7286
7679,Not found,USA,Not found,"['Industries', 'Aircrafts', 'Aircraft Parts', 'Capital Goods', 'Aerospace and Defense', 'Missiles', 'Satellites']",AEROVIRONMENT,7291
7680,Not found,New Zealand,1993,"['Utilities', 'Electric Utilities', 'Electricity Generation', 'Power Generation', 'Gas Supply', 'Telecom', 'Internet Providers', 'Communication Services', 'Fixed Line Service', 'Conglomerate', 'Renewable Energy']",TRUSTPOWER,7294
7681,Not found,Canada,2005,"['Artificial Intelligence', 'Technology', 'Software and IT']",COVEO,7299
7682,Not found,UK,1977,Not found,MORGAN SINDALL GROUP,7299
7683,Not found,Lithuania,2008,Not found,VINTED,7299
7684,Not found,Germany,2011,Not found,DEPOSIT SOLUTIONS,7299
7685,Not found,China,Not found,"['Industries', 'Semiconductors', 'Electronics', 'Processors / Chips', 'Electrical Products']",FOCUS LIGHTINGS TECH,7298
7686,Not found,Japan,Not found,"['Industries', 'Construction']",KANDENKO,7296
7687,Not found,Russia,Not found,"['Financial Services', 'Banking Services']",ROSBANK,7297
7688,Not found,USA,2013,"['Travel and Transport', 'Airlines', 'Aviation']",WHEELS UP,7299
7689,Not found,Japan,Not found,"['Real Estate', 'Property Investments', 'Commercial Properties']",JAPAN EXCELLENT,7295
7690,Not found,Germany,Not found,"['Industries', 'Retail', 'Logistics', 'Commodities Trading', 'Conglomerate', 'Renewable Energy']",BAYWA,7300
7691,Not found,China,Not found,"['Technology', 'Communications Equipment']",HYTERA COMMUNICATIONS CORPORATION,7308
7692,Not found,South Korea,Not found,"['Consumer Defensive', 'Food and Beverage', 'Beverages', 'Food Products', 'FMCG', 'Package Foods']",NONGSHIM,7302
7693,Not found,Hong Kong,1961,['Real Estate'],KOWLOON DEVELOPMENT COMPANY,7309
7694,Not found,India,Not found,"['Technology', 'Electronics', 'Consumer Durables', 'Consumer Electronics']",AMBER ENTERPRISES INDIA,7306
7695,Not found,USA,Not found,['Real Estate'],CENTERSPACE,7307
7696,Not found,USA,Not found,"['Financial Services', 'Asset Management']",NUVEEN S&P 500 BUY-WRITE INCOME FUND,7301
7697,Not found,Switzerland,Not found,"['Industries', 'Building Products and Equipment', 'Construction Materials']",ARBONIA AG,7305
7698,Not found,China,Not found,"['Consumer Cyclical', 'Textile']",BILLION INDUSTRIAL HOLDINGS,7304
7699,Not found,Qatar,1999,['Real Estate'],UNITED DEVELOPMENT COMPANY,7303
7700,Not found,USA,1999,"['Financial Services', 'Banking Services']",THE BANCORP,7310
7701,Not found,USA,Not found,"['Healthcare', 'Biotechnology']","VERVE THERAPEUTICS, INC.",7318
7702,Not found,China,Not found,"['Consumer Cyclical', 'Gaming', 'Entertainment', 'Leisure']",SHANGHAI YAOJI TECHNOLOGY,7315
7703,Not found,Australia,Not found,['Financial Services'],LATITUDE GROUP HOLDINGS LIMITED,7317
7704,Not found,China,Not found,"['Technology', 'Software and IT']",FUJIAN BOSS SOFTWARE,7316
7705,Not found,Costa Rica,Not found,"['Healthcare', 'Medical Equipment']",ESTABLISHMENT LABS HOLDINGS,7319
7706,Not found,China,Not found,"['Healthcare', 'Biotechnology']","HAINAN HULUWA PHARMACEUTICAL GROUP CO., LTD.",7314
7707,Not found,China,Not found,"['Consumer Defensive', 'Alcoholic Beverages', 'Beverages']",QINGHAI HUZHU BARLEY WINE,7311
7708,Not found,China,Not found,"['Industries', 'Industry Machinery']",BAODING TIANWEI BAOBIAN ELECTRIC,7313
7709,Not found,China,Not found,"['Technology', 'Software and IT']",GENIMOUS TECHNOLOGY,7312
7710,Not found,Taiwan,Not found,"['Technology', 'Electronics', 'Semiconductors']",GREATEK ELECTRONICS,7320
7711,Not found,Japan,Not found,"['Consumer Cyclical', 'Retail', 'Department Stores']",TAKASHIMAYA COMPANY,7325
7712,Not found,Japan,Not found,['Financial Services'],AIFUL CORPORATION,7329
7713,Not found,Thailand,Not found,"['Utilities', 'Electricity Generation']",BANPU POWER PUBLIC COMPANY,7323
7714,Not found,China,Not found,"['Industries', 'Industry Machinery']",GUANGZHOU KDT MACHINERY,7324
7715,Not found,China,Not found,"['Basic Materials', 'Chemicals']",LIAONING OXIRANCHEM,7327
7716,Not found,China,Not found,"['Industries', 'Electrical Products']",SHENZHEN WOER HEAT-SHRINKABLE MATERIAL,7326
7717,Not found,China,Not found,"['Consumer Cyclical', 'Retail', 'eCommerce']","SHANGHAI LILY&BEAUTY COSMETICS CO.,LTD.",7328
7718,Not found,China,Not found,"['Industries', 'Heavy Machinery']",HBIS RESOURCES,7321
7719,Not found,Hong Kong,1981,"['Consumer Defensive', 'FMCG', 'Package Foods', 'Food Products']",FIRST PACIFIC COMPANY,7322
7720,Not found,China,Not found,"['Technology', 'Electronics']",LEEDARSON IOT TECHNOLOGY INC.,7330
