categories,change(1day),change(1year),code,country,marketcap,name,rank,sharePrice
"['Telecommunication', 'Tech', 'Aerospace']",-6.78%,-51.13%,ASTS,USA,$0.90 B,AST SpaceMobile,4697,$4.54
"['OilGasEquipmentServices', 'OilGas', 'Energy']",-3.71%,83.69%,HLX,USA,$0.90 B,Helix Energy Solutions,4698,$5.97
"['Software', 'Tech']",-4.96%,-49.61%,SUMO,USA,$0.90 B,Sumo Logic,4696,$7.67
"['Hotels', 'Travel']",-0.26%,44.16%,CHALET.NS,India,$0.91 B,Chalet Hotels,4694,$4.44
"['Chemicals', 'Fertilizercompanies']",0.11%,70.10%,RCF.NS,India,$0.90 B,Rashtriya Chemicals and Fertilizers,4695,$1.65
['Tires'],-0.36%,49.73%,CEATLTD.NS,India,$0.91 B,CEAT,4693,$22.52
"['Airlines', 'Travel', 'Transportation']",-2.54%,-56.46%,SKYW,USA,$0.91 B,SkyWest,4692,$18.01
[],0.44%,-32.03%,CMCO,USA,$0.91 B,Columbus McKinnon,4690,$31.87
[],0.00%,-9.26%,NBG6.F,Germany,$0.91 B,Nürnberger Versicherung,4688,$78.86
[],0.25%,30.39%,WTTR,USA,$0.91 B,Select Energy Services,4691,$7.98
['MediaPress'],-2.47%,-62.67%,IHRT,USA,$0.91 B,iHeartMedia,4689,$7.50
['Food'],0.00%,-57.08%,BGS,USA,$0.91 B,B&G Foods,4686,$12.77
"['Semiconductors', 'Tech', 'TechHardware', 'Lidar', 'Autonomousdriving']",-2.40%,-46.17%,INDI,USA,$0.91 B,indie Semiconductor,4687,$7.31
[],0.66%,-29.76%,SHEN,USA,$0.91 B,Shentel,4685,$18.29
"['Tech', 'Financialservices']",-0.60%,-57.04%,PRG,USA,$0.91 B,PROG Holdings,4684,$18.32
"['Realestate', 'Investment', 'REITs', 'Hotels', 'Travel']",0.26%,-17.13%,INN,USA,$0.83 B,Summit Hotel Properties,4800,$7.79
"['Semiconductors', 'Tech', 'TechHardware']",0.31%,-38.07%,ICHR,USA,$0.83 B,Ichor Systems,4798,$28.95
"['Pharmaceuticals', 'Biotech', 'Chemicals']",-3.27%,-82.07%,PPGN.SW,Switzerland,$0.83 B,PolyPeptide Group,4799,$25.18
"['Biotech', 'Medicaldevices']",0.88%,-13.70%,VRAY,USA,$0.83 B,ViewRay,4797,$4.60
['Food'],-5.37%,-83.92%,OTLY,Sweden,$0.83 B,Oatly,4796,$1.41
"['Tech', 'Internet']",-9.72%,-80.85%,ZH,China,$0.83 B,Zhihu,4795,$1.30
"['Telehealth', 'Healthcare', 'Tech', 'Internet']",-1.41%,-47.24%,TTALO.HE,Finland,$0.83 B,Terveystalo,4794,$6.60
"['Banks', 'Financialservices']",4.00%,-43.93%,FFWM,USA,$0.83 B,First Foundation,4793,$14.82
"['Banks', 'Financialservices']",-1.16%,8.01%,CTBI,USA,$0.83 B,Community Trust Bancorp,4792,$46.67
"['Banks', 'Financialservices']",-1.51%,-10.64%,QCRH,USA,$0.83 B,QCR Holdings,4791,$49.53
"['OilGas', 'Energy']",-0.81%,51.98%,CJ.TO,Canada,$0.83 B,Cardinal Energy,4789,$5.38
"['AssetManagement', 'Investment']",-0.31%,-17.14%,BCSF,USA,$0.83 B,Bain Capital,4790,$12.96
[],-0.52%,0.23%,CERA.NS,India,$0.83 B,Cera Sanitaryware,4788,$64.44
['Realestate'],0.00%,-58.99%,P1Z.VI,Germany,$0.83 B,Patrizia Immobilien,4787,$9.58
"['Restaurantchains', 'Food']",2.53%,-32.86%,FWRG,USA,$0.83 B,First Watch Restaurant,4786,$14.18
"['Software', 'Tech', 'Financialservices']",-2.17%,-44.58%,RSKD,Israel,$0.83 B,Riskified,4785,$4.96
['Glassware'],-1.73%,-14.91%,BORORENEW.NS,India,$0.84 B,Borosil,4784,$6.45
"['Videogames', 'Entertainment']",5.69%,-38.27%,1119.HK,China,$0.76 B,iDreamSky,4899,$0.50
"['Software', 'Tech']",2.83%,-51.73%,WKME,Israel,$0.76 B,WalkMe,4900,$9.09
"['Mining', 'Goldmining']",-0.88%,-23.13%,NFGC,Canada,$0.77 B,New Found Gold,4898,$4.52
['Chemicals'],-1.84%,-7.87%,WLKP,USA,$0.77 B,Westlake Chemical Partners,4896,$21.89
"['Videogames', 'Tech', 'Entertainment']",-0.12%,-43.70%,TM17.L,UK,$0.77 B,Team17,4895,$5.23
"['Semiconductors', 'Tech', 'TechHardware']",-0.94%,-74.51%,SGH,USA,$0.77 B,SMART Global Holdings,4897,$15.85
"['Realestate', 'Investment', 'REITs']",1.48%,-16.62%,GOOD,USA,$0.77 B,Gladstone Commercial,4894,$19.16
['Agriculture'],-1.44%,-13.06%,BIOX,Argentina,$0.77 B,Bioceres Crop Solutions,4892,$12.31
['Aerospace'],1.28%,-30.47%,TGI,USA,$0.77 B,Triumph Group,4893,$11.89
"['Banks', 'Financialservices']",-3.11%,48.73%,AMAL,USA,$0.77 B,Amalgamated Financial,4890,$25.24
"['EVcharging', 'Electricity', 'Energy']",2.11%,-70.64%,ALLG,Netherlands,$0.77 B,Allego,4891,$2.91
"['REITs', 'Realestate', 'Investment']",1.56%,-42.55%,ARR,USA,$0.77 B,ARMOUR Residential REIT,4889,$5.86
['Advertising'],-2.25%,-9.35%,BOC,USA,$0.77 B,Boston Omaha,4888,$26.08
"['Financialservices', 'Investment', 'AssetManagement']",0.00%,-16.64%,WETF,USA,$0.77 B,WisdomTree Investments,4886,$5.26
"['Food', 'Retail', 'SupermarketChains']",0.85%,-23.07%,SLIGR.AS,Netherlands,$0.77 B,Sligro Food,4887,$17.41
[],-2.69%,29.29%,RICK,USA,$0.77 B,RCI Hospitality Holdings,4885,$84.01
[],0.63%,-40.08%,YEXT,USA,$0.77 B,Yext,4884,$6.37
"['Realestate', 'Investment', 'REITs']",-0.76%,-24.15%,AX-UN.TO,Canada,$0.77 B,Artis REIT,4883,$6.72
"['Entertainment', 'Gambling', 'Internet']",-1.40%,-80.09%,RSI,USA,$0.77 B,Rush Street Interactive,4881,$3.53
[],-1.34%,1.86%,NX,USA,$0.77 B,Quanex Building Products,4882,$23.49
[],0.51%,-77.03%,CRNC,USA,$0.70 B,Cerence,5000,$17.67
['Football'],2.19%,-45.83%,JUVE.MI,Italy,$0.70 B,Juventus Turin,4997,$0.26
"['Tech', 'Bitcoin', 'Bitcoinmining']",-3.65%,-85.78%,RIOT,USA,$0.70 B,Riot Blockchain,4999,$4.22
"['Pharmaceuticals', 'Biotech']",0.97%,-36.70%,PROC,Luxembourg,$0.70 B,Procaps Group,4998,$6.26
"['Biotech', 'Pharmaceuticals']",-0.45%,3.08%,PNT,USA,$0.70 B,POINT Biopharma,4996,$6.70
"['Software', 'Tech']",0.82%,-78.82%,EXFY,USA,$0.70 B,Expensify,4995,$8.57
['Chemicals'],-5.27%,-74.09%,SYNT.L,UK,$0.70 B,Synthomer,4994,$1.49
"['Pharmaceuticals', 'Biotech']",-6.00%,-35.62%,DSGN,USA,$0.70 B,Design Therapeutics,4993,$12.69
['HomeKitchenAppliances'],0.20%,-31.91%,ORIENTELEC.NS,India,$0.71 B,Orient Electric,4992,$3.35
"['Medicaldevices', 'DiagnosticsandTesting']",1.03%,-62.61%,HSKA,USA,$0.71 B,Heska Corporation,4990,$65.69
[],0.33%,-39.82%,GRC,USA,$0.71 B,Gorman-Rupp,4991,$27.25
"['OilGas', 'Energy']",6.20%,-93.84%,ORRON.ST,Sweden,$0.71 B,Orrön Energy,4988,$2.46
"['Advertising', 'Internet', 'Software', 'Tech']",-6.54%,-64.43%,PUBM,USA,$0.71 B,PubMatic,4987,$13.57
"['Energy', 'Renewableenergy', 'Electricity']",0.98%,-80.66%,ITM.L,UK,$0.71 B,ITM Power,4989,$1.11
[],0.59%,32.66%,SXC,USA,$0.71 B,SunCoke Energy,4985,$8.57
"['Financialservices', 'Tech', 'Internet']",-8.21%,-40.31%,NRDS,USA,$0.71 B,NerdWallet,4986,$9.61
['Advertising'],-1.83%,-71.66%,ADV,USA,$0.68 B,Advantage Solutions,5034,$2.14
"['EVcharging', 'Electricity', 'Energy']",-10.59%,-65.05%,WBX,Spain,$0.71 B,Wallbox,4984,$4.39
[],-2.72%,-76.99%,AUPH,Canada,$0.66 B,Aurinia Pharmaceuticals,5075,$4.65
"['Mining', 'SilverMining']",6.90%,-21.79%,EXK,Canada,$0.64 B,Endeavour Silver,5100,$3.41
"['Realestate', 'Investment', 'REITs']",-0.31%,-18.87%,INDT,USA,$0.64 B,INDUS Realty Trust,5099,$63.58
"['ECommerce', 'Internet', 'Tech']",0.23%,-78.62%,BIGC,USA,$0.64 B,BigCommerce,5098,$8.82
['Mining'],0.52%,-58.51%,SLI,Canada,$0.65 B,Standard Lithium,5097,$3.90
"['Pharmaceuticals', 'Biotech']",-2.24%,-63.89%,ALVR,USA,$0.65 B,AlloVir,5094,$6.99
"['StaffingEmploymentServices', 'Professionalservices']",-2.40%,-26.17%,TBI,USA,$0.65 B,TrueBlue,5096,$19.89
['Construction'],-0.42%,-46.55%,AEDAS.MC,Spain,$0.65 B,Aedas Homes,5095,$14.78
"['Pharmaceuticals', 'Biotech']",-1.20%,-31.42%,TNGX,USA,$0.65 B,Tango Therapeutics,5093,$7.40
['Mining'],15.22%,"1,902.78%",PMET.V,Canada,$0.65 B,Patriot Battery Metals,5092,$7.21
"['Clothing', 'Retail']",1.69%,-53.11%,GIII,USA,$0.65 B,G-III Apparel Group,5089,$13.81
"['OilGas', 'Energy']",-2.96%,70.48%,SD,USA,$0.65 B,SandRidge Energy,5091,$17.73
['Utilitycompanies'],0.13%,-4.87%,YORW,USA,$0.65 B,York Water,5090,$45.87
"['Electricity', 'Energy']",0.96%,11.76%,RPOWER.NS,India,$0.65 B,Reliance Power,5088,$0.19
"['Financialservices', 'Investment']",2.15%,-52.35%,ENFN,USA,$0.65 B,Enfusion,5086,$9.52
"['Mining', 'Goldmining']",3.50%,-1.99%,MMX,Canada,$0.65 B,Maverix Metals,5087,$4.44
"['Software', 'Tech']",0.77%,-39.19%,MASTEK.NS,India,$0.65 B,Mastek,5085,$21.83
"['Pharmaceuticals', 'Tech']",0.91%,-10.08%,ANIP,USA,$0.65 B,ANI Pharmaceuticals,5084,$37.65
"['Footwear', 'Retail']",-1.22%,-39.89%,SCVL,USA,$0.65 B,Shoe Carnival,5082,$24.22
"['Transportation', 'Courier']",-2.07%,-44.66%,PBI,USA,$0.65 B,Pitney Bowes,5083,$3.78
"['Biotech', 'Pharmaceuticals']",2.94%,-53.24%,GHRS,Ireland,$0.58 B,GH Research,5200,$11.20
"['Software', 'Tech']",-3.30%,-49.39%,AUDC,Israel,$0.58 B,AudioCodes,5199,$17.85
['Healthcare'],4.50%,-69.39%,ACCD,USA,$0.58 B,Accolade,5197,$8.12
"['Videogames', 'Entertainment']",3.77%,-48.78%,0302.HK,China,$0.58 B,CMGE Technology Group,5198,$0.21
[],3.58%,20.00%,GPIL.NS,India,$0.58 B,Godawari Power & Ispat,5195,$4.14
"['Aerospace', 'Electronics']",1.30%,4.80%,DCO,USA,$0.58 B,Ducommun,5196,$48.29
[],6.68%,-73.05%,HCAT,USA,$0.58 B,Health Catalyst,5194,$10.70
"['OilGas', 'Energy']",-1.67%,-13.84%,BRY,USA,$0.58 B,Berry Corporation,5192,$7.66
"['Realestate', 'Financialservices']",2.16%,-39.92%,TRTX,USA,$0.58 B,TPG Real Estate Finance Trust,5193,$7.57
['Pharmaceuticals'],2.01%,-28.76%,HIKAL.NS,India,$0.58 B,Hikal,5191,$4.78
"['ECommerce', 'Financialservices', 'Tech']",0.85%,-60.38%,INFIBEAM.NS,India,$0.58 B,Infibeam Avenues,5190,$0.21
['GlovesPPE'],0.00%,-73.53%,5168.KL,Malaysia,$0.58 B,Hartalega,5189,$0.36
[],0.93%,-55.56%,MOR,Germany,$0.59 B,Morphosys,5188,$4.32
"['Batteries', 'Electricity']",1.06%,-73.29%,MVST,USA,$0.59 B,Microvast,5187,$1.91
"['Retail', 'Clothing']",2.08%,12.46%,PDSMFL.NS,India,$0.59 B,PDS Multinational,5186,$22.65
"['Banks', 'Financialservices']",0.26%,113.48%,KTKBANK.NS,India,$0.59 B,Karnataka Bank,5184,$1.90
"['Mining', 'Goldmining']",4.05%,-21.96%,DRD,South Africa,$0.59 B,DRDGOLD,5183,$6.93
"['ScientificTechnicalInstruments', 'Tech']",-2.33%,-55.64%,FARO,USA,$0.59 B,Faro Technologies,5185,$31.47
['Chemicals'],-6.67%,-6.85%,SIM0.F,Germany,$0.52 B,Simona,5299,$88.32
"['Banks', 'Financialservices']",0.06%,6.21%,MOFG,USA,$0.52 B,MidWestOne Financial Group,5300,$33.87
"['Videogames', 'Tech']",0.00%,-1.45%,MYPS,USA,$0.52 B,Playstudios,5298,$4.08
"['Videogames', 'Entertainment', 'Tech']",-2.91%,-45.97%,FDEV.L,UK,$0.53 B,Frontier Developments,5297,$13.00
"['Restaurantchains', 'Food']",-2.49%,3.55%,CHUY,USA,$0.53 B,Chuy's,5294,$29.74
"['OilGas', 'Energy']",-0.61%,53.75%,EGY,USA,$0.53 B,Vaalco Energy,5295,$4.92
[],6.45%,-37.49%,OLECTRA.NS,India,$0.53 B,Olectra Greentech,5296,$6.47
"['Pharmaceuticals', 'Biotech']",3.95%,4.83%,AVDL,Ireland,$0.53 B,Avadel Pharmaceuticals,5293,$8.68
"['3DPrinting', 'Software', 'Tech']",0.89%,-61.59%,MTLS,Belgium,$0.53 B,Materialise NV,5292,$9.08
['Insurance'],2.71%,13.32%,TIPT,USA,$0.53 B,Tiptree,5290,$14.80
"['Investment', 'AssetManagement']",-0.04%,-10.59%,DHIL,USA,$0.53 B,Diamond Hill Investment Group,5289,$177.92
"['Biotech', 'Pharmaceuticals']",-0.06%,,HLVX,USA,$0.53 B,HilleVax,5291,$16.09
['Agriculture'],-1.89%,-62.96%,BHIL,USA,$0.53 B,Benson Hill,5288,$2.60
['AutomotiveSuppliers'],0.05%,-11.78%,VARROC.NS,India,$0.53 B,Varroc,5285,$3.52
['Medicaldevices'],2.27%,9.83%,ZYXI,USA,$0.53 B,Zynex,5287,$13.96
"['Healthcare', 'Insurance']",-4.84%,-79.18%,BHG,USA,$0.53 B,Bright Health,5284,$0.86
"['Aircraftmanufacturers', 'Manufacturing', 'Aerospace']",-2.21%,-66.00%,ACHR,USA,$0.53 B,Archer Aviation,5286,$2.21
[],-5.42%,-69.28%,FLWS,USA,$0.54 B,1-800-Flowers,5283,$8.38
"['Steelproducers', 'Steelindustry']",-0.65%,16.19%,MIDHANI.NS,India,$0.54 B,Mishra Dhatu Nigam,5282,$2.87
[],-1.80%,-59.49%,VIH1.F,Germany,$0.54 B,VIB Vermögen,5281,$19.50
[],-0.98%,75.61%,SAFARI.NS,India,$0.47 B,Safari Industries India,5400,$20.02
"['Restaurantchains', 'Food']",4.77%,55.99%,2753.TW,Taiwan,$0.47 B,Bafang Yunji,5399,$7.16
[],-2.19%,-8.66%,DXPE,USA,$0.47 B,DXP Enterprises,5398,$25.43
"['Banks', 'Financialservices']",-0.82%,-13.02%,FSBC,USA,$0.47 B,Five Star Bancorp,5397,$27.72
['Medicaldevices'],-0.90%,-35.29%,INGN,USA,$0.48 B,Inogen,5393,$20.96
[],-0.75%,41.84%,SCHNEIDER.NS,India,$0.47 B,Schneider Electric Infrastructure,5395,$2.00
"['Videogames', 'Entertainment']",-0.75%,-15.50%,ROVIO.HE,Finland,$0.47 B,Rovio Entertainment,5396,$6.27
"['Pharmaceuticals', 'Biotech']",-6.18%,-51.00%,MESO,Australia,$0.47 B,Mesoblast,5394,$3.19
"['Pharmaceuticals', 'Biotech']",-2.23%,-52.05%,KZR,USA,$0.48 B,Kezar Life Sciences,5392,$7.03
"['Tech', 'Lidar', 'TechHardware', 'Autonomousdriving']",1.40%,-58.81%,MVIS,USA,$0.48 B,Microvision,5391,$2.90
['ElectricVehicles'],-4.63%,-57.59%,HYLN,USA,$0.48 B,Hyliion,5390,$2.68
"['DiagnosticsandTesting', 'Biotech']",0.23%,-68.89%,QTRX,USA,$0.48 B,Quanterix,5389,$13.03
['Medicaldevices'],-6.67%,-48.21%,NNOX,Israel,$0.48 B,Nano-X Imaging,5388,$9.24
"['Videogames', 'Tech', 'Esports']",-1.10%,-52.06%,NAZARA.NS,India,$0.48 B,Nazara Technologies,5387,$7.33
"['Software', 'Tech']",10.41%,-77.78%,SMRT,USA,$0.48 B,SmartRent,5386,$2.44
[],-1.96%,-16.57%,NPK,USA,$0.48 B,National Presto Industries,5385,$68.60
"['Maritimetransportation', 'Transportation', 'OilGas', 'Energy']",-3.42%,116.92%,TNP,Greece,$0.48 B,Tsakos Energy Navigation,5384,$16.92
['Retail'],0.00%,-66.67%,ACES.JK,Indonesia,$0.48 B,Ace Hardware Indonesia,5383,$0.03000
['Medicaldevices'],0.58%,-22.96%,ANIK,USA,$0.45 B,Anika Therapeutics,5443,$31.00
[],0.97%,8.99%,TINPLATE.NS,India,$0.41 B,The Tinplate Company Of India,5500,$4.00
"['Electronics', 'Manufacturing']",1.13%,172.30%,BELFB,USA,$0.42 B,Bel Fuse,5498,$34.01
['Financialservices'],-4.19%,-68.74%,WRLD,USA,$0.42 B,World Acceptance Corporation,5497,$67.20
"['Pharmaceuticals', 'Biotech']",9.67%,-64.77%,RANI,USA,$0.42 B,Rani Therapeutics,5499,$8.28
"['Banks', 'Financialservices']",-0.37%,-12.03%,EBTC,USA,$0.42 B,Enterprise Bancorp,5496,$34.87
"['Pharmaceuticals', 'Biotech']",-3.41%,,VIGL,USA,$0.42 B,Vigil Neuroscience,5495,$11.89
['Construction'],-0.59%,112.09%,POWERMECH.NS,India,$0.42 B,Power Mech Projects,5494,$28.78
"['Semiconductors', 'Tech']",-1.75%,-48.55%,XPER,USA,$0.42 B,Xperi,5492,$10.13
['Construction'],2.46%,-38.61%,BZH,USA,$0.42 B,Beazer Homes USA,5493,$13.72
[],-1.53%,-35.02%,MAHLOG.NS,India,$0.42 B,Mahindra Logistics,5491,$5.92
"['Hotels', 'Travel']",0.05%,-30.88%,BVH,USA,$0.42 B,Bluegreen Vacations,5489,$21.89
"['Software', 'Tech']",-2.54%,-51.27%,DMRC,USA,$0.43 B,Digimarc,5487,$21.50
['MediaPress'],-0.57%,-28.01%,EVC,USA,$0.42 B,Entravision Communications,5490,$5.27
"['Goldmining', 'SilverMining', 'Mining']",4.24%,-39.47%,SKE,Canada,$0.43 B,Skeena Resources,5486,$5.66
"['Videogames', 'Tech', 'Entertainment']",1.16%,-67.07%,263750.KQ,South Korea,$0.42 B,Pearl Abyss,5488,$32.94
['Footwear'],-1.58%,164.93%,MIRZAINT.NS,India,$0.43 B,Mirza International,5485,$3.55
"['Genetherapy', 'Genomics', 'Pharmaceuticals', 'Biotech']",3.93%,-27.77%,PSTX,USA,$0.43 B,Poseida Therapeutics,5484,$5.02
['Clothing'],-0.83%,-35.42%,TCNSBRANDS.NS,India,$0.43 B,TCNS Clothing,5483,$7.00
"['Energy', 'Renewableenergy']",-1.44%,-72.42%,NRGV,USA,$0.37 B,Energy Vault,5600,$2.73
['Telecommunication'],-1.80%,-8.99%,3B7.F,Sweden,$0.37 B,Bahnhof AB,5598,$3.44
['Clothing'],1.00%,-63.18%,KKCL.NS,India,$0.37 B,Kewal Kiran Clothing,5599,$6.13
"['Pharmaceuticals', 'Biotech']",-3.36%,-49.87%,NKTX,USA,$0.37 B,Nkarta,5597,$7.76
"['REITs', 'Realestate', 'Investment']",-2.04%,-2.56%,HT,USA,$0.37 B,Hersha Hospitality Trust,5596,$9.14
['Telecommunication'],-7.00%,-59.50%,RBBN,USA,$0.37 B,Ribbon Communications,5594,$2.26
[],-0.94%,-43.96%,JCHAC.NS,India,$0.37 B,JCI Hitachi India,5595,$13.96
[],1.17%,,FEAM,USA,$0.38 B,5E Advanced Materials,5593,$8.66
"['WasteRecycling', 'Software', 'Tech']",-1.67%,,RBT,USA,$0.38 B,Rubicon Technologies,5592,$2.36
"['Pharmaceuticals', 'Biotech']",-7.50%,-35.40%,KPTI,USA,$0.38 B,Karyopharm Therapeutics,5591,$4.69
"['Pharmaceuticals', 'Biotech']",-1.50%,-44.36%,AVIR,USA,$0.38 B,Atea Pharmaceuticals,5589,$4.59
[],3.50%,-87.39%,SWIM,USA,$0.38 B,Latham Group,5590,$3.25
"['REITs', 'Realestate', 'Investment']",1.56%,2.85%,BRT,USA,$0.38 B,BRT Apartments,5587,$20.19
"['Banks', 'Financialservices']",0.02%,-20.90%,SFST,USA,$0.38 B,Southern First Bancshares,5588,$47.81
['Retail'],-2.25%,-82.92%,BBBY,USA,$0.38 B,Bed Bath & Beyond,5586,$3.27
['Construction'],-1.85%,-44.14%,TPC,USA,$0.38 B,Tutor Perini,5585,$7.44
['Medicaldevices'],8.22%,18.02%,RXST,USA,$0.38 B,RxSight,5584,$13.82
['Education'],-0.67%,-32.11%,GOTU,China,$0.38 B,Gaotu Techedu,5582,$1.48
['Mining'],-2.73%,51.90%,NC,USA,$0.33 B,NACCO Industries,5700,$45.19
"['CruiseLines', 'Transportation', 'Travel', 'Maritimetransportation']",-0.20%,-13.33%,T5N.F,Estonia,$0.38 B,Tallink Grupp,5583,$0.52
"['Cement', 'Buildingmaterials']",3.12%,-23.81%,ORIENTCEM.NS,India,$0.33 B,Orient Cement,5699,$1.60
"['Videogames', 'Entertainment']",-0.86%,-22.90%,300467.SZ,China,$0.33 B,Sichuan Xunyou Network Technology,5697,$1.65
"['Pharmaceuticals', 'Biotech']",-2.19%,23.45%,ARDX,USA,$0.33 B,Ardelyx,5696,$1.79
"['Pharmaceuticals', 'Biotech']",-2.96%,12.93%,CBAY,USA,$0.33 B,CymaBay Therapeutics,5698,$3.93
['Entertainment'],-7.55%,140.00%,LPTV,USA,$0.33 B,Loop Media,5694,$6.00
"['LEDLightingManufacturers', 'Manufacturing']",2.27%,72.91%,LYTS,USA,$0.33 B,LSI Industries,5693,$12.19
"['Pharmaceuticals', 'Biotech']",-4.79%,-72.67%,CNTA,UK,$0.33 B,Centessa Pharmaceuticals,5692,$3.58
[],-2.52%,-51.53%,PETQ,USA,$0.33 B,PetIQ,5695,$11.22
[],2.97%,-25.78%,SURYAROSNI.NS,India,$0.33 B,Surya Roshni,5691,$6.22
"['REITs', 'Realestate', 'Investment']",-0.95%,-25.08%,AFCG,USA,$0.34 B,AFC Gamma,5690,$16.70
"['Alcoholicbeverages', 'Beverages']",-2.24%,-9.72%,CSW-A.TO,Canada,$0.34 B,Corby Spirit and Wine,5688,$12.17
"['Realestate', 'Financialservices']",0.46%,-46.85%,GPMT,USA,$0.34 B,Granite Point Mortgage Trust,5689,$6.50
"['Telecommunicationsequipment', 'Networkinghardware']",-2.73%,-21.45%,DZSI,USA,$0.34 B,DZS Inc,5686,$11.06
"['Videogames', 'Tech', 'Entertainment']",-2.40%,-33.47%,DIB.MI,Italy,$0.34 B,Digital Bros,5687,$23.10
['Medicaldevices'],-0.36%,-74.03%,RBOT,USA,$0.34 B,Vicarious Surgical,5684,$2.80
"['Realestate', 'Investment']",-2.17%,80.63%,ARL,USA,$0.34 B,American Realty Investors,5685,$21.17
['Aerospace'],1.92%,-1.85%,ATRO,USA,$0.34 B,Astronics Corporation,5683,$10.60
['Financialservices'],-0.48%,30.23%,FBIZ,USA,$0.31 B,First Business Financial Services,5744,$37.48
"['Clothing', 'Retail']",0.00%,15.79%,0709.HK,Hong Kong,$0.34 B,Giordano,5682,$0.22
"['Pharmaceuticals', 'Biotech']",-0.49%,25.94%,HROW,USA,$0.33 B,Harrow Health,5701,$12.09
[],-1.61%,-70.73%,CLAR,USA,$0.29 B,Clarus,5799,$7.92
"['OilGas', 'Energy']",-1.01%,599.21%,NINE,USA,$0.29 B,Nine Energy Service,5800,$8.81
"['Videogames', 'Entertainment', 'Tech']",-0.45%,-24.96%,7844.T,Japan,$0.29 B,Marvelous,5797,$4.87
['Luxurygoods'],2.45%,,ETHOSLTD.NS,India,$0.29 B,Ethos Watches,5798,$12.57
"['Pharmaceuticals', 'Biotech']",0.56%,-53.73%,ADAP,UK,$0.29 B,Adaptimmune Therapeutics,5795,$1.80
"['Banks', 'Financialservices']",-0.68%,7.97%,UNTY,USA,$0.29 B,Unity Bancorp,5796,$27.91
"['Tech', 'IoT', 'TechHardware']",-0.30%,-61.16%,ARLO,USA,$0.29 B,Arlo Technologies,5794,$3.34
"['Tech', 'Networkinghardware', 'TechHardware']",1.46%,-3.37%,SILC,Israel,$0.29 B,Silicom,5793,$44.45
['Clothing'],-0.10%,-33.69%,RUPA.NS,India,$0.29 B,Rupa Company,5792,$3.74
"['Banks', 'Financialservices']",-0.56%,3.22%,PCSB,USA,$0.29 B,PCSB Financial,5790,$19.55
"['Tech', 'Financialservices']",-6.38%,-69.66%,OCFT,China,$0.30 B,OneConnect,5787,$0.71
['Pharmaceuticals'],-0.27%,-1.51%,OYST,USA,$0.29 B,Oyster Point Pharma,5791,$11.10
"['Investment', 'Financialservices', 'AssetManagement']",0.55%,-15.85%,WHF,USA,$0.29 B,WhiteHorse Finance,5789,$12.90
"['Realestate', 'Investment', 'REITs']",1.39%,-54.38%,FSP,USA,$0.30 B,Franklin Street Properties,5785,$2.92
['Electronics'],-0.37%,-11.04%,NVEC,USA,$0.30 B,NVE Corporation,5788,$62.28
"['Airlines', 'Travel', 'Transportation']",-2.17%,-46.15%,SPICEJET.NS,India,$0.30 B,SpiceJet,5786,$0.49
"['Realestate', 'Investment']",-1.32%,,REFI,USA,$0.27 B,Chicago Atlantic Real Estate Finance,5842,$15.67
"['Pharmaceuticals', 'Biotech']",-3.05%,-66.83%,ANNX,USA,$0.25 B,Annexon,5900,$5.41
['Footwear'],0.64%,10.58%,WEYS,USA,$0.25 B,Weyco Group,5899,$26.87
['Food'],-3.52%,-4.05%,LNDC,USA,$0.25 B,Landec,5898,$8.76
"['Biotech', 'Pharmaceuticals', 'Genomics', 'Genetherapy']",-5.54%,-71.13%,MGTX,USA,$0.25 B,MeiraGTx,5897,$5.80
"['Software', 'Tech', 'Healthcare']",-0.53%,-76.75%,PEAR,USA,$0.25 B,Pear Therapeutics,5896,$1.86
"['Biotech', 'Pharmaceuticals']",-2.29%,-55.56%,DBVT,France,$0.25 B,DBV Technologies,5895,$1.28
['Transportation'],-1.47%,-31.03%,RLGT,USA,$0.25 B,Radiant Logistics,5894,$5.38
['Consumergoods'],2.93%,-66.55%,HNST,USA,$0.26 B,The Honest Company,5892,$2.81
['AutomotiveSuppliers'],-0.42%,3.68%,SHRIPISTON.NS,India,$0.26 B,Shriram Pistons & Rings,5893,$11.82
[],6.81%,-41.55%,HIL.NS,India,$0.26 B,Hyderabad Industries Limited,5891,$34.40
"['Gambling', 'Entertainment']",3.12%,-22.21%,FLL,USA,$0.26 B,Full House Resorts,5890,$7.60
[],1.28%,9.08%,MMFL.NS,India,$0.26 B,MM Forgings,5887,$10.81
"['Financialservices', 'Tech', 'Software']",4.76%,-87.98%,BLND,USA,$0.26 B,Blend Labs,5889,$1.10
"['Tech', 'TechHardware']",-2.14%,-59.78%,VUZI,USA,$0.26 B,Vuzix,5886,$4.11
"['Banks', 'Financialservices']",-0.57%,-31.77%,TCBX,USA,$0.26 B,Third Coast Bancshares,5888,$19.35
['Transportation'],-0.51%,-40.31%,DSKE,USA,$0.26 B,Daseke,5884,$5.85
[],-0.31%,-4.07%,FILATEX.NS,India,$0.26 B,Filatex India,5885,$1.18
"['Banks', 'Financialservices']",1.87%,8.43%,CVLY,USA,$0.22 B,Codorus Valley Bancorp,6000,$23.40
['Retail'],0.63%,-59.08%,TCS,USA,$0.24 B,The Container Store,5950,$4.78
"['Banks', 'Financialservices']",-0.27%,-7.09%,BWFG,USA,$0.22 B,Bankwell Financial Group,5999,$29.08
