Founded,Headquarters,Industry,Name,Sector
1949,Zagreb,Industrials,Institut IGH,Heavy construction
1997,Zagreb,Technology,Iskon Internet,Internet
1946,Zagreb,Consumer services,Jadran Film,Broadcasting & entertainment
1974,Zagreb,Oil & gas,Jadranski naftovod,Pipelines
1947,Rijeka,Industrials,Jadrolinija,Marine transportation
1828,Zagreb,Consumer goods,Jamnica,Soft drinks
1947,Zagreb,Consumer services,Jugoton,Broadcasting & entertainment
1854,Karlovac,Consumer goods,Karlovačka pivovara,Brewers
1920,Osijek,Consumer goods,Kandit,Food products
1905,Bjelovar,Consumer goods,Koestlin,Food products
1921,Zagreb,Industrials,KONČAR Group,Electronic equipment
1945,Split,Industrials,Konstruktor-Split,Heavy construction
1957,Zagreb,Consumer services,Konzum,Food retailers & wholesalers
1729,Kraljevica,Industrials,Kraljevica Shipyard,Commercial vehicles & trucks
1950,Zagreb,Consumer goods,Kraš,Food products
1958,Zagreb,Consumer goods,Ledo,Food products
1952,Ploče,Industrials,Luka Ploče,Transportation services
1842,Zagreb,Consumer services,Matica hrvatska,Publishing
1994,Zagreb,Consumer services,Menart Records,Broadcasting & entertainment
2008,Zagreb,Consumer services,Narodni trgovački lanac,Broadline retailers
2001,Zagreb,Technology,Odašiljači i veze,Internet
1968,Kutina,Basic materials,Petrokemija,Commodity chemicals
1997,Gospić,Consumer goods,Pivovara Ličanka,Brewers
2001,Zagreb,Utilities,Plinacro,Gas distribution
1921,Zagreb,Health care,Pliva,Pharmaceuticals
1992,Split,Industrials,Plovput,Transportation services
1934,Koprivnica,Consumer goods,Podravka,Food products
2001,Rijeka,Financials,Primorska banka,Banks
1966,Zagreb,Financials,Privredna banka Zagreb,Banks
2009,Sveta Nedelja,Consumer goods,Rimac Automobili,Automobiles
1948,Zagreb,Industrials,RIZ,Electronic equipment
1950,Zagreb,Consumer services,Školska knjiga,Publishing
1921,Zagreb,Consumer goods,Sljeme,Durable household products
1965,Split,Financials,Splitska banka,Banks
1972,Zagreb,Consumer services,Suzy,Broadcasting & entertainment
1947,Zagreb,Industrials,Tehnika,Business support services
2006,Zagreb,Telecommunications,Tomato,Mobile telecommunications
1937,Zagreb,Consumer goods,TOZ Penkala,Nondurable household products
1994,Zagreb,Consumer services,Trade Air,Airlines
1894,Zagreb,Industrials,TŽV Gredelj,Commercial vehicles & trucks
1856,Pula,Industrials,Uljanik,Commercial vehicles & trucks
1991,Zagreb,Consumer services,V.B.Z.,Publishing
1947,Zagreb,Industrials,Viadukt,Transportation services
1896,Rijeka,Industrials,Viktor Lenac Shipyard,Commercial vehicles & trucks
1959,Varaždin,Consumer goods,Vindija,Food products
2002,Virovitica,Consumer goods,Viro,Food products
1953,Zagreb,Consumer services,Zagreb Film,Broadcasting & entertainment
1991,Zagreb,Financials,Zagreb Stock Exchange,Financial services
1914,Zagreb,Financials,Zagrebačka banka,Banks
1892,Zagreb,Consumer goods,Zagrebačka pivovara,Brewers
1891,Zagreb,Industrials,Zagrebački električni tramvaj,Transportation services
1990,Sofia,Consumer services,Air VIA,Airlines
1884,Sofia,Consumer goods,Ariana Brewery,Brewers
1992,Sofia,Industrials,Armimex,Defense
1878,Kazanlak,Industrials,Arsenal AD,Defense
1964,Panagyurishte,Basic materials,Asarel Medet,Nonferrous metals
1980,Pazardzhik,Consumer goods,Astika Brewery,Brewers
2007,Sofia,Consumer services,Aukro.bg,Broadline retailers
1994,Sofia,Industrials,Balkanstroy,Construction & materials
1948,Sofia,Consumer services,Balkantourist,Travel & tourism
1952,Sofia,Consumer services,Balkanton,Record label
2001,Sofia,Consumer services,BH Air,Airlines
2001,Sofia,Technology,Black Sea Studios,Software
2010,Sofia,Telecommunications,Blizoo,Fixed line telecommunications
2002,Sofia,Consumer services,Bulgaria Air,Airlines
1969,Sofia,Financials,Bulgarian Agricultural and Commercial Bank,Banks
2000,Sofia,Consumer services,Bulgarian Air Charter,Airlines
1999,Sofia,Financials,Bulgarian Development Bank,Banks
2008,Sofia,Oil & gas,Bulgarian Energy Holding,Exploration & production
1879,Sofia,Financials,Bulgarian National Bank,Banks
1991,Sofia,Financials,Bulgarian Postbank,Banks
1879,Sofia,Industrials,Bulgarian Posts,Delivery services
1885,Sofia,Industrials,Bulgarian State Railways,Railroads
1947,Sofia,Consumer goods,Bulgartabac,Tobacco
2007,Sofia,Industrials,Cargoair,Delivery services
1991,Sofia,Financials,Central Cooperative Bank,Banks
1947,Sofia,Conglomerates,Chimimport,-
1960,Sofia,Consumer services,Corecom,Specialty retailers
1932,Pirdop,Basic materials,Cumerio Med,Nonferrous metals
1999,Sofia,Consumer services,Diema,Broadcasting & entertainment
1951,Sofia,Financials,DSK Bank,Banks
1946,Sofia,Financials,DZI,Full line insurance
1993,Sofia,Consumer services,Economedia,Publishing
1991,Sofia,Consumer services,Egmont Bulgaria,Publishing
1996,Sofia,Consumer services,Era,Publishing
1990,Sofia,Consumer services,Eurofootball,Gambling
1991,Sofia,Consumer services,Fantastico,Food retailers & wholesalers
1993,Sofia,Financials,First Investment Bank,Banks
1881,Ruse,Financials,Girdap,Banks
1997,Sofia,Technology,Haemimont Games,Software
1990,Sofia,Consumer services,Heli Air Services,Airlines
1979,Sofia,Consumer services,Hotel Rodina,Hotels
1986,Sofia,Financials,HVB Bank Biochim,Banks
1881,Plovdiv,Consumer goods,Kamenitza,Brewers
2002,Shumen,Consumer goods,Karlsberg Bulgaria AD,Brewers
2011,Sofia,Consumer services,Kino Nova,Broadcasting & entertainment
1966,Sofia,Industrials,Kintex,Defense
1963,Sofia,Basic materials,Kremikovtzi AD,Iron & steel
1994,Sofia,Consumer services,"M3 Communications Group, Inc",Broadcasting & entertainment
1996,Plovdiv,Consumer goods,Maxeurope,Recreational products
1994,Sofia,Telecommunications,Mtel,Mobile telecommunications
1989,Sofia,Conglomerates,Multigroup,-
1892,Varna,Industrials,Navibulgar,Marine transportation
1961,Burgas,Oil & gas,LUKOIL Neftochim Burgas,Exploration & production
1991,Sofia,Utilities,NEK EAD,Conventional electricity
1996,Sofia,Telecommunications,Neterra,Fixed line telecommunications
2009,Sofia,Technology,Nimero,Software
2000,Sofia,Technology,Ontotext,Software
1991,Sofia,Oil & gas,Overgas,Pipelines
1932,Sofia,Oil & gas,Petrol AD,Pipelines
1969,Blagoevgrad,Consumer goods,Pirinsko Pivo,Brewers
1993,Ruse,Basic materials,Prista Oil,Specialty chemicals
1945,Sofia,Consumer services,Prosveta Publishing House,Publishing
1994,Sofia,Financials,Raiffeisen Bulgaria,Banks
1897,Sofia,Consumer goods,Sucreries Raffineries Bulgares,Food products
1992,Sofia,Consumer services,Technomarket,Consumer electronics
2001,Sofia,Telecommunications,Telenor Bulgaria,Mobile telecommunications
1963,Sofia,Industrials,TEREM,Defense
1992,Sofia,Financials,Texim Bank,Banks
1964,Sofia,Financials,UniCredit Bulbank,Banks
1991,Sofia,Financials,Unionbank,Banks
1992,Sofia,Financials,United Bulgarian Bank,Banks
1907,Varna,Industrials,Varna shipyard,Shipbuilding
2006,Svilengrad,Consumer goods,Vitta Foods,Food products
1992,Sofia,Telecommunications,Vivacom,Fixed line telecommunications
1964,Karlovo,Industrials,VRZ Karlovo,Commercial vehicles & trucks
1964,Zaventem,Consumer services,Abelag Aviation,Airlines
2001,Ghent,Health care,Ablynx,Biotechnology
1876,Antwerp,Conglomerates,Ackermans & van Haaren,-
1870,Liege,Industrials,AF Compressors,Industrial Engineering
1824,Brussels,Financials,AG Real Estate,Real estate holding and development
1990,Brussels,Financials,Ageas,Consumer finance
1867,Mortsel,Technology,Agfa-Gevaert,Computer services
1946,Brussels,Industrials,Agoria,Business support services
1994,Hove,Technology,AIM Productions,Computer services
1980,Ghent,Consumer goods,Alpro,Food products
2008,Leuven,Consumer goods,Anheuser-Busch InBev,Brewers
1880,Antwerp,Utilities,Antwerp Water Works,Water
1990,Antwerp,Utilities,Aquafin,Water
1999,Liège,Industrials,ASL Airlines Belgium,Delivery services
1964,Ronse,Consumer goods,Associated Weavers,Clothing and accessories
1890,Aalter,Consumer goods,Aveve,Farming and fishing
1949,Brussels,Industrials,Aviapartner,Delivery services
1934,Kortrijk,Technology,Barco,Computer hardware
1993,Brussels,Industrials,Base,Business support services
1959,Wielsbeke,Consumer goods,Beaulieu International Group,Clothing and accessories
1995,Brussels,Financials,Befimmo,Real estate holding and development
1880,Kortrijk,Basic materials,Bekaert,Specialty chemicals
1998,Leuven,Consumer services,Belgian Beer Café,Restaurants and bars
2001,Brussels,Financials,Belgian Investment Company for Developing Countries,Specialty finance
2000,Brussels,Industrials,Bpost,Delivery services
2006,Brussels,Consumer services,Brussels Airlines,Airlines
1984,Brussels,Financials,Brussels Regional Investment Company,Specialty finance
1817,Seraing,Basic materials,Cockerill Sambre,Iron and steel
1860,Louvain-la-Neuve,Basic materials,Carmeuse,General mining
1970,Turnhout,Consumer goods,Cartamundi,Toys
1996,Eeklo,Consumer goods,Cavalier Chocolate,Food products
1906,Zedelgem,Industrials,Claeys,Commercial vehicles and trucks
1983,Brussels,Financials,Cofinimmo,Real estate services
1925,Halle,Consumer services,Colruyt Group,Food retailers and wholesalers
1895,Antwerp,Industrials,Compagnie Maritime Belge,Marine transportation
1925,Antwerp,Consumer goods,Confiserie Roodthooft,Food products
1991,Mechelen,Consumer services,De Lijn,Travel and tourism
1937,Hooglede,Basic materials,Deceuninck,Commodity chemicals
1867,Brussels,Consumer goods,Delhaize Group,Food products
1991,Zwijndrecht,Industrials,DEME,Heavy construction
1805,Brussels,Consumer services,D'Ieteren,Specialized consumer services
1992,Ghent,Consumer goods,DOMO Group,Clothing and accessories
1979,Malle,Consumer goods,Ecover,Nondurable household products
2005,Brussels,Financials,Effortel,Financial services
1949,Malle,Consumer goods,ETAP Lighting,Building materials and fixtures
1985,Seraing,Health care,Eurogentec,Biotechnology
1994,Liège,Technology,EVS Broadcast Equipment,Telecommunications equipment
1976,Antwerp,Technology,Ferranti Computer Systems,Computer hardware
2001,Brussels,Oil and gas,Fluxys,Exploration and production
1922,Wavre,Basic materials,Forrest Group,General mining
1980,Brussels,Financials,Gimv,Equity investment instruments
1926,Brussels,Consumer goods,Godiva Chocolatier,Food products
1935,Turnhout,Consumer services,Group Joos,Publishing
1902,Brussels,Industrials,Groupe Bruxelles Lambert,Diversified industrials
1960,Sint-Niklaas,Consumer goods,Guylian,Food products
1984,Leuven,Technology,IMEC,Computer services
1906,Liège,Consumer goods,Imperia Automobiles,Automobiles
1985,Ghent,Health care,Innogenetics,Biotechnology
1938,Aalst,Industrials,Jan De Nul,Building materials and fixtures
1953,Beerse,Health care,Janssen Pharmaceutica,Pharmaceuticals
1881,Roeselare,Industrials,Jonckheere,Commercial vehicles and trucks
1854,Antwerp,Industrials,Katoen Natie,Delivery services
1985,Brussels,Financials,KBC Bank,Banks
1998,Brussels,Financials,Keytrade Bank,Investment services
1997,Ghent,Consumer services,Kinepolis,Recreational services
1996,Ghent,Technology,Larian Studios,Software
1997,Meulebeke,Consumer goods,Libeco-Lagae,Clothing and accessories
1875,Charleroi,Consumer services,Louis Delhaize Group,Food retailers and wholesalers
1999,Leuven,Technology,Luciad NV,Computer services
1990,Leuven,Technology,Materialise NV,Computer services
1919,Beerse,Basic materials,Metallo-Chimique,Nonferrous metals
1990,Ostend,Consumer goods,Mutoh Europe nv,Consumer electronics
1987,Brussels,Industrials,Namahn,Business support services
1926,Brussels,Consumer services,National Railway Company of Belgium,Rail transport
1981,Gerpinnes,Industrials,Compagnie Nationale à Portefeuille,Diversified industrials
2007,Balen,Basic materials,Nyrstar,General mining
1986,Leuven,Technology,Option N.V.,Computer hardware
1913,Turnhout,Consumer services,Proost,Publishing
1994,Brussels,Telecommunications,Proximus,Mobile telecommunications
1930,Brussels,Telecommunications,Proximus Group,Fixed line telecommunications
1979,Liège,Financials,Regional Investment Company of Wallonia,Investment services
1965,Duffel,Basic materials,Reynaers Aluminium,Aluminum
1786,Brussels,Financials,RHJ International,Asset managers
1997,Paal,Consumer goods,Ridley Bikes,Recreational products
1923,Péruwelz,Consumer goods,Saluc,Recreational products
2000,Leuven,Consumer goods,Septentrio,Consumer electronics
1908,Oostrozebeke,Consumer goods,Seyntex,Clothing and accessories
1989,Brussels,Industrials,Skytech,Aerospace
1898,Brussels,Financials,Sofina,Equity investment instruments
1863,Brussels,Basic materials,Solvay S.A.,Specialty chemicals
1966,Turnhout,Basic materials,Soudal,Specialty chemicals
1836,Tienen,Consumer goods,Sugar refinery of Tienen,Food products
1996,Mechelen,Telecommunications,Telenet,Fixed line telecommunications
1985,Brussels,Industrials,Teleroute,Delivery services
1969,Waregem,Industrials,Thermote & Vanhalst,Commercial vehicles and trucks
2001,Zaventem,Consumer services,Thomas Cook Airlines Belgium,Airlines
1994,Mechelen,Health care,Tibotec,Pharmaceuticals
2000,Leuven,Health care,TiGenix,Biotechnology
1986,Brussels,Industrials,Tractebel,Business support services
1968,Antwerp,Industrials,Truvo,Business support services
2003,Zaventem,Consumer services,TUIfly Belgium,Airlines
1928,Brussels,Health care,UCB,Pharmaceuticals
2010,Brussels,Consumer services,UMedia,Broadcasting and entertainment
1989,Brussels,Basic materials,Umicore,General mining
1939,Brussels,Industrials,Unibind,Containers and packaging
1906,Brussels,Basic materials,Union Minière du Haut Katanga,General mining
1833,Turnhout,Industrials,Van Genechten Packaging,Containers and packaging
1947,Koningshooikt,Industrials,Van Hool,Commercial vehicles and trucks
1937,Antwerp,Financials,Vanbreda International,Life insurance
1889,Brussels,Consumer goods,Vanparys,Food products
1975,Gavere,Industrials,Velleman,Electronic equipment
1873,Brussels,Industrials,Vinçotte,Business support services
1992,Antwerp,Consumer services,VLM Airlines,Airlines
1965,Ghent,Consumer goods,Volvo Car Gent,Automobiles
2002,Liège,Financials,Walloon SME finance and guarantee company,Specialty finance
1984,Brussels,Technology,Zetes,Technology hardware
1988,Vienna,Consumer goods,Agrana,Food products
1479,Klagenfurt,Industrials,pewag group,Industrial machinery
1983,Rottenmann,Industrials,AHT Cooling Systems,Electronic equipment
1763,Ried im Innkreis,Consumer goods,Ammerer Bed Company,Durable household products
1981,Premstätten,Technology,ams AG,Semiconductors
1852,Graz,Industrials,Andritz,Industrial machinery
1955,Altenmarkt im Pongau,Consumer goods,Atomic Skis,Recreational products
1923,Vienna,Consumer goods,Augarten porcelain,Durable household products
1938,Braunau am Inn,Industrials,AMAG Austria Metall AG,Diversified industrials
1954,Vienna,Financials,Austria Wirtschaftsservice Gesellschaft,Banks
1957,Schwechat,Consumer services,Austrian Airlines,Airlines
1979,Eggelsberg,Industrials,B&R,Electronic equipment
1855,Vienna,Financials,Bank Austria,Banks
1976,Klosterneuburg,Consumer services,bauMax,Home improvement retailers
1922,Vienna,Financials,BAWAG,Banks
1790,Waidhofen an der Ybbs,Consumer goods,Bene AG,Furnishings
1907,Vienna,Consumer services,Bestattung Wien,Specialized consumer services
1953,Wiener Neudorf,Consumer services,Billa,Food retailers & wholesalers
1991,Vienna,Basic materials,Böhler-Uddeholm,Iron & steel
1994,Vienna,Basic materials,Borealis,Commodity chemicals
1828,Vienna,Consumer goods,Bösendorfer,Recreational products
1992,Vienna,Financials,Bundesimmobiliengesellschaft,Real estate holding & development
1993,Vienna,Consumer services,Cineplexx Cinemas,Recreational services
1999,Klagenfurt,Technology,CISC Semiconductor,Semiconductors
2006,Traun,Basic materials,Delfortgroup,Paper
1999,Vienna,Industrials,Dependeq,Business support services
1981,Wiener Neustadt,Consumer goods,Diamond Aircraft Industries,Aerospace
1868,Amstetten,Industrials,Doka Group,Heavy construction
1892,Wolfurt,Consumer goods,Doppelmayr Garaventa Group,Recreational products
1707,Vienna,Consumer services,Dorotheum,Specialized consumer services
2008,Vienna,Financials,Erste Bank,Banks
1988,Linz,Technology,Fabasoft,Software
1924,Ried im Innkreis,Consumer goods,Fischer,Recreational products
1947,Vienna,Technology,Frequentis,Telecommunications equipment
1959,Jenbach,Industrials,GE Jenbacher,Industrial machinery
1990,Linz,Technology,Gericom,Computer hardware
1777,Vienna,Consumer goods,Gessler,Distillers & vintners
1963,Deutsch-Wagram,Industrials,Glock Ges.m.b.H.,Defense
1885,Vienna,Consumer goods,Goldscheider ceramics,Durable household products
1952,Höchst,Consumer goods,Julius Blum,Furnishings
1862,Vienna,Consumer goods,Julius Meinl,Beverages
1892,Vienna,Technology,Kapsch,Telecommunications equipment
1973,Vienna,Consumer goods,Kika,Furnishings
1887,Vienna,Consumer goods,Kores,Nondurable household products
1934,Mattighofen,Consumer goods,KTM,Automobiles
1938,Lenzing,Basic materials,Lenzing AG,Commodity chemicals
1738,Vienna,Industrials,Löblich & Co.,Industrial machinery
2003,Graz,Consumer services,Lyoness,Specialized consumer services
2001,Graz,Consumer goods,Magna Steyr,Automobiles
1950,Vienna,Industrials,Mayr-Melnhof,Containers & packaging
1971,Vienna,Industrials,Neumann International,Business training & employment agencies
2003,Schwechat,Consumer services,Niki,Airlines
2005,Vienna,Consumer goods,Noctua,Computer hardware
1907,Floridsdorf,Consumer goods,ÖAF,Automobiles
1923,Vienna,Industrials,ÖBB,Railroads
1956,Vienna,Oil & gas,OMV,Exploration & production
2005,Vienna,Health care,Onepharm,Biotechnology
1967,Vienna,Financials,Österreichische Industrieholding AG,Asset managers
1999,Vienna,Logistics,Österreichische Post,Delivery services
1932,Salzburg,Industrials,Palfinger,Commercial vehicles & trucks
1856,Lauterach,Consumer goods,Pfanner,Beverages
1824,Vienna,Consumer goods,Piatnik & Söhne,Recreational products
1921,Breitenwang,Basic materials,Plansee Group,Commodity chemicals
1899,Graz,Consumer goods,Puch,Automobiles
1927,Vienna,Financials,Raiffeisen,Banks
1987,Fuschl am See,Consumer goods,Red Bull GmbH,Beverages
1834,Vienna,Industrials,RHI AG,Industrial suppliers
1866,Leonding,Industrials,Rosenbauer,Commercial vehicles & trucks
1920,Gunskirchen,Industrials,Rotax,Auto components
2009,Pasching,Technology,Runtastic,Software
1824,Vienna,Basic materials,Semperit,Commodity chemicals
1977,Grödig,Industrials,SKIDATA,Electronic equipment
1864,Sankt Ulrich bei Steyr,Industrials,Steyr Mannlicher,Defense
2001,Sankt Ulrich bei Steyr,Industrials,Steyr Motors GmbH,Auto components
1907,Floridsdorf,Consumer goods,Steyr Tractor,Automobiles
1835,Vienna,Industrials,Strabag,Heavy construction
1832,Klagenfurt,Consumer goods,Stroh,Distillers & vintners
1895,Wattens,Consumer goods,Swarovski,Clothing & accessories
2010,Vienna,Robotics,Taurob,Autonomous robots
1998,Vienna,Telecommunications,Telekom Austria,Fixed line telecommunications
2010,Vienna,Consumer services,TourRadar,Travel & tourism
2012,Graz,Consumer goods,Tushek&Spigel Supercars,Automobiles
1922,Vienna,Financials,Uniqa,Full line insurance
1947,Vienna,Utilities,Verbund,Alternative electricity
1824,Vienna,Financials,Vienna Insurance Group,Full line insurance
1938,Linz,Basic materials,Voestalpine,Iron & steel
1819,Vienna,Industrials,Wienerberger,Building materials & fixtures
1950,Dornbirn,Industrials,Zumtobel Lighting Group,Building materials & fixtures
