,company_name,company_industry
3426,Cipla Health,Pharma
3427,"Apollo Gleneagles Hospitals, Kolkata",Healthcare
3428,Sri Gopikrishna Infrastructure,Engineering & Construction
3429,CapeStart,Software Product
3430,Motilal Oswal,Financial Services
3431,Toyota Tsusho,Metals & Mining
3432,Concorde Motors,Automobile
3433,Superhouse,Leather
3434,Ratnamani Metals and Tubes,Building Material
3435,Qdegrees Services,Management Consulting
3436,Kosamattam Finance,Investment Banking / Venture Capital / Private Equity
3437,Alghanim International,Engineering & Construction
3438,Confidence Petroleum India,Oil & Gas
3439,Muthoot Capital Services,Financial Services
3440,Silverskills,BPO
3441,Sequel Logistics,Logistics
3442,SLK Global Solutions,
3443,Greentech Industries,Industrial Machinery
3444,MEP Infrastructure Developers,Engineering & Construction
3445,Wissen Technology,IT Services & Consulting
3446,OnsiteGo,Internet
3447,CES,IT Services & Consulting
3448,HDFC Home Loan,NBFC
3449,Carnival Cinemas,Media & Entertainment
3450,AQM Technologies,IT Services & Consulting
3451,Atyati Technologies,IT Services & Consulting
3452,Zepto,Internet
3453,TVS Mobility,Automobile
3454,Kimberly-Clark,Beauty & Personal Care
3455,Oceaneering International,Oil & Gas
3456,Super Auto Forge,Industrial Machinery
3457,Bony Polymers,Auto Components
3458,E2logy Software Solutions,IT Services & Consulting
3459,Bangalore International Airport,Logistics
3460,Prabhat Dairy,FMCG
3461,Elcamino Software,BPO
3462,Alchemy Techsol India,IT Services & Consulting
3463,The Supreme Ind Ltd Jalgaon,Petrochemicals
3464,Gujarat Alkalies & Chemicals,Chemicals
3465,Asia-Pacific Institute of Management,Education & Training
3466,e-Zest,IT Services & Consulting
3467,Thomson Digital,Printing & Publishing
3468,R L Fine Chem,Healthcare
3469,Aris Global Software,IT Services & Consulting
3470,Unibic Foods,Food Processing
3471,The Co-operative Bank,Banking
3472,Petpooja,Software Product
3473,Rupa,Fashion & Textile
3474,Avis,Internet
3475,Arjas Steel,Iron & Steel
3476,Kent plc,Oil & Gas
3477,Cure foods,Fitness & Wellness
3478,SAR Group,Facility Management Services
3479,Groz Engineering Tools,Industrial Machinery
3480,Cogencis Information Services,IT Services & Consulting
3481,TRINAMIX,IT Services & Consulting
3482,ICICI Foundation for Inclusive Growth,Non-Profit
3483,Naandi Foundation,Non-Profit
3484,BARC,Defence & Aerospace
3485,SMR Automotive Systems India,Auto Components
3486,iBall,Consumer Electronics & Appliances
3487,The Phoenix Mills,Real Estate
3488,Save the Children,Non-Profit
3489,Symphony,Consumer Electronics & Appliances
3490,MSP Steel & Power,Iron & Steel
3491,Cashpor Micro Credit,NBFC
3492,ATC Telecom Infrastructure,Telecom
3493,SHV Energy,Oil & Gas
3494,QA InfoTech,IT Services & Consulting
3495,Meenakshi Polymers,Auto Components
3496,La-Gajjar Machineries,Electronics Manufacturing
3497,Technosoft Engineering Projects,Industrial Machinery
3498,NxtWave,EdTech
3499,Pace Power Systems,Electrical Equipment
3500,AGI Glaspac,Packaging
3501,Cargo Service Center India,Logistics
3502,GSPANN Technologies,IT Services & Consulting
3503,Cogoport,Internet
3504,Neon Laboratories,Pharma
3505,Commonwealth Bank of Australia,Banking
3506,Charak Pharma,Healthcare
3507,The Professional Couriers,Logistics
3508,TMEIC,Industrial Machinery
3509,ASUS,Consumer Electronics & Appliances
3510,Tafe Motors & Tractors,Automobile
3511,Bellsonica Auto Component,Auto Components
3512,APOLLO POWER SYSTEMS,Electrical Equipment
3513,Europa Locks,Industrial Machinery
3514,Miracle Software Systems,IT Services & Consulting
3515,Nuance Communications,Software Product
3516,Satguru Travels and Tour Services,Travel & Tourism
3517,Cadsys,IT Services & Consulting
3518,ArcelorMittal,Iron & Steel
3519,Ashok Iron Works,Industrial Machinery
3520,Bombay Dyeing,Fashion & Textile
3521,VisionTek,Telecom
3522,Path Infotech,IT Services & Consulting
3523,Scope eKnowledge Center,IT Services & Consulting
3524,RMC Readymix,Building Material
3525,ShopX,Internet
3526,Falcon Autotech,Industrial Automation
3527,Mobiloitte Technologies,IT Services & Consulting
3528,Flexituff Ventures International,Packaging
3529,Damco Solutions,IT Services & Consulting
3530,US Tech Solutions,Recruitment
3531,ecare India,BPO
3532,IMC,Ports & Shipping
3533,Faiveley Transport,Roads/Railways
3534,Presto Infosolutions,Hardware & Networking
3535,Oil India,Oil & Gas
3536,Anglo-Eastern Ship Management,Ports & Shipping
3537,Cavisson Systems,IT Services & Consulting
3538,Mobile Programming,IT Services & Consulting
3539,Lalitha Jewellery,Jewellery
3540,N Ranga Rao And Sons,FMCG
3541,ISRO Satellite Center,Defence & Aerospace
3542,AL YAMAMA COMPANY,Engineering & Construction
3543,Geetanjali Medical College and Hospital,Healthcare
3544,BIC Cello,Other
3545,L&T Transportation Infrastructure,Engineering & Construction
3546,Newgen Knowledge Works,Printing & Publishing
3547,Arya Omnitalk Wireless Solutions,IT Services & Consulting
3548,NetTantra Technologies,IT Services & Consulting
3549,Ace Designers,Industrial Machinery
3550,Mitsubishi Elevators,Industrial Machinery
3551,Cremica Food Industries,Food Processing
3552,TAL Manufacturing Solutions,Industrial Machinery
3553,InfoBeans,IT Services & Consulting
3554,Sheraton Hotels and Resorts,Hospitality
3555,Hotel Park Plaza,Hospitality
3556,Unique Identification Authority of India,IT Services & Consulting
3557,Ford Business Services Center,Automobile
3558,adani power maharashtra,
3559,KJS Cement,Building Material
3560,Pitney Bowes,IT Services & Consulting
3561,Canvera,Printing & Publishing
3562,PARAGON POLYMER PRODUCTS,Fashion & Textile
3563,Accutest Research Laboratories,Clinical Research
3564,Feedback Energy Distribution Company,Power
3565,Himadri Speciality Chemical,Chemicals
3566,Futuresoft Solutions,IT Services & Consulting
3567,WAKEFIT INNOVATIONS,Furniture & Furnishing
3568,Kraft Heinz Company,Food Processing
3569,Allengers Medical Systems,Medical Equipment
3570,Springer Nature,Printing & Publishing
3571,Nuberg Engineering,Oil & Gas
3572,Onida,Consumer Electronics & Appliances
3573,Jain University,Education & Training
3574,Continuum Managed Services,IT Services & Consulting
3575,ExportersIndia,IT Services & Consulting
3576,e-Procurement Technologies,IT Services & Consulting
3577,DISYS,Recruitment
3578,IM Gears,Auto Components
3579,HYT Engineering,Industrial Machinery
3580,EASi,Industrial Machinery
3581,Suresh Surana & Associates,Accounting & Auditing
3582,Saudi Electricity Company,Power
3583,Chennai Petroleum Corporation,Oil & Gas
3584,Marksans Pharma,Pharma
3585,Biotique,Biotechnology
3586,Carraro,Industrial Machinery
3587,Emami Paper Mills,Pulp & Paper
3588,RenewBuy,Insurance
3589,AVIOM,NBFC
3590,Jagran Prakashan,Printing & Publishing
3591,Light & Wonder,Gaming
3592,GE Capital,Financial Services
3593,Jaipur Rugs,Import & Export
3594,Petron Engineering Construction,Engineering & Construction
3595,AppInventiv Technologies,IT Services & Consulting
3596,SEW Infrastructure,Engineering & Construction
3597,Emerson Electric Co.,Industrial Machinery
3598,Overnite Express,Logistics
3599,Overnite Express,Logistics
3600,Balaji Wafers,Food Processing
3601,GE Capital,Financial Services
3602,SEW Infrastructure,Engineering & Construction
3603,Emerson Electric Co.,Industrial Machinery
3604,Parle Elizabeth Tools,Industrial Machinery
3605,HiyaMee,Recruitment
3606,Anand Rathi: Online Stock Trading & Advisory,Financial Services
3607,SRM Technologies Pvt.Ltd,IT Services & Consulting
3608,Aptean,IT Services & Consulting
3609,DST Worldwide Services,
3610,BCG,Management Consulting
3611,Marathon Realty,Real Estate
3612,Nisa Industrial Services,Law Enforcement & Security
3613,Network 18,Media & Entertainment
3614,Intelliswift Software,Software Product
3615,Pulse Pharmaceuticals,Pharma
3616,Piramal Foundation,Non-Profit
3617,Welspun Enterprises,Engineering & Construction
3618,The New India Assurance Co.,Insurance
3619,Vacmet India,Packaging
3620,MBL Infrastructures,Engineering & Construction
3621,Touchstone Educationals,Education & Training
3622,Archirodon,Engineering & Construction
3623,Ferromatik Milacron,Industrial Machinery
3624,SEED Infotech,IT Services & Consulting
3625,Kubota Agricultural Machinery India,Industrial Machinery
3626,IQ BackOffice,IT Services & Consulting
3627,Income Tax Department India,Government
3628,Gi Group,Recruitment
3629,Sj Contracts,Engineering & Construction
3630,Saudi Oger,Engineering & Construction
3631,A-1 Fence Products,Industrial Machinery
3632,Indian Steel Corporation,Iron & Steel
3633,Rashtriya Chemicals and Fertilizers,Agro Chemicals
3634,Vedang Radio Technology,Telecom
3635,RASI SEEDS,Agriculture
3636,Indchemie Health Specialities,Pharma
3637,IndiaCan,EdTech
3638,Hindustan Latex Family Planning Promotion Trust,Healthcare
3639,Maharishi Vidya Mandir,Education & Training
3640,Odessa,IT Services & Consulting
3641,PPD,Clinical Research
3642,Microlink Solutions,IT Services & Consulting
3643,Ict Sms,IT Services & Consulting
3644,Ferns N Petals,Retail
3645,Saurav Chemicals,Pharma
3646,Innova Solutions,IT Services & Consulting
3647,Sahajanand Laser Technology,Industrial Machinery
3648,Excelra Knowledge Solutions,Pharma
3649,Perkins,Engineering & Construction
3650,ARCADIS,Engineering & Construction
3651,Amcor Flexibles India,Packaging
3652,Cygnet Infotech,IT Services & Consulting
3653,Sunil Hitech Engineers,Engineering & Construction
3654,Eugia Pharma Specialities,Pharma
3655,Srei Sahaj e-Village,Retail
3656,Jindal Industries,Import & Export
3657,Anunta Technology Management Services,IT Services & Consulting
3658,Stelis Biopharma,Biotechnology
3659,Dvara KGFS,Financial Services
3660,GRT Jewellers,Jewellery
3661,IIT Madras,Education & Training
3662,Lokesh Machines,Industrial Machinery
3663,Franchise India Brands,Management Consulting
3664,Icertis,IT Services & Consulting
3665,HDFC Asset Management Company,Financial Services
3666,Forbes & Company,Manufacturing
3667,Alkyl Amines,Chemicals
3668,TransUnion,Financial Services
3669,Creamline Dairy Products,Food Processing
3670,Smc Insurance Brokers,Insurance
3671,B4S Solutions,Law Enforcement & Security
3672,Raksha TPA,Insurance
3673,International Travel House,Hospitality
3674,ReSource Pro,Insurance
3675,Narayana Junior College,Education & Training
3676,Aspire Home Finance,Insurance
3677,Magma Housing Finance,Financial Services
3678,Envestnet Asset Management,Financial Services
3679,Agilent Technologies International,
3680,Walsons Facility Solutions,Recruitment
3681,Della Adventure Resort,Hospitality
3682,Kalyani Motors,Automobile
3683,Kusum Healthcare,Pharma
3684,Adani Capital,NBFC
3685,Empower Retirement,Financial Services
3686,Great Learning,EdTech
3687,Max Data Entry Services,BPO
3688,Vishay Components,Electronics Manufacturing
3689,Micro Plastics,Petrochemicals
3690,IB Group,Food Processing
3691,Government of West Bengal,Government
3692,Mindteck,IT Services & Consulting
3693,Alcatel-Lucent,Telecom
3694,Bose,Consumer Electronics & Appliances
3695,Amec Foster Wheeler,Oil & Gas
3696,Reliable Autotech,Auto Components
3697,GE Transportation,Industrial Machinery
3698,Nippon Express,Logistics
3699,Msn Life Sciences,
3700,Carzonrent,Travel & Tourism
3701,Nuclear Power Corporation of India,Power
3702,OnMobile Global,Telecom
3703,Slr Metaliks,Iron & Steel
3704,Radium Creation,Jewellery
3705,Shubhalakshmi Polyesters,Fashion & Textile
3706,Doubletree By Hilton,Hospitality
3707,Shreya Life Sciences,Pharma
3708,Andhra Pradesh State Skill Developmentcorporation,Non-Profit
3709,Central Institute of Mining and Fuel Research,Education & Training
3710,Himalaya Herbal Healthcare,Pharma
3711,KrazyBee,Internet
3712,Holisol Logistics,Logistics
3713,AIG Hospital,Healthcare
3714,Kinetic Engineering,Auto Components
3715,Veeba Food Services,FMCG
3716,Hipad Technology India,Electronics Manufacturing
3717,Dataflow Group,IT Services & Consulting
3718,Chhatrapati Shivaji International Airport,Real Estate
3719,DEC Infra,Real Estate
3720,Kronos Solutions,Software Product
3721,Paradeep Phosphates,Agro Chemicals
3722,Timex Group India,Metals & Mining
3723,Impresario Entertainment & Hospitality,Travel & Tourism
3724,Preethi Kitchen Appliances,Electronics Manufacturing
3725,Netenrich Technologies,Software Product
3726,Oerlikon Graziano Transmission,Industrial Machinery
3727,Qualitest,IT Services & Consulting
3728,Steelman Telecom,
3729,Hgs Services,Analytics & KPO
3730,Dee Vee Projects,Engineering & Construction
3731,Gaja Engineering,Engineering & Construction
3732,Integrated Wireless Solutions,Telecom
3733,AIG Business Solution,IT Services & Consulting
3734,Aristocrat Technologies,IT Services & Consulting
3735,Gravita,Metals & Mining
3736,UNICEF,Non-Profit
3737,Kalyani Forge,Iron & Steel
3738,Evolent Health International,IT Services & Consulting
3739,Balajee Group,Engineering & Construction
3740,Midland Microfin,Financial Services
3741,CignaTTk Health Insurance,Insurance
3742,Ritz-Carlton,Hospitality
3743,Vaibhav Global,Jewellery
3744,Fresenius Medical Care,Healthcare
3745,Cadence Design Systems,IT Services & Consulting
3746,Prism Johnson Limited - RMC (India) Division,Building Material
3747,GE Renewable Energy,Power
3748,Nobel Hygiene,Healthcare
3749,Al Fara'a Group,Engineering & Construction
3750,Kaleesuwari Refinery,FMCG
3751,Voylla,Jewellery
3752,Confederation of Indian Industry,Law Enforcement & Security
3753,Kamineni Hospitals,Healthcare
3754,InKnowTech,IT Services & Consulting
3755,Cenveo Publisher Services,Printing & Publishing
3756,Edac Engineering,Engineering & Construction
3757,Tokai Rubber Auto Parts India,Industrial Machinery
3758,IFB Automotive,Auto Components
3759,Danieli,Industrial Machinery
3760,Future Consumer,FMCG
3761,Iconic,Retail
3762,Sukhbir Agro Energy,Food Processing
3763,Vcs Quality Services,Oil & Gas
3764,Weatherford,Oil & Gas
3765,Vyom Labs,IT Services & Consulting
3766,Tbea Energy,Electrical Equipment
3767,Reliance Petroleum,Oil & Gas
3768,Jindal Power,Metals & Mining
3769,TRF,Auto Components
3770,Jubilant Biosys,Pharma
3771,Travelex,Financial Services
3772,Hindustan Pencils,FMCG
3773,Jayashree Polymers,Auto Components
3774,General Energy Management Systems,Industrial Machinery
3775,Chandan Steel,Metals & Mining
3776,CR Asia,Oil & Gas
3777,Global Healthcare Billing Partners,Healthcare
3778,Ibis,Hospitality
3779,RG Stone Urology & Laparoscopy Hospital,Healthcare
3780,National Institute of Technology,Education & Training
3781,Apex CoVantage,IT Services & Consulting
3782,Weizmann Forex,Financial Services
3783,ETV Network,Broadcasting
3784,Volvo Trucks,Automobile
3785,Health & Glow,Beauty & Personal Care
3786,Resonance Eduventures,EdTech
3787,Shriram Fortune Solutions,Financial Services
3788,Brawn Laboratories,Healthcare
3789,Cliantha Research,Clinical Research
3790,ICICI Merchant Service,Banking
3791,Cimpress,Other
3792,Control Print,Consumer Electronics & Appliances
3793,RNF Technologies,IT Services & Consulting
3794,Volkswagen It Services India,Auto Components
3795,QSpiders,Education & Training
3796,Karvy Fintech,FinTech
3797,Gangar Eyenation,Retail
3798,Nandi Toyota,
3799,Cognizant Softvision,IT Services & Consulting
3800,Starbucks,Hospitality
3801,ABC Consultants,Recruitment
3802,HCL Infotech,IT Services & Consulting
3803,Ceragon Networks,Telecom
3804,S&P Capital IQ,Analytics & KPO
3805,Garden Silk Mills,Fashion & Textile
3806,JNET Technologies,IT Services & Consulting
3807,BajajSons,Automobile
3808,Apollo Medskills,Healthcare
3809,Pyro Group,Telecom
3810,Dhampur Sugar Mills,Agro Chemicals
3811,Special Technical Services,Oil & Gas
3812,Indian Institute of Science,Education & Training
3813,Moon Beverages,Beverage
3814,Star Engineers India,Auto Components
3815,Expert Global Solutions,BPO
3816,Asian Heart Institute and Research Centre,Healthcare
3817,Sanmarg Projects,Oil & Gas
3818,Royal Research,Analytics & KPO
3819,PIT Solutions,IT Services & Consulting
3820,Wings Biotech,Pharma
3821,Four Seasons Hotel,Hospitality
3822,Elite Elevators,Industrial Machinery
3823,Pacific India,Real Estate
3824,Cloud4C,IT Services & Consulting
3825,Sakata Inx,Chemicals
3826,Mol Information Processing Services India,IT Services & Consulting
3827,Mkc Infrastructure,Engineering & Construction
3828,MAN Truck & Bus,Automobile
3829,Ushodaya Enterprises,FMCG
3830,Stellar Innovations,IT Services & Consulting
3831,GoMechanic,Internet
3832,ShortHills Tech,IT Services & Consulting
3833,Sunstone,Education & Training
3834,Kolkata Bazaar,Retail
3835,Orra Fine Jewellery,Jewellery
