ceo,country,founded,industry,link,name,rank,revenue
Serge Weinberg,France,1973,"['Healthcare', 'Pharmaceutical', 'HealthCare Products']",https://www.value.today/company/sanofi,SANOFI,116,"43,171 Million USD"
Yang Jie,China,1997,"['Communication Services', 'Telecom', 'Internet Providers', 'Mobile Services', 'Fixed Line Service', 'Television Services', 'Utilities', 'Telecom Equipment']",https://www.value.today/company/china-mobile,CHINA MOBILE,112,"133,260 Million USD"
Susan Wojcicki,USA,2005,"['Social Media', 'Internet or Mobile App Based Business', 'Technology', 'Artificial Intelligence']",https://www.value.today/company/youtube,YOUTUBE,113,Not found
Howard Schultz,USA,1971,"['Consumer Cyclical', 'Restaurants', 'Retail', 'Non-Alcoholic Beverages', 'Coffee', 'Beverages', 'Consumer Services']",https://www.value.today/company/starbucks-corporation,STARBUCKS CORPORATION,117,"29,060 Million USD"
William P. Lauder,USA,1946,"['Consumer Defensive', 'FMCG', 'Personal Care Products', 'Beauty and Personal Care', 'Cosmetics', 'Consumer Non Durables']",https://www.value.today/company/estee-lauder-companies,ESTEE LAUDER COMPANIES,114,"17,737 Million USD"
Dave Calhoun,USA,1916,"['Industries', 'Aeroplane', 'Defense Products', 'Rockets', 'Missiles', 'Satellites', 'Space Products', 'Aerospace Products', 'Aircrafts', 'Capital Goods', 'Aerospace and Defense', 'Technology']",https://www.value.today/company/boeing-company,BOEING COMPANY,115,"62,286 Million USD"
Catherine Livingstone AO,Australia,1911,"['Financial Services', 'Banking Services']",https://www.value.today/company/commonwealth-bank-australia,COMMONWEALTH BANK OF AUSTRALIA,118,"16,562 Million USD"
Javier Ferran,UK,1997,"['Consumer Defensive', 'Beverages', 'Alcoholic Beverages', 'FMCG', 'Consumer Non Durables']",https://www.value.today/company/diageo,DIAGEO,120,"18,200 Million USD"
Lee Yuan Siong,Hong Kong,1919,"['Financial Services', 'Insurance']",https://www.value.today/company/aia-group,AIA GROUP,119,"47,525 Million USD"
Atanu Chakraborty,India,1994,"['Financial Services', 'Banking Services']",https://www.value.today/company/hdfc-bank,HDFC BANK,127,"12,743 Million USD"
Craig H. Barratt ,USA,1995,"['Healthcare', 'Medical Equipment', 'HealthCare Products', 'Robotics']",https://www.value.today/company/intuitive-surgical,INTUITIVE SURGICAL,126,"5,710 Million USD"
Jim Umpleby,USA,1925,"['Industries', 'Agriculture Machinery', 'Machinery Manufacturing', 'Construction Equipment', 'Commercial Vehicles', 'Heavy Vehicles', 'Mining Equipment', 'Engines Manufacturing', 'Engineering Products', 'Capital Goods', 'Construction Materials', 'Mining', 'Manufacturing', 'Heavy Machinery']",https://www.value.today/company/caterpillar,CATERPILLAR,122,"50,971 Million USD"
John C. May,USA,1837,"['Industries', 'Agriculture Machinery', 'Construction Equipment', 'Commercial Vehicles', 'Engineering Products', 'Automobile', 'Machinery Manufacturing', 'Capital Goods', 'Manufacturing', 'Heavy Machinery']",https://www.value.today/company/deere-company,DEERE & COMPANY,125,"43,932 Million USD"
Arvind Krishna,USA,1911,"['Technology', 'Software and IT', 'Software Products', 'Computers Hardware', 'Laptops', 'Cloud Services', 'Artificial Intelligence', 'Internet of Things', 'Electronics', 'Consumer Electronics']",https://www.value.today/company/ibm,IBM,123,"57,350 Million USD"
Dominic Barton BMM,UK,1873,"['Basic Materials', 'Metals', 'Mining', 'Aluminum', 'Iron and Steel', 'Copper Mining', 'Gold Mining', 'Diamonds', 'Coal Mining', 'Molybdenum', 'Precious Metals']",https://www.value.today/company/rio-tinto-group,RIO TINTO GROUP,124,"63,495 Million USD"
James D. Taiclet Jr.,USA,1995,"['Real Estate', 'Cell Towers Infrastructure', 'Infrastructure', 'Consumer Services', 'Property Investments']",https://www.value.today/company/american-tower-corporation-reit,AMERICAN TOWER CORPORATION (REIT),121,"9,356 Million USD"
Martin Barrington,Belgium,2008,"['Consumer Defensive', 'Beverages', 'Non-Alcoholic Beverages', 'FMCG', 'Consumer Non Durables', 'Alcoholic Beverages']",https://www.value.today/company/anheuser-busch-inbev,ANHEUSER-BUSCH INBEV,134,"54,304 Million USD"
Hamid Moghadam,USA,1983,"['Real Estate', 'Property Investments', 'Investments', 'Consumer Services']",https://www.value.today/company/prologis,PROLOGIS,128,"4,759 Million USD"
Yang Mingsheng,China,1949,"['Financial Services', 'Banking Services', 'Insurance']",https://www.value.today/company/china-life-insurance-company,CHINA LIFE INSURANCE COMPANY,133,"133,170 Million USD"
Navneet Kapoor,USA,1902,"['Consumer Defensive', 'Retail', 'eCommerce', 'Consumer Services']",https://www.value.today/company/target-corporation,TARGET CORPORATION,131,"106,000 Million USD"
Viktor Zubkov,Russia,1989,"['Energy', 'Oil and Gas', 'Natural Gas Generation', 'Petrochemicals', 'Oil and Gas Pipeline Transport', 'Chemicals']",https://www.value.today/company/gazprom,GAZPROM,136,"168,300 Million USD"
Thomas M. Rutledge,USA,1993,"['Communication Services', 'Telecom', 'Internet Providers', 'Fixed Line Service', 'Television Services', 'Consumer Services', 'Media', 'Advertising', 'Entertainment']",https://www.value.today/company/charter-communications,CHARTER COMMUNICATIONS,135,"51,682 Million USD"
Jonathan Symonds,UK,2000,"['Healthcare', 'Pharmaceutical', 'HealthCare Products', 'Biotechnology', 'Technology']",https://www.value.today/company/glaxosmithkline,GLAXOSMITHKLINE,132,"44,655 Million USD"
Richard E. Thornburgh,USA,1917,"['Financial Services', 'Investments', 'Trading', 'Stock Markets, Trading, Capital Markets']",https://www.value.today/company/sp-global,S&P GLOBAL,137,"8,297 Million USD"
Fred Luddy,USA,2003,"['Technology', 'Cloud Services', 'Software and IT', 'Software Products', 'Artificial Intelligence']",https://www.value.today/company/servicenow,SERVICENOW,129,"5,896 Million USD"
H. Lawrence Culp Jr,USA,1892,"['Industries', 'Aircraft Parts', 'Aerospace Products', 'HealthCare Products', 'Aerospace and Defense', 'Electrical Products', 'Software and IT', 'Software Products', 'Technology Hardware and Instruments', 'Energy', 'Electronics', 'Engineering Products', 'Lighting Products', 'Technology', 'Space Products']",https://www.value.today/company/general-electric-company,GENERAL ELECTRIC COMPANY,130,"74,196 Million USD"
Tim Buckley,USA,Not found,"['Asset Management', 'Investments', 'Financial Services', 'Mutual Funds', 'Brokerage Services']",https://www.value.today/company/vanguard-group,VANGUARD GROUP,139,"6,936 Million USD"
Not found,USA,1979,"['Logistics', 'Technology']",https://www.value.today/company/ingram-micro,INGRAM MICRO,139,"49,100 Million USD"
Jean-Pascal Tricoire,France,1836,"['Power Equipment', 'Automation', 'Building Automation', 'Industrial Automation', 'Industrial Electrical Electronics', 'Power Management Tools', 'Tools and Equipment', 'Industry Machinery', 'Lighting Products', 'Electric Vehicle Charging Station']",https://www.value.today/company/schneider-electric,SCHNEIDER ELECTRIC,138,"31,853 Million USD"
Elizabeth E. Tallett,USA,2004,"['Healthcare', 'Insurance', 'Financial Services', 'HealthCare Products']",https://www.value.today/company/anthem,ANTHEM,143,"ANTHEM Annual Revenues for December-2019 ending is 104,213 Million USD"
Rene Obermann,Netherlands,1970,"['Industries', 'Aerospace and Defense', 'Aeroplane', 'Defense Products', 'Helicoptors', 'Space Products', 'Aircrafts', 'Machinery Manufacturing', 'Manufacturing']",https://www.value.today/company/airbus,AIRBUS,145,"57,468 Million USD"
Charles G. Koch,USA,Not found,"['Energy', 'Oil and Gas', 'Metals', 'Mining', 'Chemicals', 'Fertilizers', 'Paper and Pulp', 'Plastics / Plastic Products', 'Commodities Trading']",https://www.value.today/company/koch-industries,KOCH INDUSTRIES,145,"110,000 Million USD"
Ryan Lance,USA,1875,"['Energy', 'Oil and Gas', 'Natural Gas Generation', 'Petroleum', 'Coal Mining', 'Mining']",https://www.value.today/company/conocophillips-company,CONOCOPHILLIPS COMPANY,140,"45,828 Million USD"
Brian Chesky,USA,2008,"['Internet or Mobile App Based Business', 'Rent / Lease Services', 'Consumer Services']",https://www.value.today/company/airbnb,AIRBNB,144,"5,991 Million USD"
Robert E. Switz,USA,1978,"['Technology', 'Semiconductors', 'Electronics', 'Technology Hardware and Instruments', 'Memory Products']",https://www.value.today/company/micron-technology,MICRON TECHNOLOGY,142,"27,705 Million USD"
Richard Qiangdong Liu,China,1998,"['Consumer Cyclical', 'eCommerce', 'Internet or Mobile App Based Business', 'Retail', 'Consumer Services']",https://www.value.today/company/jd.com,JD.COM,141,"149,500 Million USD"
Oliver Bate,Germany,1890,"['Financial Services', 'Insurance', 'Asset Management']",https://www.value.today/company/allianz-se,ALLIANZ SE,148,"114,040 Million USD"
Forrest Li,Singapore,2009,"['Communication Services', 'Gaming', 'Software Products', 'Technology', 'Consumer Services', 'Entertainment', 'Software and IT', 'Retail', 'eCommerce']",https://www.value.today/company/sea,SEA LIMITED,146,"9,955 Million USD"
Zhang Yiming,China,2012,"['Technology', 'Social Media', 'Internet or Mobile App Based Business']",https://www.value.today/company/bytedance,BYTEDANCE,145,"17,000 Million USD"
Satoshi Miura,Japan,1952,"['Communication Services', 'Telecom', 'Mobile Services', 'Fixed Line Service', 'Internet Providers', 'Television Services']",https://www.value.today/company/nippon-telegraph-and-telephone-corporation,NIPPON TELEGRAPH AND TELEPHONE CORPORATION,151,"88,706 Million USD"
Motoyuki Ii,Japan,1991,"['Communication Services', 'Telecom', 'Mobile Services']",https://www.value.today/company/ntt-docomo,NTT DOCOMO,152,"34,022 Million USD"
Belen Garijo,Germany,1668,"['Healthcare', 'Pharmaceutical', 'Chemicals', 'HealthCare Products']",https://www.value.today/company/merck-kgaa-o.n.,MERCK KGAA O.N.,150,"21,695 Million USD"
Arthur F. Weinbach,USA,1961,"['Industries', 'Software Products', 'Software and IT', 'Technology', 'Outsourcing and Staffing']",https://www.value.today/company/automatic-data-processing-adp,AUTOMATIC DATA PROCESSING (ADP),154,"16,046 Million USD"
Francois-Henri Pinault ,France,1963,"['Consumer Cyclical', 'Luxury Goods', 'Leather Products', 'Clothing', 'Eyewear', 'Watches', 'Shoes', 'Footwear', 'eCommerce', 'Retail', 'Convenience Stores', 'FMCG', 'Consumer Goods', 'Fashion and Luxury Goods']",https://www.value.today/company/kering,KERING,153,"19,445 Million USD"
Mike Roman,USA,1902,"['Industries', 'Medical Equipment', 'Electronics', 'HealthCare Products', 'Chemicals', 'Engineering Products', 'Adhesives', 'Consumer Goods', 'Conglomerate', 'Industry Machinery']",https://www.value.today/company/3m-company,3M COMPANY,147,"35,355 Million USD"
N.r. Narayana Murthy,India,1981,"['Technology', 'Software and IT', 'Software Products', 'Software Consulting Services', 'Software Outsourcing Services', 'Artificial Intelligence', 'Cloud Services', 'Internet of Things', 'Automation', 'Robotics', 'Consulting Services', 'Outsourcing and Staffing']",https://www.value.today/company/infosys,INFOSYS,149,"16,311 Million USD"
Marta Ortega,Spain,1985,"['Consumer Cyclical', 'Retail', 'Readymade Clothing']",https://www.value.today/company/inditex-industria-de-diseno-textil,INDITEX (INDUSTRIA DE DISENO TEXTIL),159,"27,708 Million USD"
Paul Perreault,Australia,1916,"['Healthcare', 'Pharmaceutical', 'Biotechnology', 'HealthCare Products', 'Technology']",https://www.value.today/company/csl,CSL,162,"10,493 Million USD"
Stefan Hartung,Germany,Not found,"['Technology', 'Engineering Products', 'Technology Hardware and Instruments', 'Electronics', 'Automobile Parts', 'Home Appliances', 'Security Systems and Solutions', 'Internet of Things', 'Cloud Services']",https://www.value.today/company/robert-bosch,ROBERT BOSCH,163,"91,686 Million USD"
Marillyn Hewson,USA,1995,"['Industries', 'Aerospace Products', 'Defense Products', 'Aerospace and Defense', 'Missiles', 'Weapons', 'Marine Systems', 'Security Systems and Solutions', 'Capital Goods', 'Space Products', 'Artificial Intelligence']",https://www.value.today/company/lockheed-martin-corporation,LOCKHEED MARTIN CORPORATION,158,"67,044 Million USD"
Abdullah bin Sulaiman,Saudi Arabia,1957,"['Financial Services', 'Banking Services']",https://www.value.today/company/al-rajhi-banking-and-investment-corporation,AL RAJHI BANKING AND INVESTMENT CORPORATION,163,"6,835 Million USD"
Kevin A. Lobo,USA,1941,"['Healthcare', 'Medical Equipment', 'HealthCare Products']",https://www.value.today/company/stryker-corporation,STRYKER CORPORATION,157,"17,108 Million USD"
Robert J. Mylod Jr,USA,1996,"['Consumer Cyclical', 'Internet or Mobile App Based Business', 'Travel and Transport', 'eCommerce', 'Business Services']",https://www.value.today/company/booking-holdings,BOOKING HOLDINGS,155,"10,958 Million USD"
JUAN RAMÓN ALAIX,USA,1952,"['Healthcare', 'Pharmaceutical', 'Healthcare Service', 'Animal Health Medicine', 'Animal Healthcare Companies', 'HealthCare Products']",https://www.value.today/company/zoetis,ZOETIS,156,"7,776 Million USD"
Helge Lund,UK,1909,"['Energy', 'Oil and Gas', 'Petrochemicals', 'Chemicals', 'Electric Vehicle Charging Station']",https://www.value.today/company/bp-p.l.c.,BP P.L.C.,161,"157,740 Million USD"
William Clay Ford Jr.,USA,1903,"['Consumer Cyclical', 'Automobile', 'Cars', 'Commercial Vehicles', 'Trucks', 'Vans', 'Capital Goods', 'Passenger Vehicles']",https://www.value.today/company/ford-motor-company,FORD MOTOR COMPANY,160,"136,340 Million USD"
Dirk Van de Put,USA,2012,"['Consumer Defensive', 'Food Products', 'Beverages', 'Non-Alcoholic Beverages', 'Dairy Products', 'Chocolate & Confectionery', 'FMCG', 'Consumer Non Durables', 'Food and Beverage']",https://www.value.today/company/mondelez-international,MONDELEZ INTERNATIONAL,167,"28,720 Million USD"
Punit Renjen,UK,Not found,"['Business Services', 'Professional Services', 'Consulting Services', 'Accounting and Auditing']",https://www.value.today/company/deloitte,DELOITTE,171,"47,600 Million USD"
Wang Chuanfu,China,1995,"['Consumer Cyclical', 'Automobile', 'Bus Manufacturing', 'Trucks', 'Manufacturing', 'Electric Vehicles', 'Batteries']",https://www.value.today/company/byd-company,BYD COMPANY,168,"31,453 Million USD"
Markus Duesmann,Germany,1909,"['Consumer Cyclical', 'Automobile', 'Cars', 'Passenger Vehicles']",https://www.value.today/company/audi-ag,AUDI AG,171,"212,870 Million USD"
Abhijit Y. Talwalkar,USA,1980,"['Technology', 'Semiconductors', 'Electronics', 'Technology Hardware and Instruments', 'Processors / Chips']",https://www.value.today/company/lam-research-corporation,LAM RESEARCH CORPORATION,166,"17,227 Million USD"
Jim Rohr,USA,1845,"['Financial Services', 'Banking Services']",https://www.value.today/company/pnc-financial-services-group,THE PNC FINANCIAL SERVICES GROUP,164,"19,135 Million USD"
Abdulaziz Saleh Aljarbou,Saudi Arabia,1976,"['Basic Materials', 'Chemicals', 'Petrochemicals', 'Fertilizers']",https://www.value.today/company/saudi-basic-industries-corporation-sabic-0,SAUDI BASIC INDUSTRIES CORPORATION (SABIC),165,"46,634 Million USD"
Mr. Farrell,USA,1985,"['Consumer Defensive', 'Tobacco Products', 'Cigarettes', 'Beverages', 'Alcoholic Beverages', 'FMCG', 'Agriculture Products', 'Consumer Non Durables', 'Tobacco and Cigarette']",https://www.value.today/company/altria-group,ALTRIA GROUP,171,"21,111 Million USD"
Frank Slootman,USA,2012,"['Technology', 'Cloud Services', 'Software and IT']",https://www.value.today/company/snowflake,SNOWFLAKE,170,"1,219 Million USD"
Dr. Frank Appel,Germany,1995,"['Communication Services', 'Telecom', 'Mobile Services', 'Fixed Line Service', 'Internet Providers', 'Television Services']",https://www.value.today/company/deutsche-telekom-ag,DEUTSCHE TELEKOM AG,169,"119,890 Million USD"
Max Jadot,France,1848,"['Financial Services', 'Banking Services', 'Asset Management', 'Wealth Management', 'Mortgage']",https://www.value.today/company/bnp-paribas,BNP PARIBAS,172,0 Million USD
Not found,USA,Not found,"['Agriculture Products', 'Agriculture Related', 'Food Products', 'Meat / Poultry / Fish / Chicken', 'Trading']",https://www.value.today/company/cargill,CARGILL,174,"114,700 Million USD"
Masumi Minegishi,Japan,1960,"['Industries', 'Internet or Mobile App Based Business', 'Consulting Services', 'Technology', 'Software and IT', 'Software Products', 'Outsourcing and Staffing']",https://www.value.today/company/recruit-holdings,RECRUIT HOLDINGS,175,"20,955 Million USD"
